timestamp,close_price,volume_base,volume_quote
2024-02-09 08:00:00,2476.2268,87585.5836,215843390.33
2024-02-09 09:00:00,2467.1775,78649.5079,194465097.52
2024-02-09 10:00:00,2474.3204,61614.0212,152022690.59
2024-02-09 11:00:00,2503.5951,150951.0017,375101769.74
2024-02-09 12:00:00,2514.0496,191146.2027,480023522.33
2024-02-09 13:00:00,2513.1225,101731.6441,256049262.28
2024-02-09 14:00:00,2494.9188,193118.9746,482562244.8
2024-02-09 15:00:00,2495.8341,123378.8466,307167857.39
2024-02-09 16:00:00,2487.3346,88182.4462,219574323.89
2024-02-09 17:00:00,2498.6595,88831.728,221767168.83
2024-02-09 18:00:00,2502.998,161387.7612,405019407.06
2024-02-09 19:00:00,2487.4396,94714.1204,235872969.06
2024-02-09 20:00:00,2491.37,67377.9983,167915197.69
2024-02-09 21:00:00,2504.6843,59315.2666,148030791.1
2024-02-09 22:00:00,2496.6789,48113.9443,120295229.25
2024-02-09 23:00:00,2487.6769,43195.0021,107646569.93
2024-02-10 00:00:00,2487.4375,45873.1267,114319359.99
2024-02-10 01:00:00,2499.6359,44808.1857,111798629.02
2024-02-10 02:00:00,2507.515,28211.8443,70621450.9
2024-02-10 03:00:00,2513.4335,28363.7004,71252066.4
2024-02-10 04:00:00,2508.3204,28027.8625,70411426.24
2024-02-10 05:00:00,2506.0036,23421.4345,58696651.97
2024-02-10 06:00:00,2506.2811,24409.5907,61206928.48
2024-02-10 07:00:00,2497.4677,31132.8531,77908591.5
2024-02-10 08:00:00,2487.7016,35395.0428,88300899.02
2024-02-10 09:00:00,2489.3365,33887.7172,84449053.55
2024-02-10 10:00:00,2476.196,52427.7034,130220698.79
2024-02-10 11:00:00,2484.7531,48327.2807,119894530.13
2024-02-10 12:00:00,2489.9894,32821.4443,81668682.48
2024-02-10 13:00:00,2491.6907,39597.8366,98555572.16
2024-02-10 14:00:00,2493.851,30117.2262,75079459.96
2024-02-10 15:00:00,2492.0914,26314.538,65628915.74
2024-02-10 16:00:00,2492.8962,25998.6103,64789290.56
2024-02-10 17:00:00,2486.2984,29141.1794,72492976.61
2024-02-10 18:00:00,2492.591,24610.2232,61286096.37
2024-02-10 19:00:00,2498.2871,31361.5983,78241745.44
2024-02-10 20:00:00,2508.0774,52603.1577,131705746.02
2024-02-10 21:00:00,2512.2266,57607.9673,144764026.58
2024-02-10 22:00:00,2497.3844,46275.474,115693318.45
2024-02-10 23:00:00,2501.2675,36733.5263,91894005.18
2024-02-11 00:00:00,2505.2421,35819.1968,89547594.55
2024-02-11 01:00:00,2508.4874,47782.1672,119887675.53
2024-02-11 02:00:00,2507.1829,25778.8167,64685106.66
2024-02-11 03:00:00,2529.0541,83307.0594,209806664.82
2024-02-11 04:00:00,2518.6262,76453.1175,193338413.41
2024-02-11 05:00:00,2524.5219,37957.177,95770182.48
2024-02-11 06:00:00,2531.7386,45137.5589,114139214.05
2024-02-11 07:00:00,2528.971,37658.5957,95221215.3
2024-02-11 08:00:00,2526.063,49523.7711,125440107.24
2024-02-11 09:00:00,2524.4527,31813.8365,80368646.43
2024-02-11 10:00:00,2523.1674,44552.7352,112290242.45
2024-02-11 11:00:00,2532.5784,34263.7754,86589135.18
2024-02-11 12:00:00,2524.0236,38874.3678,98308624.73
2024-02-11 13:00:00,2512.4795,45692.7724,115070579.29
2024-02-11 14:00:00,2515.4593,43203.1655,108513626.53
2024-02-11 15:00:00,2510.0704,31734.3086,79670001.19
2024-02-11 16:00:00,2509.5016,39672.6392,99510722.03
2024-02-11 17:00:00,2512.4025,45048.6887,113344840.13
2024-02-11 18:00:00,2507.9778,52277.9461,131010979.27
2024-02-11 19:00:00,2508.6875,27598.6489,69236455.54
2024-02-11 20:00:00,2498.81,45316.9076,113513136.57
2024-02-11 21:00:00,2504.8111,35638.5484,89145107.79
2024-02-11 22:00:00,2501.7261,24123.8025,60434325.44
2024-02-11 23:00:00,2508.3976,32130.7601,80425855.93
2024-02-12 00:00:00,2515.8931,66172.4031,166554501.75
2024-02-12 01:00:00,2516.2045,40952.2684,102847754.27
2024-02-12 02:00:00,2503.9479,55296.6401,138533560.01
2024-02-12 03:00:00,2501.1755,33246.567,83171188.98
2024-02-12 04:00:00,2496.0874,23268.2673,58138548.57
2024-02-12 05:00:00,2495.7713,20690.0086,51685801.66
2024-02-12 06:00:00,2494.5872,53195.8015,132479960.41
2024-02-12 07:00:00,2502.5048,47911.0587,119748291.79
2024-02-12 08:00:00,2490.7148,37717.0032,94221625.0
2024-02-12 09:00:00,2477.6749,53315.2527,132377441.63
2024-02-12 10:00:00,2481.2548,46952.6817,116488588.74
2024-02-12 11:00:00,2488.0358,43894.5262,108910658.35
2024-02-12 12:00:00,2489.9122,36659.9306,91147837.76
2024-02-12 13:00:00,2487.6762,26252.6775,65278917.5
2024-02-12 14:00:00,2528.4156,109051.4028,273445881.51
2024-02-12 15:00:00,2558.9787,199727.1565,507693058.7
2024-02-12 16:00:00,2553.6073,116388.2084,296641806.56
2024-02-12 17:00:00,2608.4931,254892.1268,660437633.08
2024-02-12 18:00:00,2622.6566,168007.0654,439910575.98
2024-02-12 19:00:00,2610.3343,127554.8894,334612550.3
2024-02-12 20:00:00,2641.803,113347.557,297988653.71
2024-02-12 21:00:00,2631.9424,108397.5878,286275967.76
2024-02-12 22:00:00,2656.2847,82581.0858,218829838.35
2024-02-12 23:00:00,2658.5296,86313.6001,229109993.73
2024-02-13 00:00:00,2669.028,138117.6648,369356472.81
2024-02-13 01:00:00,2678.6771,75996.5428,202935662.02
2024-02-13 02:00:00,2656.0835,87135.3715,232193205.42
2024-02-13 03:00:00,2640.4931,81252.7394,215124147.86
2024-02-13 04:00:00,2647.6309,50662.6258,134018187.92
