timestamp,close_price,volume_base,volume_quote
2024-02-09 08:00:00,0.0818174813,146607504.9738,11992476.95
2024-02-09 09:00:00,0.0815935811,56925346.0332,4651676.68
2024-02-09 10:00:00,0.0816972745,51943750.1462,4250855.48
2024-02-09 11:00:00,0.0820393083,97565400.436,7989490.04
2024-02-09 12:00:00,0.0820142016,120090114.139,9849358.13
2024-02-09 13:00:00,0.0820976601,72556140.6495,5965816.56
2024-02-09 14:00:00,0.0813531833,204367339.1408,16659323.49
2024-02-09 15:00:00,0.0815564821,106330120.2805,8657349.73
2024-02-09 16:00:00,0.0811806345,72941746.7668,5935083.75
2024-02-09 17:00:00,0.0815192141,47457946.2478,3857396.67
2024-02-09 18:00:00,0.0817656415,99695055.1229,8147703.19
2024-02-09 19:00:00,0.0815854742,62124940.3458,5060836.78
2024-02-09 20:00:00,0.0814522506,55181093.1137,4500535.67
2024-02-09 21:00:00,0.0816421817,69227029.5893,5644010.42
2024-02-09 22:00:00,0.0816011784,70742333.267,5772654.05
2024-02-09 23:00:00,0.0816770167,76912605.2225,6278235.68
2024-02-10 00:00:00,0.0815634946,61237087.3936,5007723.5
2024-02-10 01:00:00,0.0818305571,46594207.8342,3806915.16
2024-02-10 02:00:00,0.0820376134,35051001.7348,2867709.52
2024-02-10 03:00:00,0.0819621215,69614518.8852,5719279.85
2024-02-10 04:00:00,0.0818277688,32862154.2825,2694981.41
2024-02-10 05:00:00,0.081683175,32363827.8526,2647358.11
2024-02-10 06:00:00,0.0816371458,32322163.3231,2639502.87
2024-02-10 07:00:00,0.0814263938,35244621.2558,2874403.93
2024-02-10 08:00:00,0.0812263872,44654667.5868,3636941.62
2024-02-10 09:00:00,0.0811901889,45041033.0867,3667225.54
2024-02-10 10:00:00,0.0805969218,110722227.2845,8960064.56
2024-02-10 11:00:00,0.0809241123,60498870.9227,4888950.07
2024-02-10 12:00:00,0.0809704248,58283195.6664,4719525.87
2024-02-10 13:00:00,0.0811966788,49469695.3894,4004094.08
2024-02-10 14:00:00,0.0811144743,44383323.1314,3599254.35
2024-02-10 15:00:00,0.0812049702,30567529.4727,2480911.98
2024-02-10 16:00:00,0.081263677,27286864.3866,2215629.2
2024-02-10 17:00:00,0.0809997697,43420000.2432,3522204.83
2024-02-10 18:00:00,0.0811410836,44018944.6251,3570534.16
2024-02-10 19:00:00,0.0811634528,23101342.448,1875072.12
2024-02-10 20:00:00,0.081347877,45098979.5593,3665406.21
2024-02-10 21:00:00,0.0817503496,82249040.6204,6716056.22
2024-02-10 22:00:00,0.0815595785,57135539.4655,4658020.48
2024-02-10 23:00:00,0.0815386304,36299480.2103,2963137.77
2024-02-11 00:00:00,0.0815705293,35646630.2582,2908298.27
2024-02-11 01:00:00,0.0814606251,32067183.1591,2616411.13
