timestamp,close_price,volume_base,volume_quote,market_cap
2024-05-05 13:00:00,1.0003933948,7583776.8156,7587790.4,110942544417.93
2024-05-05 14:00:00,1.0003580207,5508494.8079,5510084.49,110883685960.11
2024-05-05 15:00:00,1.0002769947,10619800.6545,10621140.76,110932941124.42
2024-05-05 16:00:00,1.0003272548,6981987.0386,6984243.45,110911569737.43
2024-05-05 17:00:00,1.0004391134,7399651.5115,7407041.01,110914361803.74
2024-05-05 18:00:00,1.0005273332,4134757.9219,4137549.85,110889803892.02
2024-05-05 19:00:00,1.0004841961,4926802.8868,4928654.38,110972877663.89
2024-05-05 20:00:00,1.0004919207,3929103.6107,3929789.59,110937722857.83
2024-05-05 21:00:00,1.0005508142,3208690.7519,3209571.99,110959301573.5
2024-05-05 22:00:00,1.0005076401,5374543.7018,5375694.65,110924215485.38
2024-05-05 23:00:00,1.0005203787,4347283.4437,4348386.57,110921301204.54
2024-05-06 00:00:00,1.0004933921,4044593.3898,4046469.75,110825639138.5
2024-05-06 01:00:00,1.0005791639,5575448.8334,5576788.67,110884310931.72
2024-05-06 02:00:00,1.0004834457,4984580.7636,4985832.82,110889368119.64
2024-05-06 03:00:00,1.0004387882,4871137.2669,4872164.35,110880104595.29
2024-05-06 04:00:00,1.0003904901,4915569.8206,4916267.75,110921851258.58
2024-05-06 05:00:00,1.0003345656,7653152.5988,7654268.52,110933033772.38
2024-05-06 06:00:00,1.0003786206,8530710.629,8536856.27,110889638860.69
2024-05-06 07:00:00,1.0003271114,18168998.9377,18173423.82,110906324260.6
2024-05-06 08:00:00,1.0002979401,32933189.2006,32937736.1,110912302462.53
2024-05-06 09:00:00,1.0002004343,23747489.9714,23750021.4,110875500567.37
2024-05-06 10:00:00,1.0003104331,20259834.8284,20267106.4,110934802619.27
2024-05-06 11:00:00,1.0003177566,36502341.1073,36506181.04,110742111030.23
2024-05-06 12:00:00,1.0002374081,26778913.7037,26782439.56,110927685980.88
2024-05-06 13:00:00,1.0002640252,22097033.5787,22101147.28,110987769872.56
2024-05-06 14:00:00,1.0004018038,23232703.3254,23236099.76,110906502266.83
2024-05-06 15:00:00,1.0002895664,15786263.5034,15788981.87,110922727883.13
2024-05-06 16:00:00,1.0002010554,18584596.4142,18586432.35,110927644342.23
2024-05-06 17:00:00,1.0001767377,14723244.1486,14725972.21,110863735132.35
2024-05-06 18:00:00,1.0001387592,12435988.2191,12438493.24,110930846913.96
2024-05-06 19:00:00,1.0000087308,16042016.4364,16044056.04,110981101487.35
2024-05-06 20:00:00,1.0000795879,15263583.6596,15261703.69,110978268407.94
2024-05-06 21:00:00,1.0002089406,26284910.7838,26284192.34,110921232556.7
2024-05-06 22:00:00,1.0001739258,15864830.8926,15865832.68,110877877252.14
2024-05-06 23:00:00,1.0001802702,5753092.9671,5753244.49,110922463992.9
2024-05-07 00:00:00,1.0000468458,9826878.0725,9826683.42,110886178775.27
2024-05-07 01:00:00,0.9999943704,5332406.1849,5331936.2,110985223955.04
2024-05-07 02:00:00,1.0000113934,4699900.0772,4699900.63,111042291193.18
2024-05-07 03:00:00,1.0001661798,12432505.4913,12434931.24,110931173911.03
2024-05-07 04:00:00,1.0000700806,6932543.0641,6932513.12,111017694594.83
2024-05-07 05:00:00,1.0001416332,7086024.8143,7086557.81,110941197492.42
2024-05-07 06:00:00,1.0001829099,10839613.4653,10840737.07,111033660466.92
2024-05-07 07:00:00,1.000199312,8719048.54,8719848.33,110986529084.86
2024-05-07 08:00:00,1.0001454975,11407744.8267,11409077.71,110939420866.92
2024-05-07 09:00:00,1.0001383782,13807020.486,13807701.88,111004569559.53
2024-05-07 10:00:00,1.0001473822,11322753.4326,11323976.93,110943630528.35
2024-05-07 11:00:00,1.0001992636,9117943.3467,9119920.15,111043825306.79
2024-05-07 12:00:00,1.0001614351,12871029.6651,12872060.58,110952379970.83
2024-05-07 13:00:00,1.0001442446,14666776.7251,14668512.88,111061347453.18
2024-05-07 14:00:00,1.0000370657,16187684.1047,16187968.66,110908524866.31
2024-05-07 15:00:00,1.000115777,18377646.8664,18376749.52,110983462005.88
2024-05-07 16:00:00,1.0001205693,13724394.3572,13724674.11,110951468088.35
2024-05-07 17:00:00,1.0000783697,17441392.4841,17443029.16,110958736270.19
2024-05-07 18:00:00,1.0000054583,19392578.5861,19391387.22,110933649288.73
2024-05-07 19:00:00,0.9999699731,9172759.0855,9171630.72,110970669198.42
2024-05-07 20:00:00,1.0000543763,16409524.5319,16408127.11,110962585241.65
2024-05-07 21:00:00,1.0001037132,10671441.0879,10671418.26,110944176570.23
2024-05-07 22:00:00,1.000107686,9963478.9085,9963562.86,111302698742.15
2024-05-07 23:00:00,1.0001263304,7176953.786,7178633.07,110963862160.35
2024-05-08 00:00:00,1.0001172393,5179553.2629,5180601.48,110990084431.72
2024-05-08 01:00:00,0.9999988778,3739930.5961,3740323.81,110960053622.86
2024-05-08 02:00:00,1.0000170071,5198607.5087,5198114.39,110959347740.89
2024-05-08 03:00:00,1.0000141673,4643807.4932,4643557.77,110926425010.26
2024-05-08 04:00:00,1.0000127878,5266338.2421,5266243.75,110996085128.92
2024-05-08 05:00:00,0.9999798379,9934921.104,9934370.01,110835981028.35
2024-05-08 06:00:00,0.9999736868,10200720.3507,10205059.07,110950486860.15
2024-05-08 07:00:00,1.0000966625,11997366.8481,12002831.23,110991634440.07
2024-05-08 08:00:00,1.0001573191,11832816.2985,11839166.0,110931501982.71
2024-05-08 09:00:00,1.0001328372,16510105.5791,16515965.05,110881601175.79
2024-05-08 10:00:00,1.0001475215,9543246.2622,9543809.88,110959373780.52
2024-05-08 11:00:00,1.0001401882,9320647.8259,9321507.26,110953999853.57
2024-05-08 12:00:00,1.0001307179,29182478.8754,29204811.8,111003281441.23
2024-05-08 13:00:00,0.9999723553,18843086.6041,18841530.89,110909372445.93
2024-05-08 14:00:00,1.000051402,16262301.8126,16263386.99,110925338331.48
2024-05-08 15:00:00,0.9999813011,16968956.5641,16966552.33,110923781623.43
2024-05-08 16:00:00,1.0001672601,18943448.6261,18955215.67,110927330583.39
2024-05-08 17:00:00,1.0001230344,11351375.6971,11351269.62,110906829562.08
2024-05-08 18:00:00,1.000061042,9232032.4984,9232871.29,110920634151.48
2024-05-08 19:00:00,1.0000283072,14971757.4904,14971629.09,110926064372.15
2024-05-08 20:00:00,1.0002236866,21393769.5166,21392035.45,110960147927.89
2024-05-08 21:00:00,1.0000526235,10824407.6524,10825032.62,111020751918.44
2024-05-08 22:00:00,1.0000279388,7633224.5334,7631392.09,110926561314.54
2024-05-08 23:00:00,0.9999654047,4443319.0721,4443728.8,110944175191.26
2024-05-09 00:00:00,1.0000165728,3089703.3949,3090792.0,110896762597.93
2024-05-09 01:00:00,0.9999357362,4794525.4266,4793491.0,110931779788.92
2024-05-09 02:00:00,0.9999599128,2970825.7121,2972057.18,110910809082.86
2024-05-09 03:00:00,0.9999858307,4198471.2795,4198413.36,110908753635.27
2024-05-09 04:00:00,0.9999458082,5772443.0809,5771633.96,110867071260.8
2024-05-09 05:00:00,0.9999395444,9233240.3683,9230923.13,110874282031.89
2024-05-09 06:00:00,0.9999632264,6447062.2626,6448022.58,110897121056.35
2024-05-09 07:00:00,0.9999495371,10235859.7201,10232400.43,110824445481.5
2024-05-09 08:00:00,0.9999541576,10765225.5164,10763254.61,110781804669.28
2024-05-09 09:00:00,1.0000243112,15656999.3173,15657390.06,110872607839.32
2024-05-09 10:00:00,1.0000488395,10012741.3453,10010096.43,110975592487.95
2024-05-09 11:00:00,1.0000687984,15257158.9596,15252460.51,110942479275.02
2024-05-09 12:00:00,0.9999981103,16537567.5239,16533259.06,110938001865.19
2024-05-09 13:00:00,0.9999481707,18501924.5609,18505762.8,110929387397.47
2024-05-09 14:00:00,0.999942832,17744066.4866,17736322.91,110856912055.4
2024-05-09 15:00:00,0.9999899551,14822923.8248,14819698.81,111024616204.32
2024-05-09 16:00:00,1.0000600196,17518461.5396,17512660.65,110899667903.33
2024-05-09 17:00:00,1.0000697893,13476563.1546,13480217.35,110840524757.6
2024-05-09 18:00:00,1.0000779304,17205954.2003,17214941.5,110991242795.52
2024-05-09 19:00:00,1.0002824138,15574248.8461,15578067.52,110925820698.8
2024-05-09 20:00:00,1.0002661785,12345262.0159,12345552.4,111087040093.87
2024-05-09 21:00:00,1.0001866063,10226995.1508,10227291.78,110963545566.1
2024-05-09 22:00:00,1.0002298491,11420474.1205,11419610.2,110954677360.57
2024-05-09 23:00:00,1.0002051517,6413077.7888,6412566.0,111034479657.44
2024-05-10 00:00:00,1.0002069402,2744856.3646,2744722.26,110971026530.68
2024-05-10 01:00:00,1.0002443343,4399549.4614,4399836.65,110924126629.44
2024-05-10 02:00:00,1.0002289381,2413767.8799,2413698.0,110918080603.64
2024-05-10 03:00:00,1.0002246074,8250477.8493,8250148.56,110965877631.56
2024-05-10 04:00:00,1.0001646795,10195390.5071,10193905.29,110950480967.41
2024-05-10 05:00:00,1.0001929086,4797246.3008,4797114.96,110973628906.26
2024-05-10 06:00:00,1.0001582917,7545724.1761,7545324.25,110968253849.0
2024-05-10 07:00:00,1.0002284237,10740123.1851,10743401.78,110963866962.67
2024-05-10 08:00:00,1.000202767,6447490.8967,6447591.26,110868006121.51
2024-05-10 09:00:00,1.0001981885,7538518.1036,7538438.33,110893700048.08
2024-05-10 10:00:00,1.0001648337,21498342.8577,21496351.36,110908076596.54
2024-05-10 11:00:00,1.0002060003,6090060.0536,6090164.16,110923333105.31
2024-05-10 12:00:00,1.0002659565,13373855.7856,13378585.79,110961900606.7
2024-05-10 13:00:00,1.0001723643,8552490.6896,8552881.97,110883262418.28
2024-05-10 14:00:00,1.0001468783,19951643.1374,19952190.02,110793306765.47
2024-05-10 15:00:00,1.0000256005,32592493.6834,32604553.56,110635887520.19
2024-05-10 16:00:00,1.0000063099,19117119.0699,19118242.78,110704875352.07
2024-05-10 17:00:00,1.0000141441,21851861.6074,21855712.28,110828672496.55
2024-05-10 18:00:00,0.999886177,15180940.8698,15182986.43,110712652205.68
2024-05-10 19:00:00,0.9998975459,22029705.1761,22030375.78,110754037953.93
2024-05-10 20:00:00,0.9999321827,15337769.4436,15333229.4,110743927882.47
2024-05-10 21:00:00,0.9999936783,14284365.5721,14289333.88,110722254241.8
2024-05-10 22:00:00,1.0000479233,8921450.7428,8925692.15,110815216743.52
2024-05-10 23:00:00,1.0000099931,14525346.753,14534655.7,110821183456.69
2024-05-11 00:00:00,1.000008729,14640833.4934,14644920.69,110774390759.58
2024-05-11 01:00:00,0.9999863418,6637165.647,6637996.3,110758996394.32
2024-05-11 02:00:00,0.999914268,4506807.2881,4506000.87,110821809981.86
2024-05-11 03:00:00,0.9999820226,2492900.2155,2492259.34,110839942528.38
2024-05-11 04:00:00,1.0000290809,2146296.1647,2145808.93,110775602115.56
2024-05-11 05:00:00,1.000037469,1933871.2635,1933454.66,110747633506.68
2024-05-11 06:00:00,1.0001135177,2813052.0271,2812428.92,110868129881.24
2024-05-11 07:00:00,1.0001147336,2396719.6974,2396179.26,110740138096.3
2024-05-11 08:00:00,1.000168347,1868508.7426,1868231.77,110777185399.31
2024-05-11 09:00:00,1.0000544709,4452583.3781,4451611.8,110830781700.38
2024-05-11 10:00:00,1.0001282514,1127230.3002,1127091.19,110858163792.62
2024-05-11 11:00:00,1.0001026534,2281040.0762,2280120.44,110809636727.9
2024-05-11 12:00:00,1.0002094177,3388341.0529,3387048.61,110804514199.34
2024-05-11 13:00:00,1.0001985436,1486535.5372,1486228.24,110709825697.55
2024-05-11 14:00:00,1.0003407451,4104212.3818,4102802.45,110781112000.44
2024-05-11 15:00:00,1.0002723535,7267326.0817,7264566.04,110811920367.15
2024-05-11 16:00:00,1.000285227,5704602.2566,5701964.44,110903260697.47
2024-05-11 17:00:00,1.0003131941,4084261.9188,4082992.41,110767308777.73
2024-05-11 18:00:00,1.0001972094,4739693.1752,4738527.42,110780173576.07
2024-05-11 19:00:00,1.0003265573,1482877.1212,1482445.51,110698116200.69
2024-05-11 20:00:00,1.0004465151,2918959.3451,2918139.41,110800389880.09
2024-05-11 21:00:00,1.000378678,5250708.9301,5249665.5,110770105469.42
2024-05-11 22:00:00,1.0004074215,1035482.4671,1035319.41,110800764126.03
2024-05-11 23:00:00,1.0002400566,1079344.4565,1079778.46,110793933056.59
2024-05-12 00:00:00,0.9999857318,1765406.674,1764873.43,110785721838.09
2024-05-12 01:00:00,0.999904946,1283617.8704,1283149.59,110793398758.44
2024-05-12 02:00:00,0.9999216677,1497507.2774,1497282.64,110787901653.11
2024-05-12 03:00:00,0.9999383945,2185437.8279,2184879.34,110823693603.0
2024-05-12 04:00:00,0.9999327009,1866939.5938,1866201.37,110829564438.03
2024-05-12 05:00:00,0.9999494339,670483.3656,670274.96,110820554434.93
2024-05-12 06:00:00,0.9999840525,1255223.5917,1254864.13,110784398854.84
2024-05-12 07:00:00,0.9999912807,3283402.5431,3282821.24,110785605674.17
2024-05-12 08:00:00,0.9999368575,5998408.0559,5996862.22,110829936136.37
2024-05-12 09:00:00,0.9999622178,2573973.4242,2574127.69,110792252081.98
2024-05-12 10:00:00,0.9999310737,3395718.9831,3395144.69,110792954416.27
2024-05-12 11:00:00,0.9999112738,1862994.9882,1862852.27,110797831233.48
2024-05-12 12:00:00,0.9999139063,5121792.4539,5122068.64,110784645246.25
2024-05-12 13:00:00,0.999981475,5217241.2693,5217963.98,110801518362.08
2024-05-12 14:00:00,0.9999734341,3964124.0622,3964298.53,110818369915.5
2024-05-12 15:00:00,1.0000086239,5355828.6575,5354898.35,110789608501.21
2024-05-12 16:00:00,1.0001044557,3570503.9001,3570862.35,110821158644.56
2024-05-12 17:00:00,1.0001383351,4304951.4288,4305036.27,110799383809.14
2024-05-12 18:00:00,1.0001651567,4104805.3449,4106488.5,110880566526.57
2024-05-12 19:00:00,1.0001848811,4753589.2971,4754735.0,110786830910.79
2024-05-12 20:00:00,1.0001850134,1968694.541,1969071.66,110770858926.78
2024-05-12 21:00:00,1.000190807,3624361.4882,3624395.12,110777429607.36
2024-05-12 22:00:00,1.0001600757,3369548.5803,3369925.96,110796729302.28
2024-05-12 23:00:00,1.0001168158,3342244.3489,3342580.71,110806509987.79
2024-05-13 00:00:00,1.0001643264,3604499.2707,3605603.67,110786173480.95
2024-05-13 01:00:00,1.0000232142,6119102.7011,6119748.86,110786966497.49
2024-05-13 02:00:00,1.0002511582,9982361.9879,9982371.05,110718475506.99
2024-05-13 03:00:00,1.0002442441,7836264.0771,7835459.42,110797685888.23
2024-05-13 04:00:00,1.0002397559,5455031.3415,5455465.84,110821775467.05
2024-05-13 05:00:00,1.0003111586,3612674.6809,3613191.45,110844955850.33
2024-05-13 06:00:00,1.0002212249,13897364.2027,13898035.67,110817019448.84
2024-05-13 07:00:00,1.0001323557,13455213.3648,13454337.86,110816162490.38
2024-05-13 08:00:00,1.0000775259,10067577.4624,10066453.13,110812113500.5
2024-05-13 09:00:00,1.0000123619,8713623.9166,8711107.82,110789105004.36
2024-05-13 10:00:00,1.000069598,7395440.5643,7393458.36,110821444550.62
2024-05-13 11:00:00,1.0000304819,6249565.1531,6248147.62,110816388746.0
2024-05-13 12:00:00,1.0000132616,13447182.3591,13442809.0,110780070920.89
2024-05-13 13:00:00,1.0000448203,17105838.6104,17101213.63,110782950598.19
2024-05-13 14:00:00,1.0000368141,24440164.1655,24435945.25,110865624706.95
2024-05-13 15:00:00,1.0000342268,19166109.3953,19161740.15,110754408748.93
2024-05-13 16:00:00,1.0000616698,18915890.5867,18913303.29,110830821502.0
2024-05-13 17:00:00,1.0000234705,15137596.7334,15136235.4,110868133137.65
2024-05-13 18:00:00,1.0000039757,13392768.3361,13392510.86,110776192768.76
2024-05-13 19:00:00,1.0000155242,25080081.9008,25076457.54,110828248046.89
2024-05-13 20:00:00,1.0001322616,18248417.4167,18247814.21,110785944514.23
2024-05-13 21:00:00,1.0000534265,12206074.0762,12206323.01,110809749762.53
2024-05-13 22:00:00,1.0000364375,7034556.5493,7036781.84,110796005247.52
2024-05-13 23:00:00,0.999972325,4650056.5395,4649349.29,110862411354.65
2024-05-14 00:00:00,0.9999703032,8808001.008,8806407.31,110878655264.59
2024-05-14 01:00:00,0.9999874992,4729472.1431,4728677.35,110759505180.75
2024-05-14 02:00:00,0.9998168604,11203070.6433,11200528.73,110722787257.2
2024-05-14 03:00:00,0.999649456,13345611.8663,13339834.97,110797639735.13
2024-05-14 04:00:00,0.9996490129,5610879.7923,5610060.25,110810024505.7
2024-05-14 05:00:00,0.9996278904,4036830.2096,4035458.39,110825311646.82
2024-05-14 06:00:00,0.9996841274,10167863.2737,10168559.75,110827909455.83
2024-05-14 07:00:00,0.9996785977,10065194.5808,10063032.65,110859493416.36
2024-05-14 08:00:00,0.9996911382,6131741.3338,6130473.57,110866214671.55
2024-05-14 09:00:00,0.9997265,8661688.5921,8662456.65,110781254389.69
2024-05-14 10:00:00,0.9997291756,13249037.6764,13249910.13,110780536986.61
2024-05-14 11:00:00,0.99962684,6824430.9744,6823023.55,110781156677.67
2024-05-14 12:00:00,0.9996059592,21641079.183,21628609.94,110816778595.58
2024-05-14 13:00:00,0.9995895909,19050279.2488,19040034.86,110708373912.12
2024-05-14 14:00:00,0.9996145235,24118392.9965,24107513.61,110787720535.58
2024-05-14 15:00:00,0.9996663564,16203122.4913,16197937.8,110692500359.17
2024-05-14 16:00:00,0.9996234455,11953613.7457,11947073.55,110760536695.32
2024-05-14 17:00:00,0.9996099509,16601860.2272,16593942.15,110796970943.42
2024-05-14 18:00:00,0.9995273103,12504244.9905,12502191.95,110790753248.51
2024-05-14 19:00:00,0.9997233949,13468635.0509,13461274.62,110801119827.62
2024-05-14 20:00:00,0.9998021769,19876006.9548,19872352.65,110780272685.06
2024-05-14 21:00:00,0.9998455886,11466495.5285,11463349.36,110782222875.91
2024-05-14 22:00:00,0.9998261594,6554572.4776,6552540.58,110864320211.23
2024-05-14 23:00:00,0.9997840977,6487375.6721,6485487.74,110850842789.41
2024-05-15 00:00:00,0.9997283463,9555106.6499,9551391.01,110824101343.6
2024-05-15 01:00:00,0.9997242056,4382534.8349,4380744.36,110709485293.79
2024-05-15 02:00:00,0.9997218489,7463457.8919,7461135.9,110797664902.31
2024-05-15 03:00:00,0.9997652517,3380296.8662,3379125.67,110775397840.86
2024-05-15 04:00:00,0.9998279769,4692339.4533,4690317.81,110761467451.58
2024-05-15 05:00:00,0.9998526634,2602411.4635,2601473.83,110794185917.81
2024-05-15 06:00:00,0.9999067348,12186285.8703,12182074.77,110806177659.14
2024-05-15 07:00:00,0.999951516,22155613.5424,22156894.83,110810041867.71
2024-05-15 08:00:00,0.9999768471,14161146.8954,14160672.71,110810847884.55
2024-05-15 09:00:00,1.0001147747,14074944.4911,14074445.49,110798053714.01
2024-05-15 10:00:00,1.0000703572,13667883.5378,13667811.37,111041881482.02
2024-05-15 11:00:00,1.0000248095,15852313.6042,15852895.94,110839018798.66
2024-05-15 12:00:00,1.0000808907,26848002.3991,26846641.73,110976851740.69
2024-05-15 13:00:00,1.0001453831,32771231.5776,32769813.26,110715374127.81
