timestamp,portfolio_total_value,btc_holding,eth_holding,sol_holding,doge_holding,usdt_holding,btc_price,eth_price,sol_price,doge_price,usdt_price
2025-01-30 00:00:00,1000019.8606944394,1.9224789074478668,64.00897878963406,864.6367652630773,611746.6778141088,200007.9443566652,104034.4169,3124.6237,231.3156,0.3269392044,0.9999801397
2025-01-30 01:00:00,1005459.2217775347,1.9224789074478668,64.00897878963406,864.6367652630773,611746.6778141088,200007.9443566652,104268.1371,3138.0939,234.4911,0.3292028826,0.9999670078
2025-01-30 02:00:00,1011209.8214272144,1.9224789074478668,64.00897878963406,864.6367652630773,611746.6778141088,200007.9443566652,104664.5127,3154.5628,237.5322,0.3313436859,0.9999437201
2025-01-30 03:00:00,1018600.3025708583,1.9224789074478668,64.00897878963406,864.6367652630773,611746.6778141088,200007.9443566652,105212.6213,3200.8164,240.2198,0.3330590298,0.9999584921
2025-01-30 04:00:00,1020463.5992348806,1.9224789074478668,64.00897878963406,864.6367652630773,611746.6778141088,200007.9443566652,105488.4609,3197.574,240.911,0.3345929914,0.9999810448
2025-01-30 05:00:00,1018010.5558343513,1.9224789074478668,64.00897878963406,864.6367652630773,611746.6778141088,200007.9443566652,105378.407,3194.9478,240.2052,0.3321958692,0.9999976714
2025-01-30 06:00:00,1015337.971890575,1.9224789074478668,64.00897878963406,864.6367652630773,611746.6778141088,200007.9443566652,105195.6578,3186.1841,238.8049,0.3312842502,1.0000383387
2025-01-30 07:00:00,1015380.6112503936,1.9224789074478668,64.00897878963406,864.6367652630773,611746.6778141088,200007.9443566652,105135.9244,3190.7813,238.8441,0.3310357633,0.9999449962
2025-01-30 08:00:00,1016625.6046980815,1.9224789074478668,64.00897878963406,864.6367652630773,611746.6778141088,200007.9443566652,105068.4383,3205.24,239.6697,0.330585531,0.9999991512
2025-01-30 09:00:00,1020467.9050585708,1.9224789074478668,64.00897878963406,864.6367652630773,611746.6778141088,200007.9443566652,105412.9944,3221.2863,240.4482,0.3330468125,0.9998691101
