timestamp,portfolio_total_value,btc_holding,eth_holding,sol_holding,doge_holding,usdt_holding,btc_price,eth_price,sol_price,doge_price,usdt_price
2024-08-28 00:00:00,999727.3307687877,0.0,0.0,0.0,0.0,1000000.0,59125.726,2442.378,146.1594,0.0986260592,1.0002727436
2024-08-28 01:00:00,1000175.9193,0.0,0.0,0.0,5042229.030989487,500000.0,59409.9149,2444.8139,147.1026,0.0991799374,1.0001759193
2024-08-28 02:00:00,999249.3527284119,0.0,202.95566042605014,0.0,5047858.772334854,0.0,59380.1541,2461.743,146.9407,0.0989775465,1.0003637887
2024-08-28 03:00:00,1007239.740671788,8.440141452729614,0.0,0.0,5045789.037797309,0.0,59669.6007,2480.4102,148.3523,0.0998099339,1.0003504069
2024-08-28 04:00:00,1002070.7315372219,0.0,0.0,3394.97407038559,5046183.289885163,0.0,59368.0229,2473.0825,147.5815,0.0992899657,1.0003899579
2024-08-28 05:00:00,1002616.4224212774,0.0,203.28645975419354,0.0,5042049.330894692,0.0,59329.1493,2466.0187,147.5408,0.0994254872,1.0004034836
2024-08-28 06:00:00,1001717.9801282901,0.0,203.26807892290714,3399.7153892592037,0.0,0.0,59228.5912,2464.0317,147.3238,0.0993274096,1.0003356701
2024-08-28 07:00:00,985837.1327229302,0.0,0.0,3419.0424708394553,0.0,492708.6569532803,58648.5609,2438.6757,144.1686,0.0981959092,1.0004260315
2024-08-28 08:00:00,989515.7395836402,8.34684878171038,0.0,0.0,0.0,494569.0729938955,59274.8093,2464.9932,145.2509,0.0991985726,1.00038174
2024-08-28 09:00:00,997230.0391965851,0.0,0.0,3366.804681232031,0.0,498537.32519840816,60212.4111,2541.5535,148.0974,0.1018339516,1.0001558447
2024-08-28 10:00:00,993263.3096543617,0.0,0.0,3380.8085977562614,0.0,496480.8124876403,59789.2772,2522.5947,146.8973,0.1009673197,1.0003038231
2024-08-28 11:00:00,994627.1990601397,0.0,0.0,0.0,4928673.500136673,497188.201704965,59968.0312,2524.3966,147.3083,0.1009021189,1.000252214
2024-08-28 12:00:00,995432.2532408319,8.296866103497289,0.0,0.0,4924846.620047126,0.0,59988.4487,2527.8598,147.803,0.1010622594,1.0002839403
2024-08-28 13:00:00,987077.4188051472,8.308921586425358,0.0,3393.9826992842154,0.0,0.0,59398.6481,2486.8165,145.4158,0.1003594278,1.0003441743
2024-08-28 14:00:00,984433.620510038,0.0,196.48471637230986,0.0,0.0,492060.03067851625,59235.1495,2505.115,145.0371,0.1005533949,1.0003186188
2024-08-28 15:00:00,982936.1832029757,8.324699262511777,0.0,0.0,4923972.165901549,0.0,59037.3389,2497.5296,144.2864,0.0998113058,1.0003043479
2024-08-28 16:00:00,985656.6876070534,0.0,195.82746343814972,3441.923286145985,0.0,0.0,59234.1071,2516.6457,143.184,0.1000311422,1.0003317598
2024-08-28 17:00:00,980201.9223669983,0.0,195.78167856334605,0.0,4960642.708227414,0.0,58687.4881,2503.3035,142.3583,0.0987978756,1.0003695509
2024-08-28 18:00:00,998397.7675715204,0.0,196.98812058184402,0.0,0.0,498994.6647302781,59520.4213,2534.1573,144.7005,0.1012482106,1.000409261
2024-08-28 19:00:00,992917.6710455066,8.422790225731159,198.0621158828282,0.0,0.0,0.0,58942.3246,2506.5815,144.4336,0.0993288861,1.0003130846
2024-08-28 20:00:00,1003096.8669165319,8.447183694909395,197.49180624324362,0.0,0.0,0.0,59374.6332,2539.5911,144.2968,0.0999734046,1.0003314465
2024-08-28 21:00:00,999814.8336229054,8.45051975886636,0.0,3490.4982688213036,0.0,0.0,59157.0023,2532.2811,143.2195,0.0994800057,1.0003452492
2024-08-28 22:00:00,1002003.362301521,8.459088995216344,197.7624735994933,0.0,0.0,0.0,59226.4346,2533.3506,143.6784,0.0996599436,1.0003446148
2024-08-28 23:00:00,999805.3166139817,8.464386993220227,0.0,3469.621080435167,0.0,0.0,59059.523,2529.3755,144.0799,0.0998272356,1.0003231503
2024-08-29 00:00:00,1002471.3058451912,8.461060866826115,0.0,0.0,4986742.435882079,0.0,59240.2845,2535.2754,144.4073,0.1005136438,1.0003511431
2024-08-29 01:00:00,1000186.5579070662,8.47152722180913,0.0,3482.5437253031555,0.0,0.0,59032.246,2523.3233,143.6,0.1004084606,1.0003616649
2024-08-29 02:00:00,1003034.3646569396,8.47496003003534,0.0,0.0,0.0,501338.56462252437,59176.3478,2530.1528,144.0672,0.1004756588,1.0003562816
2024-08-29 03:00:00,1003082.6544456973,8.474736998584055,0.0,0.0,4984619.276309445,0.0,59180.7542,2524.4653,143.4642,0.1006177803,1.0003781146
2024-08-29 04:00:00,1002589.7947047671,8.463080144475983,0.0,0.0,0.0,501107.222875715,59233.1502,2526.448,143.6681,0.1004298217,1.0003745196
2024-08-29 05:00:00,1004660.147659837,0.0,0.0,0.0,4970201.4371689465,502128.8068959982,59476.226,2541.8957,144.4125,0.1010683531,1.0004008273
2024-08-29 06:00:00,1004929.507884224,8.429350096313078,196.92026993024336,0.0,0.0,0.0,59608.9554,2551.6152,144.8922,0.1011232586,1.0003937949
2024-08-29 07:00:00,1004508.4326229633,0.0,197.03617566035857,0.0,0.0,502053.30055503384,59619.0287,2549.0457,144.8403,0.1006850696,1.0004001881
2024-08-29 08:00:00,1003837.691599138,0.0,0.0,3458.0393177850433,4989526.248349508,0.0,59582.3064,2545.7439,145.1455,0.1005944895,1.0003600191
2024-08-29 09:00:00,1005284.2355361223,8.430376815593704,0.0,0.0,4993622.823283391,0.0,59622.7344,2545.3153,145.4739,0.1006568048,1.0003851078
2024-08-29 10:00:00,1007312.5375993613,8.434142896530163,0.0,0.0,4991394.02610522,0.0,59716.3547,2543.7654,145.356,0.1009049308,1.000403132
2024-08-29 11:00:00,1012762.6827746525,0.0,198.02187525778254,0.0,4998223.146025125,0.0,60121.4873,2557.199,145.8734,0.1013122717,1.0004285578
2024-08-29 12:00:00,1016281.0871595386,8.419383208412771,0.0,3488.773400790176,0.0,0.0,60353.6543,2574.3177,145.6502,0.1013379863,1.000475076
2024-08-29 13:00:00,1018872.3732923336,8.397709108217258,198.05852157062031,0.0,0.0,0.0,60663.7096,2572.1498,145.6447,0.1016243517,1.000450904
2024-08-29 14:00:00,1020170.6410461012,0.0,0.0,3506.1386378733714,0.0,509837.09761386295,60849.2531,2570.8377,145.4835,0.1018157525,1.0004868671
2024-08-29 15:00:00,1023016.8433171368,0.0,198.40514433710163,3496.606479030402,0.0,0.0,60823.5629,2578.1006,146.2871,0.1020951426,1.0005430993
2024-08-29 16:00:00,1015112.6538478027,0.0,197.34980534288584,0.0,0.0,507313.4377298269,60334.1931,2571.8613,144.3806,0.1013386796,1.0004787754
2024-08-29 17:00:00,1016140.5099316698,8.389120576839302,0.0,0.0,5012122.885154517,0.0,60562.9935,2577.2684,144.5791,0.1013682758,1.0004014385
2024-08-29 18:00:00,992486.8578294951,8.38274854760894,0.0,3547.657042038756,0.0,0.0,59198.1766,2521.943,139.8792,0.0989333717,1.0003658648
2024-08-29 19:00:00,995312.82443103,0.0,0.0,0.0,5019254.923093559,497461.7114224739,59292.5407,2529.747,140.4528,0.0991494594,1.0003913885
2024-08-29 20:00:00,996894.2811987565,8.370136561083248,0.0,0.0,5011041.561910415,0.0,59550.6581,2541.125,140.4302,0.0994697678,1.0003386151
2024-08-29 21:00:00,996663.7008683159,8.37120259004006,196.89219059011015,0.0,0.0,0.0,59529.3024,2530.9884,139.5181,0.0994594246,1.0003023138
2024-08-29 22:00:00,993103.5083107508,0.0,0.0,3547.084544362334,0.0,496417.91536798916,59241.9578,2525.1234,139.9887,0.0997081746,1.0002696091
2024-08-29 23:00:00,993920.201827897,0.0,0.0,0.0,4941063.418085182,496764.25165740895,59400.9383,2529.3111,140.2015,0.1005775597,1.0003942499
2024-08-30 00:00:00,993865.7833582642,0.0,196.87787635688557,0.0,4940501.338506205,0.0,59233.4105,2524.0667,140.5434,0.100583495,1.0002256686
2024-08-30 01:00:00,993608.6013823568,0.0,0.0,3545.2620045198732,4945434.89195798,0.0,59247.0367,2525.9309,140.1319,0.1004571512,1.0002131747
2024-08-30 02:00:00,990912.8009587452,0.0,196.91280342317927,0.0,0.0,495378.6416865929,59226.5493,2516.1208,139.4053,0.1004329242,1.0001569684
2024-08-30 03:00:00,991263.4116693472,0.0,196.84645847765512,3567.5462296246733,0.0,0.0,59063.6385,2517.8594,138.9279,0.1003546047,1.0001736387
2024-08-30 04:00:00,993116.520756274,0.0,197.07240736843556,0.0,4948885.987899875,0.0,59040.8972,2519.6742,139.3472,0.1003373813,1.0001499011
2024-08-30 05:00:00,989408.8069889691,8.411623580527301,0.0,0.0,0.0,494597.44892292406,58811.9997,2511.8588,138.2431,0.0998994011,1.0002162457
