UNIT,TIMESTAMP,TYPE,MARKET,INSTRUMENT,OPEN,HIGH,LOW,CLOSE,FIRST_MESSAGE_TIMESTAMP,LAST_MESSAGE_TIMESTAMP,FIRST_MESSAGE_VALUE,HIGH_MESSAGE_VALUE,HIGH_MESSAGE_TIMESTAMP,LOW_MESSAGE_VALUE,LOW_MESSAGE_TIMESTAMP,LAST_MESSAGE_VALUE,TOTAL_INDEX_UPDATES,VOLUME,QUOTE_VOLUME,VOLUME_TOP_TIER,QUOTE_VOLUME_TOP_TIER,VOLUME_DIRECT,QUOTE_VOLUME_DIRECT,VOLUME_TOP_TIER_DIRECT,QUOTE_VOLUME_TOP_TIER_DIRECT
HOUR,1736265600,267,cadli,DOGE-USD,0.36476958145435,0.369686459862616,0.36224152174475,0.367135492962092,1736265600,1736269199,0.364762123414445,0.369686459862616,1736268050,0.36224152174475,1736265662,0.367135492962092,29820,740316089.032317,271175388.220922,516217968.546811,189093511.52659,42026953.7000494,15372568.532064,41442467.4542253,15157202.2283319
HOUR,1736269200,267,cadli,DOGE-USD,0.367135492962092,0.367831603421943,0.359459884892789,0.363695270926147,1736269200,1736272799,0.367135178255226,0.367831603421943,1736269406,0.359459884892789,1736272097,0.363695270926147,33598,664715929.950057,241352900.251588,473443636.871863,171886022.472369,42121004.4512255,15292716.3539715,41148172.0089233,14938538.4302135
HOUR,1736272800,267,cadli,DOGE-USD,0.363695270926147,0.365462376794745,0.352863536178824,0.356231130002292,1736272800,1736276399,0.363695266854305,0.365462376794745,1736273459,0.352863536178824,1736275790,0.356231130002292,36326,740751642.382514,265130838.943728,514853733.971492,184198880.758074,65010465.5473055,23191613.6184896,64297070.071669,22935957.9905213
HOUR,1736276400,267,cadli,DOGE-USD,0.356231130002292,0.357880654175801,0.351498826288135,0.354480957713507,1736276400,1736279999,0.356233122393641,0.357880654175801,1736277360,0.351498826288135,1736279518,0.354480957713507,36830,545562548.054507,193268964.74727,371258722.63169,131534175.650628,45135272.1612287,15959699.6341672,44480661.2894178,15727205.1604596
HOUR,1736280000,267,cadli,DOGE-USD,0.354480957713507,0.356111042260635,0.348512667429083,0.352782840344947,1736280000,1736283599,0.35449230237715,0.356111042260635,1736280533,0.348512667429083,1736282770,0.352782840344947,35511,752490986.693899,264974900.275974,529369596.909649,186367475.682604,59220812.0315245,20832285.4803517,58364887.4736532,20529291.2789454
HOUR,1736283600,267,cadli,DOGE-USD,0.352782840344947,0.355728710900803,0.348637189977678,0.349598133077006,1736283600,1736287199,0.352780146550012,0.355728710900803,1736284757,0.348637189977678,1736286181,0.349598133077006,38425,492366415.137997,173196264.166518,342548078.498697,120478402.39318,30487944.3004036,10709041.7328895,30258465.4577323,10628012.8418398
HOUR,1736287200,267,cadli,DOGE-USD,0.349598133077006,0.353334499303147,0.348726378290074,0.353142095542712,1736287203,1736290799,0.349491654727855,0.353334499303147,1736290753,0.348726378290074,1736287380,0.353142095542712,33517,314996051.029438,110856113.213676,208104216.335166,73234859.1991982,17094590.9707683,5996382.63595409,16852527.3621263,5911200.96988781
HOUR,1736290800,267,cadli,DOGE-USD,0.353142095542712,0.353156047242749,0.348816575841182,0.348873563572068,1736290800,1736294399,0.353142083979646,0.353156047242749,1736290804,0.348816575841182,1736294389,0.348873563572068,35431,323994339.919153,113657866.700215,213473246.771796,74866001.9683324,17168846.861445,6003785.75729909,17006081.7729699,5946539.71058288
HOUR,1736294400,267,cadli,DOGE-USD,0.348873563572068,0.354354787314029,0.348812870089131,0.354189140908832,1736294400,1736297999,0.348873192044482,0.354354787314029,1736297413,0.348812870089131,1736294409,0.354189140908832,33876,362753003.262313,127989012.836287,245259580.59434,86521812.0040973,20117670.6037163,7066941.61336564,19895823.9093155,6988642.3128715
HOUR,1736298000,267,cadli,DOGE-USD,0.354189140908832,0.354242360317696,0.346731862308612,0.350360698396594,1736298000,1736301599,0.354193469474177,0.354242360317696,1736298002,0.346731862308612,1736301132,0.350360698396594,34172,331605342.678791,116186788.936995,224741063.282674,78689338.9000558,17153929.1518742,5987560.76590334,17022927.5046885,5941630.27556019
