timestamp,transaction_count,total_value_transferred_eth,unique_active_wallets,avg_gas_price_gwei,total_gas_used
2024-01-02 06:00:00,44040,30958.9746,21426,16.2434,4443596052
2024-01-02 07:00:00,44516,39550.4251,21299,17.1583,4510489673
2024-01-02 08:00:00,46544,62522.8243,21682,23.9357,4507473149
2024-01-02 09:00:00,45809,47357.3131,21635,21.2631,4436907254
2024-01-02 10:00:00,49780,51519.8181,24112,19.9503,4497434060
2024-01-02 11:00:00,50223,49272.0872,24501,19.0511,4423867791
2024-01-02 12:00:00,47117,29806.1213,22853,20.0791,4521840269
2024-01-02 13:00:00,49584,69717.4268,22976,26.7486,4443355999
2024-01-02 14:00:00,49241,53229.9556,23726,26.9798,4513940425
2024-01-02 15:00:00,48250,169613.1573,21473,34.6786,4457588060
2024-01-02 16:00:00,50507,114223.2527,22056,27.2277,4490645172
2024-01-02 17:00:00,54072,93304.3251,21699,29.9895,4522747645
2024-01-02 18:00:00,48090,73008.3512,21889,24.5227,4430853407
2024-01-02 19:00:00,46753,61806.0552,20796,28.1175,4473475125
2024-01-02 20:00:00,47174,131896.7599,21584,23.414,4496505605
2024-01-02 21:00:00,46054,57857.6825,20997,26.2669,4494721276
2024-01-02 22:00:00,44886,50656.4013,20776,22.7596,4441576691
2024-01-02 23:00:00,46167,41753.4101,21679,18.6267,4495036295
2024-01-03 00:00:00,42438,26363.6764,18956,20.5016,4529209536
2024-01-03 01:00:00,44274,58388.8226,20843,18.2711,4466392832
2024-01-03 02:00:00,43508,47988.9049,20393,19.8313,4514501060
2024-01-03 03:00:00,41616,44304.1835,19340,18.0733,4502901488
2024-01-03 04:00:00,37901,31158.2649,17836,17.3459,4443141137
2024-01-03 05:00:00,41851,62220.8277,19883,14.3196,4536984508
2024-01-03 06:00:00,42775,32816.0742,19663,14.9128,4524311147
2024-01-03 07:00:00,45264,31035.6441,21060,16.0705,4505056050
2024-01-03 08:00:00,44095,44701.0751,19816,17.125,4484668062
2024-01-03 09:00:00,44750,39851.8924,21296,20.8815,4538788310
2024-01-03 10:00:00,45142,58546.8812,21244,25.1935,4462880162
2024-01-03 11:00:00,44446,56309.4077,19480,30.1113,4467482006
2024-01-03 12:00:00,48591,156998.2359,18153,165.2515,4654518614
2024-01-03 13:00:00,53088,141998.8467,22453,79.1133,4417499197
2024-01-03 14:00:00,50692,105294.7741,22380,54.8604,4437962342
2024-01-03 15:00:00,52044,166039.9609,22322,53.3468,4533903447
2024-01-03 16:00:00,49785,111711.5734,21263,55.1878,4475498868
2024-01-03 17:00:00,47830,101696.1981,21613,41.7711,4429365418
2024-01-03 18:00:00,46766,109338.2099,20511,35.9442,4430762898
2024-01-03 19:00:00,47244,47833.2853,21631,43.4268,4431102502
2024-01-03 20:00:00,48251,59314.1698,21894,31.95,4462843844
2024-01-03 21:00:00,47110,37174.3014,21362,27.5163,4588487577
