UNIT,TIMESTAMP,TYPE,MARKET,INSTRUMENT,OPEN,HIGH,LOW,CLOSE,FIRST_MESSAGE_TIMESTAMP,LAST_MESSAGE_TIMESTAMP,FIRST_MESSAGE_VALUE,HIGH_MESSAGE_VALUE,HIGH_MESSAGE_TIMESTAMP,LOW_MESSAGE_VALUE,LOW_MESSAGE_TIMESTAMP,LAST_MESSAGE_VALUE,TOTAL_INDEX_UPDATES,VOLUME,QUOTE_VOLUME,VOLUME_TOP_TIER,QUOTE_VOLUME_TOP_TIER,VOLUME_DIRECT,QUOTE_VOLUME_DIRECT,VOLUME_TOP_TIER_DIRECT,QUOTE_VOLUME_TOP_TIER_DIRECT
HOUR,1707465600,267,cadli,USDT-USD,0.999868388105767,0.999979111687818,0.999843743943721,0.999937502060315,1707465600,1707469199,0.999868387318302,0.999979111687818,1707467582,0.999843743943721,1707466566,0.999937502060315,3848,27939816.5240453,27931785.1072508,27831300.7387879,27822654.6985775,27939816.5240453,27931785.1072508,27831300.7387879,27822654.6985775
HOUR,1707469200,267,cadli,USDT-USD,0.999937502060315,0.999970876588149,0.999880313293937,0.999969906901946,1707469200,1707472798,0.999937501862365,0.999970876588149,1707472791,0.999880313293937,1707469618,0.999969906901946,4175,49236235.0500304,49225139.1257183,49067496.7159142,49055815.5839096,49236235.0500304,49225139.1257183,49067496.7159142,49055815.5839096
HOUR,1707472800,267,cadli,USDT-USD,0.999969906901946,0.999973639763593,0.99987586061897,0.999954978543094,1707472802,1707476399,0.999969838673468,0.999973639763593,1707473405,0.99987586061897,1707474356,0.999954978543094,3751,53010164.7484304,53002006.2808424,52861237.2188874,52852174.5461733,53010164.7484304,53002006.2808424,52861237.2188874,52852174.5461733
HOUR,1707476400,267,cadli,USDT-USD,0.999954978543094,1.00012782270624,0.999921367720525,1.00012238739184,1707476400,1707479998,0.999954977035225,1.00012782270624,1707479352,0.999921367720525,1707476852,1.00012238739184,3730,54916427.6401246,54918820.4512475,54805573.5840096,54807365.332272,54916427.6401246,54918820.4512475,54805573.5840096,54807365.332272
HOUR,1707480000,267,cadli,USDT-USD,1.00012238739184,1.00018169669031,0.999922213833642,0.999985844810423,1707480000,1707483597,1.00012239029298,1.00018169669031,1707481768,0.999922213833642,1707482251,0.999985844810423,3846,49460599.6893628,49471007.6764228,49334994.1092763,49344802.5950838,49460599.6893628,49471007.6764228,49334994.1092763,49344802.5950838
HOUR,1707483600,267,cadli,USDT-USD,0.999985844810423,1.00004302108506,0.999919386325475,0.999966123003123,1707483600,1707487199,0.999985800504066,1.00004302108506,1707485973,0.999919386325475,1707485260,0.999966123003123,4218,30924920.4661646,30924045.9971089,30799584.1189957,30798070.561523,30924920.4661646,30924045.9971089,30799584.1189957,30798070.561523
HOUR,1707487200,267,cadli,USDT-USD,0.999966123003123,1.00014723879213,0.999948881661326,1.00006154487943,1707487200,1707490799,0.99996612308066,1.00014723879213,1707488537,0.999948881661326,1707487926,1.00006154487943,3193,45979956.7274082,45981120.4555599,45738030.84542,45738524.8567849,45979956.7274082,45981120.4555599,45738030.84542,45738524.8567849
HOUR,1707490800,267,cadli,USDT-USD,1.00006154487943,1.00020137073346,1.00004357126267,1.0001636001364,1707490808,1707494399,1.00006623868576,1.00020137073346,1707494188,1.00004357126267,1707491255,1.0001636001364,3444,23436576.1818462,23437850.6894752,23186663.0509128,23187248.7504383,23436576.1818462,23437850.6894752,23186663.0509128,23187248.7504383
HOUR,1707494400,267,cadli,USDT-USD,1.0001636001364,1.00033833494295,1.00015056289962,1.00030780433153,1707494400,1707497998,1.00016358423817,1.00033833494295,1707497444,1.00015056289962,1707494566,1.00030780433153,3634,34504381.4284307,34512381.6331571,33915352.5320493,33922807.5261936,34504381.4284307,34512381.6331569,33915352.5320493,33922807.5261936
HOUR,1707498000,267,cadli,USDT-USD,1.00030780433153,1.00040160714665,1.0002970603936,1.00038023792821,1707498001,1707501599,1.00031203450875,1.00040160714665,1707501560,1.0002970603936,1707500124,1.00038023792821,3690,25472103.3469707,25478309.7742526,24372766.1369023,24379012.04021,25472103.3469707,25478309.7742522,24372766.1369023,24379012.04021
