timestamp,close_price,volume_base,volume_quote
2024-02-09 08:00:00,106.2321,514489.5851,54411942.46
2024-02-09 09:00:00,105.2833,732192.6743,77278113.22
2024-02-09 10:00:00,105.5104,355242.8529,37400954.16
2024-02-09 11:00:00,105.911,992690.3384,104362504.93
2024-02-09 12:00:00,105.6682,1091300.7113,115877857.67
2024-02-09 13:00:00,105.9651,1001090.3908,105465009.13
2024-02-09 14:00:00,104.9826,1051342.575,110661451.0
2024-02-09 15:00:00,105.6566,815374.0208,85498262.72
2024-02-09 16:00:00,105.0283,751817.914,79081828.91
2024-02-09 17:00:00,105.3344,409189.1518,43038918.98
2024-02-09 18:00:00,105.7692,781581.2985,82863726.91
2024-02-09 19:00:00,105.0722,628891.9469,66270388.13
2024-02-09 20:00:00,105.1873,381449.5677,40133627.93
2024-02-09 21:00:00,109.0298,1260450.5815,135205968.69
2024-02-09 22:00:00,107.9756,851075.2626,92219119.14
2024-02-09 23:00:00,106.9832,631539.0721,67901243.08
2024-02-10 00:00:00,107.6458,500400.7882,53816054.62
2024-02-10 01:00:00,108.9061,494214.8305,53619819.36
2024-02-10 02:00:00,109.3989,575294.421,63006148.21
2024-02-10 03:00:00,110.7394,748630.6419,82435810.63
2024-02-10 04:00:00,110.2805,565107.3182,62309299.0
2024-02-10 05:00:00,110.2209,354364.0218,39053554.25
2024-02-10 06:00:00,109.0747,394959.1308,43235553.67
2024-02-10 07:00:00,108.9902,291531.2764,31786804.78
2024-02-10 08:00:00,108.3585,348961.8947,38015544.37
2024-02-10 09:00:00,109.0115,621988.906,67681156.49
2024-02-10 10:00:00,107.4652,704519.0557,76380843.43
2024-02-10 11:00:00,108.2422,385149.9925,41581468.08
2024-02-10 12:00:00,107.9185,238403.7829,25726435.87
2024-02-10 13:00:00,108.1295,329276.7678,35483246.5
2024-02-10 14:00:00,108.3562,368879.6996,39971477.19
2024-02-10 15:00:00,108.648,266280.0955,28925743.33
2024-02-10 16:00:00,108.5173,209988.2463,22761225.98
2024-02-10 17:00:00,107.9329,203803.5804,22048377.63
2024-02-10 18:00:00,109.2971,342479.03,37285079.75
2024-02-10 19:00:00,109.2507,347345.2452,37966741.19
2024-02-10 20:00:00,109.3365,455946.3804,49988682.64
2024-02-10 21:00:00,109.9022,412789.3721,45264610.9
2024-02-10 22:00:00,109.3717,362105.8666,39572461.44
2024-02-10 23:00:00,109.0629,254273.1729,27782435.8
2024-02-11 00:00:00,108.9267,255604.284,27808117.96
2024-02-11 01:00:00,108.2776,281310.8582,30476151.79
2024-02-11 02:00:00,108.1044,235732.3304,25489891.25
2024-02-11 03:00:00,109.4647,398650.9531,43502150.73
2024-02-11 04:00:00,109.281,416167.7236,45622676.79
2024-02-11 05:00:00,109.0738,208537.342,22767459.26
2024-02-11 06:00:00,109.3407,177231.8118,19353664.3
2024-02-11 07:00:00,109.2659,255731.6311,27971806.32
2024-02-11 08:00:00,109.0878,190452.2992,20798817.29
2024-02-11 09:00:00,110.0094,307960.1722,33785634.07
2024-02-11 10:00:00,109.3706,464488.4604,50889758.25
2024-02-11 11:00:00,109.7764,318581.9306,34903962.18
2024-02-11 12:00:00,109.6807,503217.6288,55436337.11
2024-02-11 13:00:00,109.2291,277986.8482,30428504.32
2024-02-11 14:00:00,109.5683,313608.9576,34247787.22
2024-02-11 15:00:00,108.86,205660.4044,22429241.44
2024-02-11 16:00:00,108.4784,346440.7337,37604837.27
2024-02-11 17:00:00,108.9294,227175.7213,24743103.53
2024-02-11 18:00:00,108.4171,378545.559,40999236.97
2024-02-11 19:00:00,108.2224,204721.8633,22182019.25
2024-02-11 20:00:00,107.4698,416929.804,44983104.86
2024-02-11 21:00:00,107.4263,268740.9267,28896601.35
2024-02-11 22:00:00,107.6062,175525.3494,18880856.42
2024-02-11 23:00:00,107.5457,228303.099,24530910.88
2024-02-12 00:00:00,108.7062,483426.8099,52506048.02
2024-02-12 01:00:00,108.1043,288729.0751,31228847.44
2024-02-12 02:00:00,106.0344,1140029.0867,121050957.73
2024-02-12 03:00:00,106.3566,420924.2414,44712961.82
2024-02-12 04:00:00,105.6596,284498.0466,30111002.1
