timestamp,transaction_count,successful_transaction_count,total_fee_sol,avg_fee_sol
2024-01-01 00:00:00,10859707,9516552,245.5502,2.261e-05
2024-01-01 01:00:00,11789083,10385743,171.5569,1.455e-05
2024-01-01 02:00:00,12125755,10752669,148.6473,1.226e-05
2024-01-01 03:00:00,13129787,11951088,164.175,1.25e-05
2024-01-01 04:00:00,12725697,11561262,198.2328,1.558e-05
2024-01-01 05:00:00,14162880,13051527,163.4996,1.154e-05
2024-01-01 06:00:00,14908558,13815033,151.8229,1.018e-05
2024-01-01 07:00:00,14432019,13373906,177.4094,1.229e-05
2024-01-01 08:00:00,14537431,13520020,187.7226,1.291e-05
2024-01-01 09:00:00,13863292,12854878,154.6204,1.115e-05
2024-01-01 10:00:00,14508093,13565186,148.7915,1.026e-05
2024-01-01 11:00:00,14534776,13517956,134.7923,9.27e-06
2024-01-01 12:00:00,12730679,11401535,144.3002,1.133e-05
2024-01-01 13:00:00,12868526,11754974,180.1558,1.4e-05
2024-01-01 14:00:00,10637186,8948540,188.8923,1.776e-05
2024-01-01 15:00:00,10833651,9222352,193.3241,1.784e-05
2024-01-01 16:00:00,9990945,8486522,312.144,3.124e-05
2024-01-01 17:00:00,10229978,8602501,196.0426,1.916e-05
2024-01-01 18:00:00,10151887,8438253,236.0487,2.325e-05
2024-01-01 19:00:00,10011479,8293984,277.3978,2.771e-05
2024-01-01 20:00:00,9544711,7926017,238.5676,2.499e-05
2024-01-01 21:00:00,9762727,8102157,225.0278,2.305e-05
2024-01-01 22:00:00,9893702,8414191,179.7288,1.817e-05
2024-01-01 23:00:00,9452902,7957555,324.5693,3.434e-05
2024-01-02 00:00:00,9853037,8508875,286.5484,2.908e-05
2024-01-02 01:00:00,9902225,8699061,304.1116,3.071e-05
2024-01-02 02:00:00,10063354,8604394,235.7552,2.343e-05
2024-01-02 03:00:00,10393412,8924864,246.3553,2.37e-05
2024-01-02 04:00:00,9926094,8487312,207.0513,2.086e-05
2024-01-02 05:00:00,10103708,8632870,160.6988,1.59e-05
2024-01-02 06:00:00,10707300,9397108,132.3801,1.236e-05
2024-01-02 07:00:00,10702568,9271569,135.4327,1.265e-05
2024-01-02 08:00:00,10115457,8772603,128.3572,1.269e-05
2024-01-02 09:00:00,10279900,8998618,144.8883,1.409e-05
2024-01-02 10:00:00,9775347,8430509,176.0858,1.801e-05
2024-01-02 11:00:00,10841106,9587904,125.8946,1.161e-05
2024-01-02 12:00:00,10446489,9038037,152.6998,1.462e-05
2024-01-02 13:00:00,10033918,8538044,163.2257,1.627e-05
2024-01-02 14:00:00,9927865,8322906,179.8058,1.811e-05
2024-01-02 15:00:00,9448467,7922516,198.798,2.104e-05
2024-01-02 16:00:00,9889444,8391457,497.5587,5.031e-05
2024-01-02 17:00:00,9839549,8345368,259.8666,2.641e-05
2024-01-02 18:00:00,9721426,8158009,316.8541,3.259e-05
2024-01-02 19:00:00,9975111,8482550,301.4486,3.022e-05
2024-01-02 20:00:00,9610902,8215115,266.633,2.774e-05
2024-01-02 21:00:00,10280397,8489539,221.7111,2.157e-05
2024-01-02 22:00:00,9925053,8216682,216.4995,2.181e-05
2024-01-02 23:00:00,9834671,8027202,285.3456,2.901e-05
2024-01-03 00:00:00,9693332,8296486,194.6375,2.008e-05
2024-01-03 01:00:00,9678346,8166413,240.334,2.483e-05
2024-01-03 02:00:00,10141950,8697438,234.0148,2.307e-05
2024-01-03 03:00:00,10449981,8926310,182.1173,1.743e-05
2024-01-03 04:00:00,10118845,8500685,149.1024,1.474e-05
2024-01-03 05:00:00,10183415,8825430,157.3008,1.545e-05
2024-01-03 06:00:00,9823697,8416628,134.3246,1.367e-05
2024-01-03 07:00:00,9655680,8195316,120.4544,1.247e-05
2024-01-03 08:00:00,9994928,8312113,128.5422,1.286e-05
2024-01-03 09:00:00,10283541,8900652,173.2357,1.685e-05
2024-01-03 10:00:00,10656431,9403058,120.5813,1.132e-05
2024-01-03 11:00:00,10084646,8779693,132.8054,1.317e-05
2024-01-03 12:00:00,8292585,7367745,313.4559,3.78e-05
2024-01-03 13:00:00,9587232,8443447,161.3042,1.682e-05
2024-01-03 14:00:00,9558712,8317752,193.4453,2.024e-05
2024-01-03 15:00:00,9332464,7941852,178.045,1.908e-05
2024-01-03 16:00:00,9152783,7911229,149.7419,1.636e-05
2024-01-03 17:00:00,9579668,8330744,241.1964,2.518e-05
2024-01-03 18:00:00,9594059,8223848,166.7175,1.738e-05
2024-01-03 19:00:00,9610480,8223385,173.0586,1.801e-05
2024-01-03 20:00:00,9203926,7843890,252.9302,2.748e-05
2024-01-03 21:00:00,9451550,8116123,296.9276,3.142e-05
2024-01-03 22:00:00,9454621,8021044,174.7035,1.848e-05
2024-01-03 23:00:00,9384231,8042273,159.7959,1.703e-05
2024-01-04 00:00:00,9287620,8124388,168.4752,1.814e-05
2024-01-04 01:00:00,9298531,8019807,175.6899,1.889e-05
2024-01-04 02:00:00,9600868,8375532,140.5778,1.464e-05
2024-01-04 03:00:00,9347535,8269086,117.509,1.257e-05
2024-01-04 04:00:00,9581540,8302522,147.4183,1.539e-05
2024-01-04 05:00:00,9637632,8284601,126.0568,1.308e-05
2024-01-04 06:00:00,10011614,8551787,138.3835,1.382e-05
2024-01-04 07:00:00,9580263,8228517,147.2775,1.537e-05
2024-01-04 08:00:00,10034333,8669997,97.618,9.73e-06
2024-01-04 09:00:00,10227917,8742956,117.4248,1.148e-05
2024-01-04 10:00:00,10512493,9127192,118.7127,1.129e-05
2024-01-04 11:00:00,10417911,8981263,113.2026,1.087e-05
2024-01-04 12:00:00,10251687,8849605,143.1342,1.396e-05
2024-01-04 13:00:00,10000530,8662100,163.6131,1.636e-05
2024-01-04 14:00:00,9617385,8219515,171.9403,1.788e-05
2024-01-04 15:00:00,9829236,8494815,172.6131,1.756e-05
2024-01-04 16:00:00,9377039,8188958,254.5111,2.714e-05
2024-01-04 17:00:00,9231687,7989078,190.8757,2.068e-05
2024-01-04 18:00:00,9062528,7602401,204.8561,2.26e-05
2024-01-04 19:00:00,9680044,8379967,184.4968,1.906e-05
2024-01-04 20:00:00,9650894,8268818,207.1427,2.146e-05
2024-01-04 21:00:00,9128471,7647844,248.4748,2.722e-05
2024-01-04 22:00:00,9365590,7568576,219.0038,2.338e-05
2024-01-04 23:00:00,9714169,7851996,278.2297,2.864e-05
2024-01-05 00:00:00,9621011,8072521,242.3776,2.519e-05
2024-01-05 01:00:00,9495058,7899512,183.3375,1.931e-05
2024-01-05 02:00:00,9956411,8700199,191.9311,1.928e-05
2024-01-05 03:00:00,9892952,8333056,154.7666,1.564e-05
2024-01-05 04:00:00,9830602,8317141,190.298,1.936e-05
2024-01-05 05:00:00,10406868,8772401,191.5713,1.841e-05
2024-01-05 06:00:00,10544078,9018303,156.343,1.483e-05
2024-01-05 07:00:00,10516684,9096425,115.7116,1.1e-05
2024-01-05 08:00:00,9785560,8365258,136.8902,1.399e-05
2024-01-05 09:00:00,10051430,8562545,160.7152,1.599e-05
2024-01-05 10:00:00,9824681,8437965,119.4375,1.216e-05
2024-01-05 11:00:00,9721061,8426914,119.8892,1.233e-05
2024-01-05 12:00:00,9769485,8311506,169.5727,1.736e-05
2024-01-05 13:00:00,9703231,8241789,156.3578,1.611e-05
2024-01-05 14:00:00,9430577,8288468,183.9722,1.951e-05
2024-01-05 15:00:00,9692090,8496271,191.8333,1.979e-05
2024-01-05 16:00:00,9619865,8289636,238.2464,2.477e-05
2024-01-05 17:00:00,9739222,8602844,225.0337,2.311e-05
2024-01-05 18:00:00,9290277,7693285,282.562,3.041e-05
2024-01-05 19:00:00,9704985,8044420,293.9692,3.029e-05
2024-01-05 20:00:00,9750868,8090731,274.5798,2.816e-05
2024-01-05 21:00:00,9371933,7841686,199.985,2.134e-05
2024-01-05 22:00:00,9176248,7602136,190.2592,2.073e-05
2024-01-05 23:00:00,10069931,8494589,182.2413,1.81e-05
2024-01-06 00:00:00,9673638,8283305,188.1039,1.945e-05
2024-01-06 01:00:00,10642039,9167349,201.5739,1.894e-05
2024-01-06 02:00:00,11689647,10148366,239.3618,2.048e-05
2024-01-06 03:00:00,12527853,11020334,195.433,1.56e-05
2024-01-06 04:00:00,11806390,10460710,144.4498,1.223e-05
2024-01-06 05:00:00,10485649,9368637,147.8005,1.41e-05
2024-01-06 06:00:00,11196381,10086742,187.5134,1.675e-05
2024-01-06 07:00:00,10738259,9455964,187.0621,1.742e-05
2024-01-06 08:00:00,10709829,9417036,159.6067,1.49e-05
2024-01-06 09:00:00,12919823,11712569,121.7594,9.42e-06
2024-01-06 10:00:00,11271496,10062652,150.8795,1.339e-05
2024-01-06 11:00:00,11373565,10124639,120.6663,1.061e-05
2024-01-06 12:00:00,12124578,10824624,137.9111,1.137e-05
2024-01-06 13:00:00,10731898,9219603,141.5023,1.319e-05
2024-01-06 14:00:00,9718516,8177915,209.1563,2.152e-05
2024-01-06 15:00:00,9741168,8225030,182.2159,1.871e-05
2024-01-06 16:00:00,9737895,7997842,215.285,2.211e-05
2024-01-06 17:00:00,9781040,8018353,197.577,2.02e-05
2024-01-06 18:00:00,9344928,7727809,169.4076,1.813e-05
2024-01-06 19:00:00,9968200,8560350,195.3285,1.96e-05
2024-01-06 20:00:00,10543870,8876376,203.3324,1.928e-05
2024-01-06 21:00:00,9850171,8247121,179.3667,1.821e-05
2024-01-06 22:00:00,10120937,8373450,207.8556,2.054e-05
2024-01-06 23:00:00,10138371,8197854,168.6649,1.664e-05
2024-01-07 00:00:00,10033911,8419850,225.6858,2.249e-05
2024-01-07 01:00:00,11350533,9807513,275.5322,2.427e-05
2024-01-07 02:00:00,10709135,9072181,158.8546,1.483e-05
2024-01-07 03:00:00,11014675,9340376,168.9168,1.534e-05
2024-01-07 04:00:00,11755421,10425864,119.1515,1.014e-05
2024-01-07 05:00:00,11419821,9944075,150.056,1.314e-05
2024-01-07 06:00:00,11837033,10567872,136.0971,1.15e-05
2024-01-07 07:00:00,12259399,10909560,117.6861,9.6e-06
2024-01-07 08:00:00,12026747,10709461,118.0977,9.82e-06
2024-01-07 09:00:00,11503966,10105336,123.85,1.077e-05
2024-01-07 10:00:00,13009476,11715672,134.7516,1.036e-05
2024-01-07 11:00:00,12586232,11096127,183.7431,1.46e-05
2024-01-07 12:00:00,10956665,9279811,145.6103,1.329e-05
2024-01-07 13:00:00,10348248,8785438,119.2331,1.152e-05
2024-01-07 14:00:00,10925777,9339687,166.355,1.523e-05
2024-01-07 15:00:00,10516782,8884937,166.8938,1.587e-05
2024-01-07 16:00:00,10143680,8432694,218.9366,2.158e-05
2024-01-07 17:00:00,10473036,8627954,181.8204,1.736e-05
2024-01-07 18:00:00,10545779,8831694,308.2229,2.923e-05
2024-01-07 19:00:00,11593058,10003182,211.1941,1.822e-05
2024-01-07 20:00:00,8830914,7209020,147.0729,1.665e-05
2024-01-07 21:00:00,10800792,8889507,257.4505,2.384e-05
2024-01-07 22:00:00,10374693,9049223,280.3721,2.702e-05
2024-01-07 23:00:00,10614335,9270901,180.8024,1.703e-05
2024-01-08 00:00:00,11103961,9894674,152.9142,1.377e-05
2024-01-08 01:00:00,10864139,9532436,163.2266,1.502e-05
2024-01-08 02:00:00,10771309,9565423,175.5603,1.63e-05
2024-01-08 03:00:00,10716194,9670347,225.2701,2.102e-05
2024-01-08 04:00:00,10430207,9072532,142.5354,1.367e-05
2024-01-08 05:00:00,10867000,9405212,126.6953,1.166e-05
2024-01-08 06:00:00,11085638,9793876,118.0869,1.065e-05
2024-01-08 07:00:00,11354273,9907049,156.3757,1.377e-05
2024-01-08 08:00:00,11369297,9910940,142.9176,1.257e-05
2024-01-08 09:00:00,11587130,10219515,137.2892,1.185e-05
2024-01-08 10:00:00,10681805,9353739,133.9853,1.254e-05
2024-01-08 11:00:00,10793050,9407913,107.9554,1e-05
2024-01-08 12:00:00,10223172,8854477,137.1951,1.342e-05
2024-01-08 13:00:00,10467148,9021602,180.4444,1.724e-05
2024-01-08 14:00:00,10167392,8807182,187.9399,1.848e-05
2024-01-08 15:00:00,10055196,8602751,183.5257,1.825e-05
2024-01-08 16:00:00,10292516,8851017,206.8126,2.009e-05
2024-01-08 17:00:00,9834959,8421749,252.607,2.568e-05
2024-01-08 18:00:00,9878690,8664844,291.6607,2.952e-05
2024-01-08 19:00:00,8923712,7312457,204.3823,2.29e-05
2024-01-08 20:00:00,9468480,7855657,202.7056,2.141e-05
2024-01-08 21:00:00,9993142,8475935,230.3131,2.305e-05
2024-01-08 22:00:00,10618984,8953652,216.7331,2.041e-05
2024-01-08 23:00:00,10142473,8551137,218.9716,2.159e-05
2024-01-09 00:00:00,9861498,8542524,173.6015,1.76e-05
2024-01-09 01:00:00,9880229,8360092,212.3627,2.149e-05
2024-01-09 02:00:00,9843606,8455747,245.4443,2.493e-05
2024-01-09 03:00:00,9890266,8525505,141.5229,1.431e-05
2024-01-09 04:00:00,10293492,9033612,128.8585,1.252e-05
2024-01-09 05:00:00,9889383,8525829,153.8,1.555e-05
2024-01-09 06:00:00,10180218,8822407,114.4876,1.125e-05
2024-01-09 07:00:00,10276311,8822617,104.1586,1.014e-05
2024-01-09 08:00:00,9633836,8180334,128.957,1.339e-05
2024-01-09 09:00:00,9822250,8535725,105.8918,1.078e-05
2024-01-09 10:00:00,10981106,9629158,98.6768,8.99e-06
2024-01-09 11:00:00,10988923,9758206,92.2347,8.39e-06
2024-01-09 12:00:00,10485850,9245888,109.9965,1.049e-05
2024-01-09 13:00:00,10464364,9207588,135.8978,1.299e-05
2024-01-09 14:00:00,10308864,8947853,139.16,1.35e-05
2024-01-09 15:00:00,9914396,8542953,163.6994,1.651e-05
2024-01-09 16:00:00,9614983,8185402,164.9001,1.715e-05
2024-01-09 17:00:00,9147880,7716888,197.3056,2.157e-05
2024-01-09 18:00:00,8704263,7272721,179.4237,2.061e-05
2024-01-09 19:00:00,8717233,7298387,164.9292,1.892e-05
2024-01-09 20:00:00,9398138,8029914,169.996,1.809e-05
2024-01-09 21:00:00,8890640,7852614,217.9958,2.452e-05
2024-01-09 22:00:00,9461520,8320849,243.8446,2.577e-05
2024-01-09 23:00:00,10059415,8628879,166.2275,1.652e-05
2024-01-10 00:00:00,9494094,8264728,146.4815,1.543e-05
2024-01-10 01:00:00,9581955,8179160,153.2805,1.6e-05
2024-01-10 02:00:00,10105354,8751446,141.9012,1.404e-05
2024-01-10 03:00:00,10035837,8505894,182.0357,1.814e-05
2024-01-10 04:00:00,10394909,8996748,146.3933,1.408e-05
2024-01-10 05:00:00,10602020,9110385,156.0531,1.472e-05
2024-01-10 06:00:00,11324957,10044881,92.3279,8.15e-06
2024-01-10 07:00:00,11426836,9983532,96.1113,8.41e-06
2024-01-10 08:00:00,10935179,9695777,106.5664,9.75e-06
2024-01-10 09:00:00,9385795,8118257,90.1041,9.6e-06
2024-01-10 10:00:00,10348924,8930565,97.3358,9.41e-06
2024-01-10 11:00:00,11136736,9928812,112.768,1.013e-05
2024-01-10 12:00:00,10101113,9039736,126.1427,1.249e-05
2024-01-10 13:00:00,10316501,8937726,124.2488,1.204e-05
2024-01-10 14:00:00,10256952,8977357,152.1173,1.483e-05
2024-01-10 15:00:00,10048360,8868778,157.8117,1.571e-05
2024-01-10 16:00:00,9534217,8263030,163.0118,1.71e-05
2024-01-10 17:00:00,9556572,8404813,137.2613,1.436e-05
2024-01-10 18:00:00,9094902,7904269,187.9348,2.066e-05
2024-01-10 19:00:00,9137812,8060626,144.0115,1.576e-05
2024-01-10 20:00:00,9703956,8703343,157.1637,1.62e-05
2024-01-10 21:00:00,9327079,8382769,212.1238,2.274e-05
2024-01-10 22:00:00,8683750,7744035,260.3938,2.999e-05
2024-01-10 23:00:00,9392164,8445267,170.1202,1.811e-05
2024-01-11 00:00:00,9564146,8535090,210.0571,2.196e-05
2024-01-11 01:00:00,9699328,8346546,147.1701,1.517e-05
2024-01-11 02:00:00,9029407,7910023,126.4983,1.401e-05
2024-01-11 03:00:00,9190153,7926713,122.5537,1.334e-05
2024-01-11 04:00:00,9909007,8581777,139.6274,1.409e-05
2024-01-11 05:00:00,9940528,8577083,115.6431,1.163e-05
2024-01-11 06:00:00,10306924,9042630,117.0097,1.135e-05
2024-01-11 07:00:00,9923516,8564137,106.8783,1.077e-05
2024-01-11 08:00:00,11390235,10050611,92.611,8.13e-06
2024-01-11 09:00:00,10697898,9230821,93.9954,8.79e-06
2024-01-11 10:00:00,9930164,8410902,126.8297,1.277e-05
2024-01-11 11:00:00,9878165,8573565,97.0257,9.82e-06
2024-01-11 12:00:00,9970708,8680890,99.7906,1.001e-05
2024-01-11 13:00:00,9501487,8346155,162.0327,1.705e-05
2024-01-11 14:00:00,9524127,8530790,170.0096,1.785e-05
2024-01-11 15:00:00,9188861,8259845,168.1738,1.83e-05
2024-01-11 16:00:00,9347350,8549830,207.06,2.215e-05
2024-01-11 17:00:00,9455710,8538197,159.633,1.688e-05
2024-01-11 18:00:00,10045547,8725949,170.0982,1.693e-05
2024-01-11 19:00:00,9826995,8668019,207.714,2.114e-05
2024-01-11 20:00:00,9942718,8916852,153.6397,1.545e-05
2024-01-11 21:00:00,10682863,9348472,184.0391,1.723e-05
2024-01-11 22:00:00,10271521,8908246,156.836,1.527e-05
2024-01-11 23:00:00,10194384,8505255,206.4907,2.026e-05
2024-01-12 00:00:00,10020359,8836418,242.5402,2.42e-05
2024-01-12 01:00:00,9729954,8552376,150.2291,1.544e-05
2024-01-12 02:00:00,9995996,8467021,140.042,1.401e-05
2024-01-12 03:00:00,10189347,8813320,127.813,1.254e-05
2024-01-12 04:00:00,10100917,8939365,144.094,1.427e-05
2024-01-12 05:00:00,10153771,8870777,120.2914,1.185e-05
2024-01-12 06:00:00,10268486,9015974,113.7827,1.108e-05
2024-01-12 07:00:00,10875227,9632010,117.4048,1.08e-05
2024-01-12 08:00:00,10907018,9664216,114.2478,1.047e-05
2024-01-12 09:00:00,11024476,9901431,104.7431,9.5e-06
2024-01-12 10:00:00,11308771,9945991,103.7118,9.17e-06
2024-01-12 11:00:00,10686821,9322280,115.8949,1.084e-05
2024-01-12 12:00:00,10538113,9121719,111.9301,1.062e-05
2024-01-12 13:00:00,10337581,9004350,134.6078,1.302e-05
2024-01-12 14:00:00,10346553,9123911,129.6667,1.253e-05
2024-01-12 15:00:00,10170512,9220455,184.0481,1.81e-05
2024-01-12 16:00:00,9777497,8946282,197.3216,2.018e-05
2024-01-12 17:00:00,9682454,8743407,162.9041,1.682e-05
2024-01-12 18:00:00,10023026,8905090,176.8025,1.764e-05
2024-01-12 19:00:00,10007582,8773528,169.8442,1.697e-05
2024-01-12 20:00:00,9262755,8138609,185.7725,2.006e-05
2024-01-12 21:00:00,9778533,8816989,176.1056,1.801e-05
2024-01-12 22:00:00,9049362,8211252,201.7727,2.23e-05
2024-01-12 23:00:00,9583002,8477957,172.7484,1.803e-05
2024-01-13 00:00:00,9337076,8351058,134.9647,1.445e-05
2024-01-13 01:00:00,9552519,8655566,131.8526,1.38e-05
2024-01-13 02:00:00,9686351,8707887,158.6147,1.638e-05
2024-01-13 03:00:00,10415062,9401204,105.2051,1.01e-05
2024-01-13 04:00:00,10031138,8740900,119.0396,1.187e-05
2024-01-13 05:00:00,10454912,9108509,132.7492,1.27e-05
2024-01-13 06:00:00,10717162,9371203,120.86,1.128e-05
2024-01-13 07:00:00,10096480,8835170,97.9463,9.7e-06
2024-01-13 08:00:00,10331717,9085264,105.3098,1.019e-05
2024-01-13 09:00:00,11187038,10076408,94.4503,8.44e-06
2024-01-13 10:00:00,10511942,9308820,108.1635,1.029e-05
2024-01-13 11:00:00,10393523,9088088,99.7423,9.6e-06
2024-01-13 12:00:00,10629121,9199809,135.9952,1.279e-05
2024-01-13 13:00:00,10068145,8613058,131.4709,1.306e-05
2024-01-13 14:00:00,9878339,8556653,150.1826,1.52e-05
2024-01-13 15:00:00,9310527,8010467,171.3936,1.841e-05
2024-01-13 16:00:00,9403336,8134959,169.804,1.806e-05
2024-01-13 17:00:00,9480200,8158775,162.1692,1.711e-05
2024-01-13 18:00:00,9376624,8128477,151.8978,1.62e-05
2024-01-13 19:00:00,9446236,8354215,151.7231,1.606e-05
2024-01-13 20:00:00,9630567,8523311,172.9407,1.796e-05
2024-01-13 21:00:00,9936879,8737678,187.9383,1.891e-05
2024-01-13 22:00:00,9661839,8222052,206.5676,2.138e-05
2024-01-13 23:00:00,9610056,8312692,239.3472,2.491e-05
2024-01-14 00:00:00,9510888,8283032,192.2264,2.021e-05
2024-01-14 01:00:00,10459963,9100339,171.5998,1.641e-05
2024-01-14 02:00:00,10616603,9279587,154.7528,1.458e-05
2024-01-14 03:00:00,10405958,9145194,157.8755,1.517e-05
2024-01-14 04:00:00,10497977,9470879,131.4913,1.253e-05
2024-01-14 05:00:00,10705335,9569884,115.2738,1.077e-05
2024-01-14 06:00:00,10578932,9358853,110.84,1.048e-05
2024-01-14 07:00:00,10396926,9175561,95.2289,9.16e-06
2024-01-14 08:00:00,10880230,9620151,95.2729,8.76e-06
2024-01-14 09:00:00,11093687,9839934,91.0176,8.2e-06
2024-01-14 10:00:00,10262591,9016231,101.0536,9.85e-06
2024-01-14 11:00:00,10484835,9165000,124.3211,1.186e-05
2024-01-14 12:00:00,10170165,8849148,133.6114,1.314e-05
2024-01-14 13:00:00,9663823,8266033,160.6593,1.662e-05
2024-01-14 14:00:00,9583384,8306332,166.4965,1.737e-05
2024-01-14 15:00:00,9567153,8367659,193.1784,2.019e-05
2024-01-14 16:00:00,9027360,8115491,253.8447,2.812e-05
2024-01-14 17:00:00,9072991,8036401,201.7241,2.223e-05
2024-01-14 18:00:00,8981653,7668965,225.9864,2.516e-05
2024-01-14 19:00:00,9342288,8306199,218.1529,2.335e-05
2024-01-14 20:00:00,9682118,8594440,284.004,2.933e-05
2024-01-14 21:00:00,9753696,8700760,173.3844,1.778e-05
2024-01-14 22:00:00,9560693,8377970,190.891,1.997e-05
2024-01-14 23:00:00,9762476,8859177,270.6882,2.773e-05
2024-01-15 00:00:00,9730797,8766992,190.474,1.957e-05
2024-01-15 01:00:00,9800318,8698756,160.1244,1.634e-05
2024-01-15 02:00:00,9510494,8391184,132.9518,1.398e-05
2024-01-15 03:00:00,9755338,8527197,141.8897,1.454e-05
2024-01-15 04:00:00,9611087,8077969,164.2778,1.709e-05
2024-01-15 05:00:00,9440971,8266381,137.8544,1.46e-05
2024-01-15 06:00:00,9659598,8279177,154.9192,1.604e-05
2024-01-15 07:00:00,9197211,7888543,165.8776,1.804e-05
2024-01-15 08:00:00,9665320,8148395,149.3559,1.545e-05
2024-01-15 09:00:00,9429544,8067091,129.4978,1.373e-05
2024-01-15 10:00:00,9655734,8121532,154.8668,1.604e-05
2024-01-15 11:00:00,9873218,8409730,189.0585,1.915e-05
2024-01-15 12:00:00,9671320,8318803,138.1076,1.428e-05
2024-01-15 13:00:00,9549287,8090312,170.3764,1.784e-05
2024-01-15 14:00:00,9845676,8760225,167.5369,1.702e-05
2024-01-15 15:00:00,9152321,8046001,194.1797,2.122e-05
2024-01-15 16:00:00,9019584,7827912,219.7009,2.436e-05
2024-01-15 17:00:00,9192769,7806745,231.2004,2.515e-05
2024-01-15 18:00:00,9358535,8075874,194.2457,2.076e-05
2024-01-15 19:00:00,9168107,7780850,212.3594,2.316e-05
2024-01-15 20:00:00,8915668,7474529,315.1667,3.535e-05
2024-01-15 21:00:00,8793469,7253762,260.2898,2.96e-05
2024-01-15 22:00:00,9060612,7693887,303.9783,3.355e-05
2024-01-15 23:00:00,9974292,8217363,379.8266,3.808e-05
2024-01-16 00:00:00,9641472,8100091,339.9194,3.526e-05
2024-01-16 01:00:00,9805049,8523174,299.4078,3.054e-05
2024-01-16 02:00:00,9751860,8180367,333.985,3.425e-05
2024-01-16 03:00:00,10029996,8258352,223.7343,2.231e-05
2024-01-16 04:00:00,9779969,8074942,178.1352,1.821e-05
2024-01-16 05:00:00,10503855,8869638,173.0288,1.647e-05
2024-01-16 06:00:00,10238979,8583825,147.409,1.44e-05
2024-01-16 07:00:00,9942629,8540971,132.0787,1.328e-05
2024-01-16 08:00:00,9969660,8603593,123.3215,1.237e-05
2024-01-16 09:00:00,9787163,8236443,126.2231,1.29e-05
2024-01-16 10:00:00,9734190,8068507,135.0005,1.387e-05
2024-01-16 11:00:00,9680995,8094885,131.7101,1.361e-05
2024-01-16 12:00:00,9535854,7884865,163.2534,1.712e-05
2024-01-16 13:00:00,9459132,7843346,208.7372,2.207e-05
2024-01-16 14:00:00,9067440,7740026,221.9077,2.447e-05
2024-01-16 15:00:00,8808867,7672666,268.6093,3.049e-05
2024-01-16 16:00:00,8865651,7516769,257.9932,2.91e-05
2024-01-16 17:00:00,8682363,7090471,249.6479,2.875e-05
2024-01-16 18:00:00,8735699,7160396,274.3408,3.14e-05
2024-01-16 19:00:00,8736304,7149852,260.8987,2.986e-05
2024-01-16 20:00:00,8425504,7064615,280.4459,3.329e-05
2024-01-16 21:00:00,8672975,7434106,219.2648,2.528e-05
2024-01-16 22:00:00,8942453,7424107,382.3204,4.275e-05
2024-01-16 23:00:00,9058337,7380581,376.9873,4.162e-05
2024-01-17 00:00:00,8692638,7390244,259.8338,2.989e-05
2024-01-17 01:00:00,8845989,7443539,226.0859,2.556e-05
2024-01-17 02:00:00,9274900,7929973,226.429,2.441e-05
2024-01-17 03:00:00,9629515,8187723,208.6068,2.166e-05
2024-01-17 04:00:00,10078041,8677533,142.9614,1.419e-05
2024-01-17 05:00:00,9556953,8254510,150.4665,1.574e-05
2024-01-17 06:00:00,9859594,8553909,121.2233,1.229e-05
2024-01-17 07:00:00,10054796,8758134,133.9853,1.333e-05
2024-01-17 08:00:00,9703131,8410005,121.7588,1.255e-05
2024-01-17 09:00:00,9832577,8479846,152.0645,1.547e-05
2024-01-17 10:00:00,10268410,8950712,127.0058,1.237e-05
2024-01-17 11:00:00,9881287,8666307,134.3978,1.36e-05
2024-01-17 12:00:00,9863475,8463157,146.0072,1.48e-05
2024-01-17 13:00:00,10005544,8460839,174.2879,1.742e-05
2024-01-17 14:00:00,9692902,8394697,189.1377,1.951e-05
2024-01-17 15:00:00,8867809,7567130,196.334,2.214e-05
2024-01-17 16:00:00,8902448,7521382,259.1813,2.911e-05
2024-01-17 17:00:00,8978897,7390419,268.3186,2.988e-05
2024-01-17 18:00:00,9135981,7582454,250.7488,2.745e-05
2024-01-17 19:00:00,8985902,7570438,274.1293,3.051e-05
2024-01-17 20:00:00,9151281,7617307,263.9291,2.884e-05
2024-01-17 21:00:00,9120585,7444965,304.6514,3.34e-05
2024-01-17 22:00:00,9406009,7725796,287.8035,3.06e-05
2024-01-17 23:00:00,9753061,8013476,230.4839,2.363e-05
2024-01-18 00:00:00,9547196,8133494,294.5104,3.085e-05
2024-01-18 01:00:00,9909960,8457619,231.409,2.335e-05
2024-01-18 02:00:00,10386723,8814631,256.8089,2.472e-05
2024-01-18 03:00:00,10416611,8918958,215.4343,2.068e-05
2024-01-18 04:00:00,10108122,8669150,248.7587,2.461e-05
2024-01-18 05:00:00,10689954,9189161,135.5661,1.268e-05
2024-01-18 06:00:00,10562485,9242216,149.0287,1.411e-05
2024-01-18 07:00:00,10168938,8914894,142.0148,1.397e-05
2024-01-18 08:00:00,10489394,9058613,191.1977,1.823e-05
2024-01-18 09:00:00,10306991,8831368,156.5542,1.519e-05
2024-01-18 10:00:00,10690371,9217144,157.8717,1.477e-05
2024-01-18 11:00:00,10416503,8707385,147.2002,1.413e-05
2024-01-18 12:00:00,10460586,8813720,167.9507,1.606e-05
2024-01-18 13:00:00,10073992,8523000,193.9549,1.925e-05
2024-01-18 14:00:00,9812065,8345608,191.6837,1.954e-05
2024-01-18 15:00:00,9453328,8017262,220.8318,2.336e-05
