timestamp,close_price,volume_base,volume_quote,transaction_count,total_value_transferred_eth,unique_active_wallets,avg_gas_price_gwei,total_gas_used,market_cap
2024-05-05 14:00:00,3154.358,51815.8017,162684980.44,51802,18742.8604,25200,8.2277,4561331356,378059774000.25
2024-05-05 15:00:00,3161.1788,70652.5257,223026931.35,52052,44170.8908,22530,10.0432,4476894682,377735488131.97
2024-05-05 16:00:00,3149.289,63510.0169,200506517.93,50022,25345.3959,22224,10.4055,4489784717,379487104145.53
2024-05-05 17:00:00,3148.9703,33891.9627,106892880.67,50795,20441.4188,24546,10.1229,4484532426,378526195183.36
2024-05-05 18:00:00,3141.0025,37851.8338,118922531.95,48250,14313.7351,24341,12.0892,4510526748,378378817198.83
2024-05-05 19:00:00,3143.8922,23557.539,74049790.5,50197,13117.8478,26608,7.4356,4557501234,377099430531.45
2024-05-05 20:00:00,3138.846,31430.6414,98691782.63,47761,19037.838,23525,7.0463,4484636456,377398779995.31
2024-05-05 21:00:00,3139.0102,25484.9059,79877375.91,46956,28023.2209,23898,6.4611,4513516185,376919000935.99
2024-05-05 22:00:00,3134.6732,20829.095,65262292.58,47702,11674.3558,24559,6.4872,4573380189,376608925520.58
2024-05-05 23:00:00,3139.4036,32145.6558,100964880.68,47086,23420.7485,25612,6.1178,4561851291,376195658631.14
2024-05-06 00:00:00,3150.7104,34806.7773,109664199.18,47975,13905.2962,25501,6.2572,4536811115,376477227799.92
2024-05-06 01:00:00,3146.822,48313.7751,152419535.21,45021,30847.7283,23346,6.7591,4507049444,378197462639.98
2024-05-06 02:00:00,3135.8231,38528.3916,121333939.99,47429,15429.6268,24520,6.2451,4541918435,377642624996.73
2024-05-06 03:00:00,3136.9082,35252.014,110530455.31,49491,39105.6893,27082,6.3677,4542791612,377879072720.06
2024-05-06 04:00:00,3149.8414,30598.7857,96013321.84,45567,21249.587,25779,5.6505,4569748295,376440511977.32
2024-05-06 05:00:00,3179.7247,64486.035,204016111.66,41485,22175.5962,21239,5.6862,4542168842,378054022663.93
2024-05-06 06:00:00,3178.6836,82632.2838,263169293.31,45958,49198.8731,23309,5.9249,4545423963,380257828735.36
2024-05-06 07:00:00,3182.8288,53363.1096,169593894.22,47504,50974.4377,23418,6.5469,4427105021,381971161058.18
2024-05-06 08:00:00,3200.2812,139527.3621,447390277.02,50932,74163.3852,23912,9.9091,4599656648,381098986118.42
2024-05-06 09:00:00,3204.0068,49914.6443,159882269.71,53070,43775.6944,27882,10.1909,4487589624,384058874590.79
2024-05-06 10:00:00,3148.3299,128481.3023,406755397.59,51395,32516.3148,26407,9.4846,4523869870,384792633755.41
2024-05-06 11:00:00,3151.707,85099.2419,268402212.8,52768,37413.1065,28139,8.0102,4495217473,376875721571.29
2024-05-06 12:00:00,3104.1972,175974.5031,548935219.85,50835,40959.3131,23863,10.0387,4573177829,378044776994.8
2024-05-06 13:00:00,3119.1367,106796.0642,332227832.67,51506,40644.1031,24084,10.3813,4502009733,372441219979.84
2024-05-06 14:00:00,3080.6102,126605.704,393193165.23,51627,64874.2821,23403,12.8214,4547088818,374385372979.24
2024-05-06 15:00:00,3091.9197,131410.7561,404126975.96,49961,43951.8728,23308,12.8879,4429715266,372179501827.22
2024-05-06 16:00:00,3072.5935,83004.6535,256039618.37,52537,87530.2927,24298,9.7155,4477079204,370819531637.7
2024-05-06 17:00:00,3072.2493,82549.6042,253876094.87,52668,40429.9467,23349,9.0312,4504579006,369730154914.51
2024-05-06 18:00:00,3078.5198,62190.5335,191287211.14,54662,72045.1777,26502,8.1288,4530405928,368458744501.67
2024-05-06 19:00:00,3070.7588,83837.7101,256736580.57,51015,24538.6585,23765,7.9122,4571645581,370257093311.45
2024-05-06 20:00:00,3079.0609,46318.5712,142374983.09,49657,28367.0797,22708,9.7349,4483257234,368622577855.49
2024-05-06 21:00:00,3087.6049,35565.1267,109745321.59,50949,60066.9449,24010,7.3982,4498982527,369510565472.15
2024-05-06 22:00:00,3083.7526,28034.0247,86469998.01,51231,30026.9403,26455,6.5164,4531624134,370183056481.77
2024-05-06 23:00:00,3064.7436,37078.2974,113937296.61,44989,19512.9893,22743,5.9231,4533640422,370149633643.65
2024-05-07 00:00:00,3073.6984,73066.5429,224382402.64,49023,22642.4798,24265,5.7126,4527893512,367818735478.68
2024-05-07 01:00:00,3095.7306,57678.1369,177897234.57,48187,29218.5028,24979,5.5381,4569639054,369665483048.04
2024-05-07 02:00:00,3087.4097,35370.961,109328821.49,46189,33515.4178,23060,5.9764,4571074798,371479669437.73
2024-05-07 03:00:00,3051.0817,112619.9844,343685002.97,45456,34307.1747,21136,6.4034,4517933527,370443565816.85
2024-05-07 04:00:00,3067.3092,55195.4854,168807407.78,42554,39640.4662,20880,5.8058,4499686601,366439659624.28
2024-05-07 05:00:00,3070.9969,53453.5973,164065638.17,48466,38912.8609,24291,6.1586,4537733163,367776310750.59
2024-05-07 06:00:00,3071.489,49952.8745,153238127.93,57802,46140.9021,28295,7.7663,4485882690,368623360919.12
2024-05-07 07:00:00,3079.5435,43884.5455,135062812.52,56571,33488.4935,26922,8.8351,4523298048,368509655537.29
2024-05-07 08:00:00,3120.9006,132228.6082,411142976.98,55861,67733.8128,25938,10.0388,4554706454,369508449967.01
2024-05-07 09:00:00,3114.393,68870.1328,215057752.78,55839,74060.2313,26665,8.4534,4491358258,374782401843.89
2024-05-07 10:00:00,3101.9169,71103.2307,220540809.4,56398,36081.415,26632,11.1552,4515614133,374484863750.15
2024-05-07 11:00:00,3065.5834,86082.6028,265496833.73,54333,36384.5811,26592,7.9837,4519398806,372377716967.71
2024-05-07 12:00:00,3077.598,63027.5002,193735544.76,53023,25749.0084,25325,9.0111,4567352936,368302801582.58
2024-05-07 13:00:00,3062.4151,89293.9061,274112345.07,53386,42345.7398,24998,10.0069,4542737070,370103642519.0
2024-05-07 14:00:00,3092.5864,103076.3446,316211224.81,53057,56648.9418,23956,12.4138,4560552620,367382202967.7
2024-05-07 15:00:00,3073.0996,105487.2739,325293815.85,49155,57091.1627,23309,16.7579,4424377569,370627606163.19
2024-05-07 16:00:00,3072.3957,49150.3845,150921964.88,52538,80253.6181,25067,9.6756,4496845089,368760439532.96
2024-05-07 17:00:00,3060.6993,46675.4885,142993099.47,52965,72761.4494,24920,9.0317,4515679277,368726719646.51
2024-05-07 18:00:00,3048.5962,80481.1719,244939417.56,52729,71644.8166,23871,11.8639,4558250795,367444004659.51
2024-05-07 19:00:00,3050.9805,46407.159,141605200.16,52022,43464.6045,24195,8.5845,4485091144,365293099072.9
2024-05-07 20:00:00,3049.6548,52888.109,161330550.06,50843,58787.0264,24755,7.9148,4568307072,366679646828.06
2024-05-07 21:00:00,3052.7947,42942.3076,131098032.42,50152,25435.4703,24756,6.9703,4444720357,366644796097.8
2024-05-07 22:00:00,3038.5134,61240.6896,186434244.28,51532,28147.1807,25211,6.1464,4562593407,366485387202.91
2024-05-07 23:00:00,3007.3454,130450.085,393448405.53,43850,94489.6956,21132,5.776,4546574263,365874066337.1
2024-05-08 00:00:00,3021.8101,90767.646,273710610.62,46293,40989.9699,22416,6.0507,4530263843,361469152423.65
2024-05-08 01:00:00,3025.4255,52756.0681,159568319.74,42179,48407.6108,20054,7.035,4595682210,362678131338.89
2024-05-08 02:00:00,3027.3186,42456.694,128676991.46,38302,15311.5249,18825,7.2472,4582526962,363262713800.1
2024-05-08 03:00:00,3033.2925,37640.9638,114083195.6,42949,19769.6453,21313,6.5174,4540820823,364089177279.42
2024-05-08 04:00:00,3014.1424,60115.5033,181634589.83,50980,22724.5271,27811,6.2319,4508172563,364790603656.13
2024-05-08 05:00:00,3026.6262,42417.0018,128030501.38,45185,26625.6522,22662,5.6326,4536510028,361896030910.14
2024-05-08 06:00:00,3016.3736,93390.4895,281222010.58,47734,21414.4698,22810,6.255,4561637398,363309627946.04
2024-05-08 07:00:00,2995.9463,83240.8003,250041314.42,49234,66527.9045,24343,6.4361,4537830140,362146615270.79
2024-05-08 08:00:00,3002.3187,91597.6748,274544537.37,51284,88492.5278,25177,7.3164,4515713080,360585321950.16
2024-05-08 09:00:00,2999.6813,92786.4377,277529608.26,51546,51017.0629,25268,6.7606,4502418493,358823789028.55
2024-05-08 10:00:00,3006.4131,63004.817,189325563.82,51125,37702.4966,24651,6.7462,4503026130,359775521030.58
2024-05-08 11:00:00,2992.0283,60419.3148,180861545.17,50361,47738.621,23962,6.685,4501287644,360912732262.71
2024-05-08 12:00:00,3003.1247,72819.3771,218257542.64,51265,44563.7077,24465,7.5974,4568050543,360172730508.49
2024-05-08 13:00:00,3028.4139,111306.7718,334962055.89,51609,36381.6822,24848,8.4837,4535905582,359173304585.73
2024-05-08 14:00:00,3021.5825,90173.9034,272595632.14,51272,51473.2656,23637,12.1741,4494665533,363917351310.8
2024-05-08 15:00:00,3007.8648,107603.2058,323231191.8,50983,31335.6756,23390,10.3949,4476466031,362709269005.18
2024-05-08 16:00:00,3017.3507,70396.5662,211623703.94,51137,44507.2974,23666,8.6833,4453060085,360913381105.84
2024-05-08 17:00:00,3012.4511,52943.3907,159560169.17,51971,44696.9449,24825,7.7852,4537012417,361795503847.14
2024-05-08 18:00:00,3010.6741,36243.997,109271324.7,50751,93567.7927,23922,7.3222,4520121653,361327328490.25
2024-05-08 19:00:00,3000.2908,62818.6464,188499341.28,51115,27046.3756,24529,6.8543,4494918696,361601696239.59
2024-05-08 20:00:00,2953.1038,157893.7542,467557171.04,47889,47200.8349,21425,7.564,4473981225,360075629904.81
2024-05-08 21:00:00,2972.9682,73838.6778,218791205.51,47703,33318.8646,22475,6.313,4495444221,353920487218.56
2024-05-08 22:00:00,2969.7726,69878.3217,207319803.07,43905,37218.7888,21232,8.5821,4525764470,355879960886.79
2024-05-08 23:00:00,2975.0874,59632.8697,177158123.08,42449,19265.5673,21903,5.7839,4574311143,356119567312.5
2024-05-09 00:00:00,2988.3866,40195.1968,119897645.39,43664,22563.1844,22149,5.7798,4546541728,357038251698.13
2024-05-09 01:00:00,2997.5773,42600.8384,127534286.97,41811,54433.1183,19736,6.1924,4594553990,358705827111.65
2024-05-09 02:00:00,2999.0739,34208.6905,102581790.09,44021,32294.1534,22676,6.311,4531418449,359907400340.87
2024-05-09 03:00:00,2998.5945,44276.2008,132674973.14,43739,18650.0033,22222,6.3905,4500484894,360348346841.2
2024-05-09 04:00:00,2993.7128,42120.4463,126324780.04,41341,27887.1065,21209,5.6485,4498022913,360106050115.58
2024-05-09 05:00:00,3004.7437,53940.4691,162112664.68,44162,41552.8608,21912,6.2534,4529330847,359778626607.58
2024-05-09 06:00:00,3001.7135,41151.3427,123660693.94,48341,22531.173,22437,7.2677,4502291172,361138714611.87
2024-05-09 07:00:00,2983.6288,79961.892,239157416.37,46845,24464.1281,22728,6.5892,4555349855,359881167580.24
2024-05-09 08:00:00,2985.0154,47022.2118,140346152.92,47117,34477.3186,22933,7.2269,4498935030,358476448303.62
2024-05-09 09:00:00,2982.7565,69558.4528,207031502.97,47362,55768.633,22513,6.5227,4563034932,358062512372.22
2024-05-09 10:00:00,2956.6462,65424.3945,194311717.82,47434,18015.7354,23513,5.8197,4549420330,357028284217.46
2024-05-09 11:00:00,2977.9344,74507.1983,221195429.85,47840,34577.8668,23105,5.9058,4525296048,357244156780.77
2024-05-09 12:00:00,2989.4773,68951.1981,205874067.11,48043,58404.4599,22586,6.4951,4602044502,357865069974.32
2024-05-09 13:00:00,2973.8215,97303.9853,289643831.12,50561,83836.3908,24881,7.4822,4533345066,358785317562.53
2024-05-09 14:00:00,2987.2001,89112.2474,265597490.46,51700,32564.1613,25361,8.0142,4554338257,356445952111.97
2024-05-09 15:00:00,3006.4128,122859.626,369034885.22,49483,33389.0332,23120,10.3428,4548628994,358745395149.85
2024-05-09 16:00:00,2996.1316,101872.1582,306994439.75,49721,40049.4555,22711,10.0309,4522545975,361106112103.45
2024-05-09 17:00:00,3004.988,63474.7923,190516968.04,51536,22279.3711,25757,7.2537,4424452870,361002697996.87
2024-05-09 18:00:00,3017.1786,47192.1542,142139703.2,48921,20258.5697,22905,6.8942,4572477356,361264088932.4
2024-05-09 19:00:00,3022.696,55731.2039,168243707.16,48311,46251.5063,22915,7.0597,4495804645,362081014570.81
2024-05-09 20:00:00,3023.4662,43274.6236,130775991.38,47717,113969.0438,23026,6.3717,4497456255,362536257133.1
2024-05-09 21:00:00,3021.8406,29522.9302,89277863.41,45955,72342.0734,21726,6.0551,4500323705,362822891605.45
2024-05-09 22:00:00,3055.4715,85232.2848,259120096.38,48014,33621.051,24725,5.7955,4550463172,362638745139.48
2024-05-09 23:00:00,3037.674,57517.1514,174791576.32,43010,26923.6196,21587,5.8128,4545606477,366937390285.12
2024-05-10 00:00:00,3027.4034,45303.2224,137244303.0,49664,44674.6116,27398,5.3628,4552556556,364426702625.02
2024-05-10 01:00:00,3038.3764,69070.9963,209419382.07,42893,17014.7359,21586,5.5358,4540149634,363142700161.34
2024-05-10 02:00:00,3032.0225,38681.8887,117334816.77,42768,40757.7294,21920,5.3913,4498287913,364445072082.57
2024-05-10 03:00:00,3030.3524,28583.7963,86566919.34,51885,32154.7475,29339,4.9029,4514435183,364002794383.08
2024-05-10 04:00:00,3032.5436,30861.1426,93553523.43,36768,40423.2634,18181,6.3946,4610404490,363777928819.2
2024-05-10 05:00:00,3031.0233,33142.3371,100383457.23,38397,22784.8519,18812,7.1448,4532874910,364025320391.92
2024-05-10 06:00:00,3047.6951,50332.8193,152969794.62,41960,29060.0119,21154,6.114,4550901133,363913119639.77
2024-05-10 07:00:00,3043.6917,58816.5853,179221474.47,48884,33105.6755,25268,5.7959,4519018046,366108235599.46
2024-05-10 08:00:00,3038.1567,45267.4035,137481034.53,51680,52586.587,25181,5.9796,4548073983,365193767343.17
2024-05-10 09:00:00,3034.5998,35637.1289,108067270.42,50830,38377.5838,23835,6.0473,4534094842,364418187791.79
2024-05-10 10:00:00,3031.216,31906.0512,96703820.43,50812,63083.9035,24057,7.3391,4536882219,364248169601.92
2024-05-10 11:00:00,3039.0709,43448.309,131696683.51,51411,21878.5732,25880,6.9938,4459003704,363831079017.66
2024-05-10 12:00:00,3029.8181,53717.0487,163006332.72,50507,25584.3508,24960,6.9991,4524237305,364289163714.97
2024-05-10 13:00:00,3022.7206,55193.4462,166958330.57,49540,41935.5046,23494,9.161,4575141230,363305100417.33
2024-05-10 14:00:00,2937.9628,287972.8794,855323662.23,50700,48983.3261,22898,11.5477,4679991881,362796817747.02
2024-05-10 15:00:00,2919.8276,206696.9715,605668998.05,52331,78598.118,25553,11.1186,4382520184,356695255042.91
