timestamp,transaction_count,total_value_transferred_btc,avg_fee_btc,total_size_used_mb
2024-06-06 03:00:00,36088,38028.9782,7.216e-05,8.9772
2024-06-06 04:00:00,16623,28809.1967,0.00010056,4.2308
2024-06-06 05:00:00,36579,24008.5858,8.848e-05,10.7663
2024-06-06 06:00:00,4510,811.5075,9.381e-05,1.702
2024-06-06 07:00:00,14398,51016.3696,0.00017149,6.0776
2024-06-06 08:00:00,24484,30747.0844,0.00011058,7.8758
2024-06-06 09:00:00,26299,18022.8853,8.178e-05,7.4788
2024-06-06 10:00:00,19065,40285.8438,0.00013715,5.9278
2024-06-06 11:00:00,27499,18158.3953,0.0001071,9.3544
2024-06-06 12:00:00,10617,69708.2414,0.00018652,8.9017
2024-06-06 13:00:00,43617,50732.6633,0.00010455,16.7652
2024-06-06 14:00:00,35508,27956.071,8.718e-05,11.4533
2024-06-06 15:00:00,19189,35450.5623,0.00015834,7.7521
2024-06-06 16:00:00,14989,47311.0722,0.00014399,6.4741
2024-06-06 17:00:00,24234,36693.1041,0.00014061,9.4726
2024-06-06 18:00:00,35872,33959.6555,8.702e-05,10.9681
2024-06-06 19:00:00,22739,29239.8931,0.00015377,7.6484
2024-06-06 20:00:00,31620,23531.6672,0.00010161,13.8027
2024-06-06 21:00:00,32766,44025.5051,9.451e-05,12.9605
2024-06-06 22:00:00,28814,23595.1185,9.202e-05,10.137
2024-06-06 23:00:00,16796,8161.0065,9.237e-05,6.1554
2024-06-07 00:00:00,16712,52508.5672,0.00011988,7.8047
2024-06-07 01:00:00,18792,24590.3321,0.00011798,9.5438
2024-06-07 02:00:00,28876,9031.3041,9.239e-05,16.2293
2024-06-07 03:00:00,27675,31749.5612,0.00013161,7.4099
2024-06-07 04:00:00,18269,19679.5159,0.0002034,5.7796
2024-06-07 05:00:00,24152,20210.9753,0.00016357,12.8706
2024-06-07 06:00:00,21348,37304.5515,0.00012023,9.4145
2024-06-07 07:00:00,21403,19991.6761,0.00011633,9.381
2024-06-07 08:00:00,14230,16313.9795,0.00013298,8.2556
2024-06-07 09:00:00,13203,32286.7979,0.00029646,9.5939
2024-06-07 10:00:00,3039,26267.5324,0.00108553,4.5234
2024-06-07 11:00:00,4040,22471.7337,0.00272793,8.6643
2024-06-07 12:00:00,2198,16805.3466,0.00353136,5.3996
2024-06-07 13:00:00,3981,60523.1408,0.00705143,10.9772
2024-06-07 14:00:00,2319,13992.6507,0.01639683,8.6262
2024-06-07 15:00:00,4192,20348.4827,0.0076037,6.7864
2024-06-07 16:00:00,3427,47387.0892,0.00464098,3.5526
2024-06-07 17:00:00,4427,43641.1636,0.00806437,7.7956
2024-06-07 18:00:00,5256,39806.8489,0.00375435,4.9744
2024-06-07 19:00:00,6027,43796.7274,0.00432367,7.1885
2024-06-07 20:00:00,5892,27805.5559,0.00444387,8.1692
2024-06-07 21:00:00,4730,18130.4936,0.00284811,4.9526
2024-06-07 22:00:00,5210,24084.8984,0.00291842,6.0587
2024-06-07 23:00:00,4442,10930.9257,0.00254183,4.6942
2024-06-08 00:00:00,6631,45223.2779,0.00340687,11.3383
2024-06-08 01:00:00,8515,18984.6872,0.00231995,13.5886
2024-06-08 02:00:00,6741,12034.0916,0.00159361,9.3118
2024-06-08 03:00:00,4468,6002.1439,0.00092961,3.8694
2024-06-08 04:00:00,9960,25408.6173,0.0010048,11.2996
2024-06-08 05:00:00,5282,6599.594,0.00064554,3.9335
2024-06-08 06:00:00,6636,24942.8948,0.00053978,4.1888
2024-06-08 07:00:00,9569,8017.8171,0.0006219,9.2293
2024-06-08 08:00:00,11625,32436.9951,0.00054863,7.0667
2024-06-08 09:00:00,10724,14387.06,0.00040876,8.4998
2024-06-08 10:00:00,32263,46865.7789,0.00020576,18.3714
2024-06-08 11:00:00,20010,21336.3536,0.00016505,7.8712
2024-06-08 12:00:00,12987,13374.4083,0.00019652,4.7526
2024-06-08 13:00:00,65514,35618.6049,0.00013318,23.9436
2024-06-08 14:00:00,24227,38854.5123,0.00024234,9.3713
2024-06-08 15:00:00,39417,17269.1409,0.00013602,14.1409
2024-06-08 16:00:00,38454,18079.3324,0.0001877,13.777
2024-06-08 17:00:00,20220,11425.2346,0.0001826,7.8434
2024-06-08 18:00:00,52422,21502.7583,0.00011213,21.0387
2024-06-08 19:00:00,6957,16316.8181,0.00026972,3.071
2024-06-08 20:00:00,23040,18818.8476,0.00015263,9.5729
2024-06-08 21:00:00,41269,12225.2327,8.302e-05,12.2399
2024-06-08 22:00:00,16918,9533.7207,0.00013602,4.4351
2024-06-08 23:00:00,35906,33747.9777,0.00011727,12.4134
2024-06-09 00:00:00,15289,22558.166,0.00010201,4.5013
2024-06-09 01:00:00,20036,12677.5524,0.0001406,7.8953
2024-06-09 02:00:00,11080,7936.4249,0.000179,4.9377
2024-06-09 03:00:00,28238,11404.5324,0.00013729,11.7698
2024-06-09 04:00:00,20005,25238.5636,0.00011425,8.2868
2024-06-09 06:00:00,24245,23439.6836,0.00018141,9.498
2024-06-09 07:00:00,37745,28053.9053,9.454e-05,12.5662
2024-06-09 08:00:00,38866,21978.673,8.934e-05,8.927
2024-06-09 09:00:00,18367,9825.5663,0.00013818,6.2074
2024-06-09 10:00:00,32198,7112.1249,0.00010465,9.2494
2024-06-09 11:00:00,48139,12753.5476,8.389e-05,13.9908
2024-06-09 12:00:00,23293,6699.2474,7.557e-05,6.1847
2024-06-09 13:00:00,15834,16261.6405,0.00017978,6.1803
2024-06-09 14:00:00,47125,15154.3855,8.227e-05,13.6915
2024-06-09 15:00:00,65919,14445.3224,6.868e-05,18.765
2024-06-09 16:00:00,48807,12995.885,7.826e-05,14.7105
2024-06-09 17:00:00,9033,4863.3167,0.00018453,3.0276
2024-06-09 18:00:00,32749,17161.8609,0.00016047,10.4265
2024-06-09 19:00:00,38319,15218.6088,7.336e-05,10.8683
2024-06-09 20:00:00,56938,18601.1104,6.4e-05,15.5152
2024-06-09 21:00:00,46523,18994.0713,7.823e-05,14.4411
2024-06-09 22:00:00,60701,71766.3477,6.142e-05,15.4751
2024-06-09 23:00:00,28318,18699.7951,7.44e-05,7.5029
2024-06-10 00:00:00,12795,15890.161,0.0001286,4.6066
2024-06-10 01:00:00,24672,29727.7611,0.00010209,7.6567
2024-06-10 02:00:00,39158,32700.3071,7.116e-05,10.7427
2024-06-10 03:00:00,35113,10389.4378,6.485e-05,9.4773
2024-06-10 04:00:00,38292,28175.5541,7.394e-05,10.6735
2024-06-10 05:00:00,33168,28200.9478,7.173e-05,10.976
2024-06-10 06:00:00,32301,45559.914,8.275e-05,9.102
2024-06-10 07:00:00,17010,15675.0609,0.00010508,6.2103
2024-06-10 08:00:00,12120,35566.9492,0.00014603,4.6591
2024-06-10 09:00:00,34921,16606.0318,7.405e-05,10.8278
2024-06-10 10:00:00,22759,17281.5191,0.00010377,7.8298
2024-06-10 11:00:00,36353,18144.0009,8.262e-05,11.0315
2024-06-10 12:00:00,22503,20348.278,0.00011604,5.9773
2024-06-10 13:00:00,17865,35123.684,0.0001441,6.1139
2024-06-10 14:00:00,25259,26595.3835,9.981e-05,9.9066
2024-06-10 15:00:00,36197,71889.4286,0.00010882,14.6594
2024-06-10 16:00:00,39545,58915.7663,8.471e-05,13.4661
2024-06-10 17:00:00,36529,15615.7719,6.996e-05,11.3765
2024-06-10 18:00:00,28294,24301.1012,0.00022963,7.24
2024-06-10 19:00:00,9607,26226.7687,0.00023548,5.0182
2024-06-10 20:00:00,12415,32209.8652,0.00026521,8.975
2024-06-10 21:00:00,20274,23658.6817,0.00013367,10.072
2024-06-10 22:00:00,36163,26510.1728,7.694e-05,10.7283
2024-06-10 23:00:00,34585,23609.8789,5.869e-05,9.4373
2024-06-11 00:00:00,14874,33045.1809,0.00012621,6.5663
2024-06-11 01:00:00,30566,20145.1664,7.128e-05,9.2704
2024-06-11 02:00:00,22818,30300.8582,8.08e-05,8.2567
2024-06-11 03:00:00,21792,64493.6566,8.762e-05,8.106
2024-06-11 04:00:00,12945,47492.7472,8.656e-05,4.4471
2024-06-11 05:00:00,15448,13230.1392,0.00010282,6.5597
2024-06-11 06:00:00,23985,38298.6708,0.00011214,9.4375
2024-06-11 07:00:00,34722,32530.5771,7.53e-05,12.1806
2024-06-11 08:00:00,19337,63153.4423,8.691e-05,8.4824
2024-06-11 09:00:00,36923,26428.9515,6.549e-05,13.4027
2024-06-11 10:00:00,19124,39821.5989,0.00011188,7.8373
2024-06-11 11:00:00,37963,24001.7447,6.338e-05,12.4771
2024-06-11 12:00:00,15009,21641.8576,0.0001062,7.3453
2024-06-11 13:00:00,10012,70733.4252,0.00012054,4.57
2024-06-11 14:00:00,12313,45046.7183,0.00012987,6.447
2024-06-11 15:00:00,17723,34869.053,0.0001575,13.4277
2024-06-11 16:00:00,19993,30766.2689,0.00011707,11.7481
2024-06-11 17:00:00,7488,30468.6453,0.00012004,3.0827
2024-06-11 18:00:00,12021,26794.9953,0.00011563,4.5978
2024-06-11 19:00:00,10590,35566.3646,0.00011786,4.7835
2024-06-11 20:00:00,3287,10865.6414,0.0001465,1.5853
2024-06-11 21:00:00,24065,30063.3228,0.00011484,11.4483
2024-06-11 22:00:00,20019,37486.435,9.943e-05,9.3286
2024-06-11 23:00:00,20597,19474.7788,7.554e-05,8.0684
2024-06-12 00:00:00,31418,11642.5175,5.499e-05,9.4259
2024-06-12 01:00:00,32046,34157.9558,7.217e-05,10.7021
2024-06-12 02:00:00,30887,41317.6434,5.431e-05,9.1229
2024-06-12 03:00:00,45356,25326.5539,5.402e-05,14.0154
2024-06-12 04:00:00,29521,31035.5628,5.872e-05,9.2633
2024-06-12 05:00:00,39090,7414.3892,4.943e-05,11.1745
2024-06-12 06:00:00,45015,59329.276,5.564e-05,14.1802
2024-06-12 07:00:00,36334,17735.1099,5.271e-05,10.8585
2024-06-12 08:00:00,44483,20801.0053,4.766e-05,12.397
2024-06-12 09:00:00,37426,18930.0825,5.919e-05,10.8283
2024-06-12 10:00:00,14058,18075.1153,6.516e-05,4.6324
2024-06-12 11:00:00,28932,14192.0188,6.347e-05,9.6983
2024-06-12 12:00:00,2920,13601.6469,0.00022361,1.5106
2024-06-12 13:00:00,20846,52173.8261,0.00010785,9.6342
2024-06-12 14:00:00,20065,43817.2315,8.798e-05,7.9202
2024-06-12 15:00:00,31559,35893.2787,6.911e-05,11.2387
2024-06-12 16:00:00,33315,27986.829,5.897e-05,9.1055
2024-06-12 17:00:00,14413,31419.3771,0.00012594,6.0138
2024-06-12 18:00:00,32133,65551.8612,8.624e-05,12.5653
2024-06-12 19:00:00,17198,13057.6691,0.00010134,4.3588
2024-06-12 20:00:00,27276,33827.6456,0.0001076,11.123
2024-06-12 21:00:00,9140,17498.9827,0.00013045,4.9273
2024-06-12 22:00:00,27788,13501.6585,6.403e-05,9.4517
2024-06-12 23:00:00,39195,25969.8521,5.612e-05,12.2979
2024-06-13 00:00:00,16894,21374.6031,6.283e-05,4.4349
2024-06-13 01:00:00,18444,12014.2573,0.00010091,5.9645
2024-06-13 02:00:00,28999,29263.1875,8.099e-05,7.3376
2024-06-13 03:00:00,16096,23949.9408,0.00011733,10.2662
2024-06-13 04:00:00,20338,23007.6845,7.527e-05,7.9295
2024-06-13 05:00:00,36850,17421.917,5.864e-05,8.8898
2024-06-13 06:00:00,35431,17973.2714,6.578e-05,10.7508
2024-06-13 07:00:00,48940,27853.7096,5.167e-05,13.9484
2024-06-13 08:00:00,57516,37955.5566,4.713e-05,15.5179
2024-06-13 09:00:00,30528,12893.6105,5.797e-05,9.2447
2024-06-13 10:00:00,36025,13885.2094,5.447e-05,10.7946
2024-06-13 11:00:00,14698,18501.8066,6.335e-05,4.4543
2024-06-13 12:00:00,43746,21391.0746,5.582e-05,12.1357
2024-06-13 13:00:00,32979,39201.9483,5.606e-05,9.1883
2024-06-13 14:00:00,5210,11059.9471,0.00015827,2.6027
2024-06-13 15:00:00,42197,29977.0059,0.00021099,10.1932
2024-06-13 16:00:00,19229,44993.8037,0.00017193,8.9214
2024-06-13 17:00:00,39593,40440.3326,7.916e-05,12.51
2024-06-13 18:00:00,23315,17983.4826,8.715e-05,7.6896
2024-06-13 19:00:00,42458,25997.7685,7.335e-05,17.056
2024-06-13 20:00:00,51536,30864.0636,6.203e-05,13.5988
2024-06-13 22:00:00,10724,26938.2353,0.00018974,4.5369
2024-06-13 23:00:00,59363,34730.912,6.093e-05,16.7433
2024-06-14 00:00:00,31386,26754.1888,5.834e-05,8.8375
2024-06-14 01:00:00,40929,16611.6721,5.125e-05,10.4412
2024-06-14 02:00:00,17900,10358.9237,6.887e-05,4.4062
2024-06-14 03:00:00,15011,27168.7858,0.00024285,5.0869
2024-06-14 04:00:00,29282,26047.7866,0.00011666,7.3268
2024-06-14 05:00:00,41319,24946.4493,6.765e-05,12.016
2024-06-14 06:00:00,13703,36094.1427,9.034e-05,4.8704
2024-06-14 07:00:00,30153,40451.7755,8.014e-05,9.4368
2024-06-14 08:00:00,25031,50054.8901,8.061e-05,7.8201
2024-06-14 09:00:00,33301,21226.2946,6.816e-05,9.0572
2024-06-14 10:00:00,25588,18416.7819,7.634e-05,7.3564
2024-06-14 11:00:00,14823,29106.9475,8.357e-05,4.5647
2024-06-14 12:00:00,40435,35879.0809,6.603e-05,10.761
2024-06-14 13:00:00,20672,27086.702,7.524e-05,6.1574
2024-06-14 14:00:00,17722,46267.816,8.977e-05,5.9996
2024-06-14 15:00:00,52312,41749.3611,6.91e-05,15.5456
2024-06-14 16:00:00,14266,57639.4726,0.00016719,7.2483
2024-06-14 17:00:00,5486,19377.0386,0.00030114,4.0982
2024-06-14 18:00:00,23622,59319.7053,0.00013912,10.7311
2024-06-14 19:00:00,10250,22618.8604,0.00014306,4.5733
2024-06-14 20:00:00,27117,22975.7312,8.868e-05,9.0639
2024-06-14 21:00:00,23416,28541.1197,8.492e-05,7.5236
2024-06-14 22:00:00,15229,21479.9503,0.00010456,6.0429
2024-06-14 23:00:00,35268,18773.3301,5.918e-05,9.4293
2024-06-15 00:00:00,11368,29485.9954,0.000109,4.4939
2024-06-15 01:00:00,32596,11134.0196,6.72e-05,9.1999
2024-06-15 02:00:00,7200,10390.9336,0.00010958,3.0356
2024-06-15 03:00:00,46098,16228.4211,6.3e-05,13.8031
2024-06-15 04:00:00,26152,28209.3195,6.083e-05,7.6412
2024-06-15 05:00:00,15528,10852.7491,6.543e-05,4.6713
2024-06-15 06:00:00,20194,30586.2754,7.017e-05,6.041
2024-06-15 07:00:00,52883,15898.3992,7.292e-05,16.7946
2024-06-15 08:00:00,6894,35841.918,0.00027157,6.2924
2024-06-15 09:00:00,7556,17245.5123,0.00031091,7.4159
2024-06-15 10:00:00,7658,10686.502,0.00020197,5.1878
2024-06-15 11:00:00,10588,26353.7725,0.00025909,9.0738
2024-06-15 12:00:00,9480,14681.9176,0.00027188,8.5977
2024-06-15 13:00:00,13250,28435.4346,0.00020541,9.3306
2024-06-15 15:00:00,38873,31968.0189,8.761e-05,14.188
2024-06-15 16:00:00,34779,31025.7174,7.111e-05,12.766
2024-06-15 17:00:00,21171,9483.2386,5.818e-05,6.0668
2024-06-15 18:00:00,29205,12662.5064,6.577e-05,9.4838
2024-06-15 19:00:00,8467,25130.4602,0.00010994,4.5772
2024-06-15 20:00:00,10498,14529.9329,0.00012337,5.988
2024-06-15 21:00:00,16937,11681.6681,9.979e-05,10.0131
2024-06-15 22:00:00,14412,16133.3433,0.00013953,14.0415
2024-06-15 23:00:00,11024,35075.9516,0.00011302,8.7348
2024-06-16 00:00:00,19665,33258.3577,9.699e-05,12.1915
2024-06-16 01:00:00,8408,12463.6822,0.00010912,5.5987
2024-06-16 02:00:00,29096,16284.8043,9.845e-05,14.7895
2024-06-16 03:00:00,13828,6548.9342,0.00011302,9.2147
2024-06-16 04:00:00,12719,10274.914,0.00020247,14.436
2024-06-16 05:00:00,7822,5013.9653,0.00012232,6.6257
2024-06-16 06:00:00,10927,21441.4679,9.761e-05,7.8895
2024-06-16 07:00:00,20542,14624.199,6.97e-05,9.9574
2024-06-16 08:00:00,39929,34125.8159,4.555e-05,8.7769
2024-06-16 09:00:00,14217,10839.2149,6.968e-05,4.5885
2024-06-16 10:00:00,21410,20139.8438,8.55e-05,13.238
2024-06-16 11:00:00,20905,25009.8938,8.111e-05,14.0924
2024-06-16 12:00:00,24297,12600.5109,8.68e-05,21.1011
2024-06-16 13:00:00,9760,11930.8116,7.049e-05,5.4529
2024-06-16 14:00:00,16512,15030.7099,6.719e-05,4.4941
2024-06-16 15:00:00,16996,12503.5133,9.506e-05,4.3735
2024-06-16 16:00:00,42843,32809.9854,7.015e-05,15.4375
2024-06-16 17:00:00,28900,28987.8239,6.435e-05,15.3391
2024-06-16 18:00:00,12806,18115.8849,7.364e-05,6.8844
2024-06-16 19:00:00,7684,6589.2172,0.00014409,17.2878
2024-06-16 20:00:00,8763,21797.8348,0.00011519,11.3485
2024-06-16 21:00:00,38991,12551.6613,4.075e-05,13.0848
2024-06-16 22:00:00,23810,26732.8383,5.263e-05,11.0364
2024-06-16 23:00:00,10755,44592.3026,0.00010005,9.0436
2024-06-17 00:00:00,10011,33450.2261,0.00016508,14.4151
2024-06-17 01:00:00,3031,15929.0748,9.235e-05,1.5965
2024-06-17 02:00:00,15836,39606.1861,7.215e-05,7.804
2024-06-17 03:00:00,26029,21768.4116,5.069e-05,12.7852
2024-06-17 04:00:00,7568,41182.1456,8.135e-05,5.0272
2024-06-17 05:00:00,8061,7837.8601,0.00011197,9.7302
2024-06-17 06:00:00,13741,25532.3301,7.856e-05,10.025
2024-06-17 07:00:00,27607,41777.0986,6.523e-05,17.4897
2024-06-17 08:00:00,10984,15988.8263,7.031e-05,6.7888
2024-06-17 09:00:00,32115,24899.3224,4.051e-05,10.8381
2024-06-17 10:00:00,49560,17973.6265,5.415e-05,14.7426
2024-06-17 11:00:00,16354,23288.2401,8.031e-05,15.0297
2024-06-17 12:00:00,21911,20697.7526,6.096e-05,14.6869
2024-06-17 13:00:00,27713,30157.624,4.487e-05,13.6723
2024-06-17 14:00:00,14030,50258.2807,5.5e-05,6.8664
2024-06-17 15:00:00,16536,61080.9561,5.365e-05,6.2206
2024-06-17 16:00:00,16177,42313.8984,8.119e-05,8.2769
2024-06-17 17:00:00,13955,42256.5436,6.272e-05,6.3679
2024-06-17 18:00:00,19706,59630.5356,6.064e-05,9.1838
2024-06-17 19:00:00,17324,30758.2844,5.712e-05,7.6766
2024-06-17 20:00:00,12928,23569.9385,5.277e-05,4.6583
2024-06-17 21:00:00,20763,41427.8881,5.592e-05,7.9847
2024-06-17 22:00:00,13861,14755.0985,5.793e-05,4.4508
2024-06-17 23:00:00,25274,31867.3694,4.954e-05,5.8414
2024-06-18 00:00:00,42408,31203.5747,6.774e-05,10.3121
2024-06-18 01:00:00,26831,41891.12,6.221e-05,11.3052
2024-06-18 02:00:00,17374,26219.8065,7.318e-05,10.8207
2024-06-18 03:00:00,21861,43319.6289,5.459e-05,7.6293
2024-06-18 04:00:00,33013,42222.2946,3.927e-05,13.8086
2024-06-18 05:00:00,30475,21670.6544,3.451e-05,12.5617
2024-06-18 06:00:00,36517,35519.7991,3.759e-05,12.8407
2024-06-18 07:00:00,20189,29490.9426,5.213e-05,6.0561
2024-06-18 08:00:00,41602,18858.4324,6.555e-05,10.5124
2024-06-18 09:00:00,19335,36828.8154,7.509e-05,9.5366
2024-06-18 10:00:00,29110,18354.5822,4.306e-05,13.9373
2024-06-18 11:00:00,21216,17854.301,5.82e-05,6.0083
2024-06-18 12:00:00,11171,19008.0465,7.542e-05,6.2648
2024-06-18 13:00:00,13932,28470.0117,8.758e-05,10.217
2024-06-18 14:00:00,23733,80919.9395,5.33e-05,9.9622
2024-06-18 15:00:00,33822,40735.8989,6.549e-05,9.4865
2024-06-18 16:00:00,75237,83293.4952,5.195e-05,20.4018
2024-06-18 17:00:00,22262,28403.3653,9.294e-05,10.1212
2024-06-18 18:00:00,6752,17481.5147,7.849e-05,3.3197
2024-06-18 19:00:00,11459,30415.6347,9.225e-05,7.6289
2024-06-18 20:00:00,6111,20596.1377,0.00011681,3.2523
2024-06-18 21:00:00,38627,45209.6859,6.511e-05,12.4029
2024-06-18 22:00:00,12262,48067.3322,8.506e-05,9.2078
2024-06-18 23:00:00,21751,14461.5372,6.663e-05,13.0536
2024-06-19 00:00:00,18874,31498.068,4.88e-05,8.2594
2024-06-19 01:00:00,11425,19500.7097,7.441e-05,8.2876
2024-06-19 02:00:00,36314,42643.1434,3.799e-05,21.305
2024-06-19 03:00:00,24449,16189.1239,4.006e-05,10.1731
2024-06-19 04:00:00,34364,37311.882,3.418e-05,16.6408
2024-06-19 05:00:00,36121,5354.694,3.632e-05,9.5183
2024-06-19 06:00:00,30253,56052.0157,5.468e-05,7.4697
2024-06-19 07:00:00,52388,60044.3316,4.485e-05,13.5956
2024-06-19 08:00:00,21810,29422.4229,4.741e-05,6.1245
2024-06-19 09:00:00,25712,31902.9554,4.685e-05,7.6945
2024-06-19 10:00:00,21701,13432.8676,4.483e-05,6.0927
2024-06-19 11:00:00,54048,19616.3547,3.66e-05,13.889
2024-06-19 12:00:00,21687,14026.05,4.255e-05,7.7008
2024-06-19 13:00:00,20832,32114.8285,4.968e-05,6.1502
2024-06-19 14:00:00,13323,24543.5508,9.039e-05,4.7252
2024-06-19 15:00:00,18851,24241.9803,6.524e-05,6.1231
2024-06-19 16:00:00,8985,21425.5485,8.491e-05,2.9727
2024-06-19 17:00:00,49716,28202.369,6.454e-05,15.7948
2024-06-19 18:00:00,39151,11458.3816,6.141e-05,10.7996
2024-06-19 19:00:00,18768,14958.1527,7.322e-05,7.8005
2024-06-19 20:00:00,15302,20707.3802,7.625e-05,8.0262
2024-06-19 21:00:00,18419,13727.5246,6.946e-05,7.5772
2024-06-19 22:00:00,12498,11450.9368,5.428e-05,4.6229
2024-06-19 23:00:00,29426,29461.1364,4.624e-05,8.9022
2024-06-20 00:00:00,19693,27796.5868,8.924e-05,9.9785
2024-06-20 01:00:00,7824,9772.5179,7.951e-05,2.9752
2024-06-20 02:00:00,31658,7231.14,3.854e-05,9.0643
2024-06-20 03:00:00,33577,17273.2309,4.158e-05,9.1087
2024-06-20 04:00:00,21791,8462.5831,3.967e-05,6.1739
2024-06-20 05:00:00,18778,13644.1124,7.512e-05,4.3731
2024-06-20 06:00:00,25597,30301.2615,6.628e-05,9.201
2024-06-20 07:00:00,40451,37693.9081,4.114e-05,15.1058
2024-06-20 08:00:00,24264,40597.5123,5.464e-05,13.7457
2024-06-20 09:00:00,28289,12894.2662,3.648e-05,9.7127
2024-06-20 10:00:00,15776,21864.6507,6.483e-05,8.143
2024-06-20 11:00:00,11988,27167.2105,5.453e-05,4.9958
2024-06-20 12:00:00,50221,47396.4209,4.062e-05,20.1739
2024-06-20 13:00:00,22817,32335.2311,4.568e-05,8.0922
2024-06-20 14:00:00,13760,19428.2225,5.591e-05,6.8503
2024-06-20 15:00:00,30865,61765.7342,0.00010792,18.7728
2024-06-20 16:00:00,6592,42656.112,0.00011165,3.2122
2024-06-20 17:00:00,6693,23887.7092,0.00010333,3.0755
2024-06-20 18:00:00,9821,38104.7071,0.00010113,4.7126
2024-06-20 19:00:00,18104,33969.1221,8.284e-05,11.6545
2024-06-20 20:00:00,20647,23090.6862,6.27e-05,6.0222
2024-06-20 21:00:00,27729,16959.8596,6.209e-05,7.5019
2024-06-20 22:00:00,24090,13427.0883,6.243e-05,9.6091
2024-06-20 23:00:00,21598,19901.6604,8.289e-05,13.1518
2024-06-21 00:00:00,28510,38673.0822,3.795e-05,14.6283
2024-06-21 01:00:00,28288,25799.7823,3.232e-05,12.4105
2024-06-21 02:00:00,23079,21365.6095,3.762e-05,10.4739
2024-06-21 03:00:00,38674,16578.8723,2.957e-05,16.2118
2024-06-21 04:00:00,25550,29920.8212,2.988e-05,10.3601
2024-06-21 05:00:00,3132,15367.4346,8.129e-05,1.4794
2024-06-21 06:00:00,29514,20267.6867,3.76e-05,11.0253
2024-06-21 07:00:00,38231,27588.7123,2.958e-05,12.451
2024-06-21 08:00:00,17069,30032.7016,3.596e-05,4.4786
2024-06-21 09:00:00,16094,38717.0265,7.028e-05,8.1877
2024-06-21 10:00:00,27057,50873.9462,3.669e-05,11.5472
2024-06-21 11:00:00,60789,30677.8533,2.552e-05,22.2932
2024-06-21 12:00:00,48577,19086.659,2.359e-05,13.9942
2024-06-21 13:00:00,39014,25793.095,3.699e-05,10.1528
2024-06-21 14:00:00,11220,46377.826,9.539e-05,4.6426
2024-06-21 15:00:00,18013,40147.7701,7.089e-05,6.1297
2024-06-21 16:00:00,15270,35573.7817,7.292e-05,4.4923
2024-06-21 17:00:00,24829,14527.6193,7.838e-05,5.7922
2024-06-21 18:00:00,22631,27222.567,9.418e-05,9.7521
2024-06-21 19:00:00,16996,20340.8108,9.605e-05,7.9112
2024-06-21 20:00:00,14643,50970.398,7.04e-05,6.2102
2024-06-21 21:00:00,9140,26266.6063,8.549e-05,4.8112
2024-06-21 22:00:00,9344,16934.1278,9.944e-05,4.7036
2024-06-21 23:00:00,27039,20773.2452,5.581e-05,11.816
2024-06-22 00:00:00,18426,10013.5811,5.079e-05,8.6477
2024-06-22 01:00:00,56217,9616.9035,2.384e-05,17.8564
2024-06-22 02:00:00,22098,6153.6505,3.058e-05,8.6945
2024-06-22 03:00:00,18737,23348.8965,3.904e-05,8.3101
2024-06-22 04:00:00,13797,25634.8399,2.868e-05,5.1802
2024-06-22 05:00:00,38924,27164.265,2.564e-05,13.5828
2024-06-22 06:00:00,13350,20038.0698,3.972e-05,4.9805
2024-06-22 07:00:00,27973,10619.44,3.569e-05,11.9417
2024-06-22 08:00:00,8147,16150.1539,7.085e-05,6.2916
2024-06-22 09:00:00,30604,11813.6826,3.9e-05,15.1216
2024-06-22 10:00:00,45049,15349.7954,2.396e-05,15.1498
2024-06-22 11:00:00,17801,14302.374,3.571e-05,6.6305
2024-06-22 12:00:00,27181,11177.4509,2.887e-05,9.9865
2024-06-22 13:00:00,29258,11574.3888,2.763e-05,9.5387
2024-06-22 14:00:00,48778,18304.9762,2.269e-05,13.9634
2024-06-22 15:00:00,33671,26563.5648,2.776e-05,9.4317
2024-06-22 16:00:00,39878,17835.8294,2.828e-05,12.525
2024-06-22 17:00:00,40652,10870.3081,2.706e-05,10.5347
2024-06-22 18:00:00,10036,6354.2231,4.138e-05,3.0073
2024-06-22 19:00:00,34104,19449.1861,4.149e-05,14.5832
2024-06-22 20:00:00,40187,12891.7738,2.838e-05,15.9398
2024-06-22 21:00:00,40361,10547.0264,1.913e-05,11.4242
2024-06-22 22:00:00,19998,14751.6916,3.194e-05,8.7991
2024-06-22 23:00:00,6041,8678.6209,7.594e-05,3.1305
2024-06-23 00:00:00,13012,31099.5033,4.393e-05,6.6854
2024-06-23 01:00:00,2445,3772.8537,9.529e-05,1.5969
2024-06-23 02:00:00,43985,19718.8262,2.483e-05,16.7767
2024-06-23 03:00:00,31145,5326.7674,2.384e-05,11.7826
2024-06-23 04:00:00,17660,24777.4981,2.992e-05,6.6281
2024-06-23 05:00:00,18270,6335.4797,2.668e-05,6.7239
2024-06-23 06:00:00,9475,7446.7851,6.844e-05,3.0398
2024-06-23 07:00:00,16800,13345.519,3.363e-05,6.5067
2024-06-23 08:00:00,20037,13980.2964,3.231e-05,8.3216
2024-06-23 09:00:00,26153,13337.2789,2.249e-05,8.2464
2024-06-23 10:00:00,26380,6590.6401,2.217e-05,8.2308
2024-06-23 11:00:00,10625,21628.1489,2.072e-05,3.7925
2024-06-23 12:00:00,3350,4050.2637,8.119e-05,1.5945
2024-06-23 13:00:00,17833,24590.639,4.679e-05,8.1053
2024-06-23 14:00:00,12496,5326.1885,2.936e-05,4.9173
