timestamp,close_price,volume_base,volume_quote,transaction_count,total_value_transferred_btc,avg_fee_btc,total_size_used_mb,unique_active_wallets,market_cap
2024-05-02 00:00:00,57759.9547,11297.3861,656774156.98,12908,32819.8232,7.967e-05,6.4825,31194,1151677489315.15
2024-05-02 01:00:00,57109.6836,14704.015,843100718.94,10342,33190.3908,0.00011356,6.4652,41382,1137037529278.9
2024-05-02 02:00:00,57462.1227,8106.6418,464915348.16,24016,15421.4783,4.753e-05,8.0182,28971,1123568185488.55
2024-05-02 03:00:00,57441.6225,5771.4362,331936857.89,19050,33236.1482,8.654e-05,12.0817,45753,1130428297284.27
2024-05-02 04:00:00,57386.5479,4842.2929,278269709.79,13703,35455.7796,7.224e-05,6.3404,29676,1131812900079.57
2024-05-02 05:00:00,57483.8332,5998.7555,344231902.71,27906,18339.111,5.398e-05,9.9944,35948,1130831299501.34
2024-05-02 06:00:00,57630.9947,6231.3373,358801748.73,33427,29658.9123,5.319e-05,15.3733,42618,1130914816598.14
2024-05-02 07:00:00,57676.7533,7047.6425,406905538.07,34607,27468.5875,4.385e-05,11.0934,39671,1134637757935.64
2024-05-02 08:00:00,57844.6711,6895.9722,398805950.5,14790,32901.9649,6.72e-05,6.2099,32299,1135022266732.62
2024-05-02 09:00:00,57806.1674,5485.1813,316853003.76,31396,33850.6964,5.499e-05,12.1621,48180,1138780557293.56
2024-05-02 10:00:00,57818.9029,7285.3017,420730097.1,28691,14653.9103,4.239e-05,10.1247,28151,1137878981457.03
2024-05-02 11:00:00,58577.0932,18962.8974,1106674427.64,55332,38375.6723,4.266e-05,20.4379,53854,1139026686837.58
2024-05-02 12:00:00,58588.33,21231.3811,1249643457.35,33106,32637.7559,4.674e-05,10.8935,43147,1154503543530.53
2024-05-02 13:00:00,58484.224,14492.9814,848644458.19,20855,37838.6541,5.988e-05,7.8401,41017,1158347926461.26
2024-05-02 14:00:00,59093.0298,19861.3324,1168110759.2,16279,41697.1828,8.773e-05,7.7585,47891,1151201170640.72
2024-05-02 15:00:00,59302.1751,14834.5114,879606600.06,16286,38382.8847,9.137e-05,6.0681,35607,1162926146356.76
2024-05-02 16:00:00,59068.9637,9368.5515,553669370.12,11400,38335.9062,0.00012132,6.7001,42549,1166990546374.21
2024-05-02 17:00:00,59246.1241,8606.4842,508910368.18,5299,21954.8139,0.00015177,3.1604,27871,1162723245129.77
2024-05-02 18:00:00,59444.1186,10218.384,606115606.01,3186,7762.8998,0.00011839,1.6057,12157,1163127560840.27
2024-05-02 19:00:00,59401.3984,9625.5317,570164054.54,23029,51150.8705,0.00012647,12.8914,88074,1171993962854.4
2024-05-02 20:00:00,58787.3882,11286.8579,666892231.33,26680,37000.4371,8.038e-05,14.7263,85999,1164611935648.04
2024-05-02 21:00:00,59159.4572,7407.5792,438239905.66,18251,27675.5577,7.792e-05,10.1401,54261,1155606391157.86
2024-05-02 22:00:00,59380.9831,7625.2564,452572640.59,31681,37511.0696,5.018e-05,10.8958,48549,1165428870628.23
2024-05-02 23:00:00,59125.3706,5321.8865,315503050.79,47474,20125.5431,4.097e-05,19.1466,45892,1169367523384.07
2024-05-03 00:00:00,59091.8483,7054.0191,416585990.88,24475,19014.8829,5.735e-05,11.7166,45683,1163907657541.89
2024-05-03 01:00:00,59369.9861,8036.4283,477429982.57,11993,12252.3657,7.306e-05,8.4478,34519,1162349444752.4
2024-05-03 02:00:00,59609.3656,8978.3594,536120623.3,9175,37957.0445,9.912e-05,4.6134,34096,1168090644465.48
2024-05-03 03:00:00,59793.4117,8467.935,507505688.49,14135,36293.5732,9.723e-05,7.7595,50278,1172691750351.68
2024-05-03 04:00:00,59664.0279,4942.9779,295537459.51,10975,29472.0314,8.994e-05,6.1924,32663,1176375691659.54
2024-05-03 05:00:00,59592.7824,4777.9523,285040225.22,6031,8868.9933,0.0001205,3.4828,20839,1173265696292.02
2024-05-03 06:00:00,59327.8005,5680.8432,337973719.8,9388,28836.7623,8.902e-05,5.129,29489,1172941659871.86
2024-05-03 07:00:00,59241.4022,7174.426,425797898.75,23924,21634.2808,9.183e-05,21.7054,46787,1167052342547.11
2024-05-03 08:00:00,59280.8744,4987.8833,296075449.8,11395,38175.2698,7.248e-05,4.5513,25076,1164480313796.98
2024-05-03 09:00:00,59537.0597,5624.7359,334739073.07,14106,27351.8829,7.839e-05,6.4819,36522,1167314094596.47
2024-05-03 10:00:00,59098.8348,7579.8114,448831159.27,26135,21494.2406,5.851e-05,10.3672,48932,1172010905009.31
2024-05-03 11:00:00,59340.7055,7358.8746,435354585.14,17984,18129.5978,6.53e-05,7.9058,39970,1162570548135.12
2024-05-03 12:00:00,60706.8497,26425.6111,1589687313.04,31623,28398.9503,5.545e-05,14.8493,56124,1164029895675.31
2024-05-03 13:00:00,61755.1956,32007.0848,1965287665.6,14802,52750.0098,7.529e-05,6.3364,38555,1193072061341.43
2024-05-03 14:00:00,61709.85,21729.0491,1343096776.79,16207,49452.8404,8.589e-05,7.6098,50116,1215207848362.5
2024-05-03 15:00:00,61772.6976,12289.6877,757468072.43,13593,39313.3734,9.825e-05,10.5683,43645,1213591365381.56
2024-05-03 16:00:00,61773.0803,12602.8528,780357662.09,24727,35089.7376,7.182e-05,10.9814,60390,1216170393174.5
2024-05-03 17:00:00,61898.2766,7006.1924,433341699.83,10616,20884.1202,0.00010327,4.9753,30438,1214834170758.24
2024-05-03 18:00:00,61910.5178,5769.8629,357071419.47,35614,30799.6872,6.586e-05,10.2338,44953,1218821861446.89
2024-05-03 19:00:00,62161.976,9501.1024,587499234.6,35143,16001.3234,7.598e-05,8.7192,30841,1217580608417.78
2024-05-03 20:00:00,62984.2195,17927.9178,1125119430.82,23465,45585.04,9.275e-05,9.1646,58004,1219586038500.46
2024-05-03 21:00:00,62828.2175,7145.5041,448835161.66,22293,36941.2047,8.618e-05,12.4204,74595,1237732490677.74
2024-05-03 22:00:00,62891.1299,7735.2631,487265499.8,28733,26524.3836,6.881e-05,10.2069,54792,1234290503106.86
2024-05-03 23:00:00,62977.0584,6775.3558,427803644.02,6081,9010.5182,0.00010745,3.0689,23972,1237516132623.24
2024-05-04 00:00:00,63183.969,5010.4375,316295386.25,20341,49612.459,8.97e-05,10.2002,59359,1239817041554.72
2024-05-04 01:00:00,62961.0611,8791.2174,556183159.8,17735,26743.3757,8.821e-05,9.2958,48083,1242701549745.25
2024-05-04 02:00:00,62779.5944,5725.172,360364295.85,33292,31083.1335,4.24e-05,10.7154,38663,1239204809804.7
2024-05-04 03:00:00,62804.4409,3600.0673,226285382.76,39728,37725.7709,4.837e-05,14.1783,48200,1234930587723.62
2024-05-04 04:00:00,63145.8058,5678.0966,357771747.21,14747,12550.9772,0.00027915,6.0868,27845,1234646616719.03
2024-05-04 05:00:00,63472.0335,5478.44,346569586.51,12052,11647.0452,7.6e-05,6.5392,31883,1243738352247.07
2024-05-04 06:00:00,63050.0588,4513.2429,285343437.46,13063,13246.3988,6.927e-05,4.7935,23400,1245284254791.21
2024-05-04 07:00:00,63044.1553,4304.649,271538877.23,17667,15033.9045,7.029e-05,7.3249,36004,1240271199505.78
2024-05-04 08:00:00,63241.7565,3624.4559,228855067.82,44206,23897.9787,4.411e-05,14.9296,50937,1241239794613.99
2024-05-04 09:00:00,63250.0264,4044.3615,255941942.89,14840,6760.6936,5.437e-05,4.4728,20756,1243443187929.2
2024-05-04 10:00:00,64500.9068,12575.3635,802798328.48,22844,12833.9625,5.658e-05,5.8562,19841,1243758653008.66
2024-05-04 11:00:00,63945.3849,11757.3947,755708247.15,25556,35723.6261,7.758e-05,7.4085,33083,1262372246353.45
2024-05-04 12:00:00,64141.8789,6097.3508,390317184.3,41248,20257.8753,5.956e-05,12.1203,42983,1263120220805.09
2024-05-04 13:00:00,63805.8092,7809.7241,498723501.79,47996,17935.998,5.8e-05,13.5974,43923,1257834298440.46
2024-05-04 14:00:00,63895.4998,5093.6881,325245751.83,27024,14882.2941,6.014e-05,7.6476,24018,1253921441981.66
2024-05-04 15:00:00,63642.6497,4413.0384,280869205.6,45111,24500.8016,6.371e-05,11.8714,36409,1258113738493.9
2024-05-04 16:00:00,63733.1481,4304.9281,273752206.35,45332,14202.6526,6.191e-05,11.6105,34509,1252268629567.28
2024-05-04 17:00:00,63533.1841,5611.8649,356653216.47,19350,8763.0307,8.895e-05,6.0057,27492,1253647675667.35
2024-05-04 18:00:00,63715.4195,3212.5971,204401419.75,36669,17678.2783,7.666e-05,10.5673,43295,1251847305118.72
2024-05-04 19:00:00,63989.8932,3744.6178,238850743.89,50786,12057.0985,6.133e-05,13.3219,47056,1253323104754.95
2024-05-04 20:00:00,63937.2458,4046.291,259176273.84,45685,15437.8414,5.953e-05,12.9119,48582,1259459399261.41
2024-05-04 21:00:00,63917.8627,4226.4515,269905304.55,3202,6788.6262,0.00016576,1.4524,15659,1258417281128.87
2024-05-04 22:00:00,63635.8386,3406.1601,217127121.07,12742,12838.2163,0.00013071,4.5045,30014,1255585548922.92
2024-05-04 23:00:00,63908.783,2601.4837,166099408.3,8906,10930.7527,9.603e-05,3.0374,18536,1253441286663.2
2024-05-05 00:00:00,63532.6163,7101.079,453170917.54,28562,51796.9791,8.737e-05,8.8924,47209,1257549583083.31
2024-05-05 01:00:00,63333.1453,9305.3605,588328601.33,36941,20872.7773,6.453e-05,10.3716,32540,1251852699861.67
2024-05-05 02:00:00,63164.6288,4025.719,254944524.74,57687,8629.8475,5.832e-05,15.4074,40822,1245061538873.38
2024-05-05 03:00:00,63255.8213,3729.7217,235617546.09,39786,17915.0265,6.197e-05,11.2865,35506,1243591709403.49
2024-05-05 04:00:00,63365.0254,3019.4906,191303845.89,29785,7227.073,6.843e-05,7.4016,19309,1245655634632.46
2024-05-05 05:00:00,63233.4906,3261.1754,206586828.08,8340,10603.5103,9.878e-05,3.065,17313,1247879516448.43
2024-05-05 06:00:00,63400.6049,2898.1651,183649319.11,31222,33942.6417,6.828e-05,8.9225,31247,1247317724339.9
2024-05-05 07:00:00,63758.2487,5559.8688,354251065.75,28321,10033.8946,0.00032383,7.5298,19902,1248570734904.22
2024-05-05 08:00:00,63690.9145,6144.4072,391844977.33,44551,11648.547,0.00060901,9.7356,16033,1255807265868.08
2024-05-05 09:00:00,63689.0574,3926.6507,250040542.84,40672,13608.0187,0.00064087,9.1341,19499,1254674926080.65
2024-05-05 10:00:00,63707.2654,3321.0984,211568541.72,36793,15567.4904,0.00067274,8.5326,22965,1253751415369.59
2024-05-05 11:00:00,63871.2382,3719.1176,237349463.06,22921,16171.4789,0.00051071,5.7386,20573,1254398467942.52
2024-05-05 12:00:00,63748.1761,3313.4621,211249497.31,31731,39807.7294,0.00019928,10.7453,50548,1259171627363.46
2024-05-05 13:00:00,64141.6993,8390.2241,537326635.86,11691,8979.2554,0.00021589,4.7029,28267,1254539420110.66
2024-05-05 14:00:00,64122.6118,4691.4767,300092110.65,23914,16745.9483,0.00014725,8.761,35683,1262351516939.7
2024-05-05 15:00:00,64445.4906,9844.9492,633410215.81,10405,14596.8609,0.00020955,4.7639,29523,1262141867454.74
2024-05-05 16:00:00,64340.4656,5913.3797,380720645.47,17661,27046.5506,0.00017596,7.7709,43090,1271886948787.28
2024-05-05 17:00:00,64246.1518,3876.5372,249425002.07,18398,23383.7353,0.00017755,9.9746,50490,1267343835831.49
2024-05-05 18:00:00,63969.165,4861.7472,311456310.6,23100,18332.7873,0.00015638,11.3571,56653,1265333954716.37
2024-05-05 19:00:00,63908.1443,2437.2577,155892468.98,8653,13988.4332,0.00023612,5.3316,33641,1261180032488.08
2024-05-05 20:00:00,63767.8809,3556.9261,226781663.01,25582,9689.9477,9.577e-05,13.4709,66643,1257774509194.32
2024-05-05 21:00:00,63940.4308,2075.4989,132398179.48,31144,13299.2754,9.361e-05,10.8435,46876,1255508228739.22
2024-05-05 22:00:00,63933.3185,2394.1595,152886894.15,29198,31265.0206,7.245e-05,9.0938,33595,1256626806278.91
2024-05-05 23:00:00,64085.5448,4322.4239,277168814.71,29473,21442.4462,5.8e-05,9.3754,32817,1257928452571.87
2024-05-06 00:00:00,64288.4255,4060.3074,260922919.45,32984,25515.0338,5.497e-05,10.9184,34854,1259667234461.29
2024-05-06 01:00:00,64216.7501,4869.0754,313411201.26,41815,28931.7675,5.165e-05,14.2588,46475,1263635248445.42
2024-05-06 02:00:00,63895.1438,4268.8915,273837215.54,35895,20407.5051,5.162e-05,12.8663,41588,1263267245332.83
2024-05-06 03:00:00,63927.3182,3633.1918,232245232.76,26641,28047.47,6.244e-05,9.0499,40709,1260576976124.72
2024-05-06 04:00:00,64214.4221,4308.9125,275931675.23,39875,4496.5711,3.759e-05,10.2825,22211,1258141105212.05
2024-05-06 05:00:00,64231.2866,4848.4627,311470606.12,30746,12554.5486,6.123e-05,8.9979,31039,1264071891115.95
2024-05-06 06:00:00,64278.3543,5819.5732,374559731.83,32812,12103.6256,5.632e-05,9.2439,25232,1263807576881.37
2024-05-06 07:00:00,64584.4433,7006.8425,451293636.03,42331,52000.4846,5.398e-05,12.7472,33697,1266405215129.69
2024-05-06 08:00:00,65190.5423,17708.1385,1154176683.81,7268,36243.9442,0.00014042,3.082,19348,1270358503096.77
2024-05-06 09:00:00,65205.5139,6850.3959,447241576.93,17257,26802.2916,8.168e-05,6.0523,27972,1283134288696.03
2024-05-06 10:00:00,64074.6263,16101.2548,1038853679.83,9992,29327.3756,0.00011161,4.9588,29164,1283985402771.04
2024-05-06 11:00:00,64258.9557,8695.5043,558716629.54,24128,41502.413,7.304e-05,9.7335,49041,1262493396712.18
2024-05-06 12:00:00,63639.6593,16499.0168,1053844870.52,13575,17758.5066,9.184e-05,6.4568,37101,1263131248928.83
2024-05-06 13:00:00,63922.9316,12595.9802,802835120.65,7319,26568.1487,0.00010214,3.3058,21588,1251466071025.61
2024-05-06 14:00:00,63335.5648,13560.4377,866239234.75,23196,46973.7605,8.989e-05,9.6444,53684,1257923585096.77
2024-05-06 15:00:00,63685.138,14799.542,937199757.96,28435,79758.2704,6.417e-05,9.3729,44216,1254749257008.87
2024-05-06 16:00:00,63235.5328,9212.4852,585064722.43,8148,19636.648,0.00013344,3.2358,20746,1252154088540.16
2024-05-06 17:00:00,63203.8843,9221.4944,583192927.85,21217,37669.2644,0.00013676,11.8101,77132,1248966863019.39
2024-05-06 18:00:00,63442.8941,7551.4435,477900766.98,14758,14265.9662,0.00010928,6.2764,41561,1242283288533.71
2024-05-06 19:00:00,63245.5093,10854.9545,684451568.24,15613,25318.9637,0.00010435,7.511,49617,1249693755074.01
2024-05-06 20:00:00,63350.5058,5769.9636,365127951.85,3206,4204.4799,9.184e-05,1.7477,11275,1245348430155.23
2024-05-06 21:00:00,63602.3586,4341.9105,275791536.64,10015,38015.1505,0.00012723,4.7219,38176,1246918463947.63
2024-05-06 22:00:00,63540.601,3722.4196,236611250.06,14654,21714.8777,0.00022069,4.3898,23469,1252018888400.18
2024-05-06 23:00:00,63211.499,5249.4817,332508456.19,17815,22404.1792,0.0001251,9.8177,66914,1249975724656.28
2024-05-07 00:00:00,63576.9363,8634.3297,547474907.15,9168,27407.2527,0.00012316,6.2278,38753,1243523994797.13
2024-05-07 01:00:00,63922.299,8805.3223,561549875.59,11129,52184.9986,0.000118,10.5522,37272,1252043282785.57
2024-05-07 02:00:00,63736.8723,5024.8632,320529156.42,14872,12917.8403,0.00010082,11.6386,45730,1258142998937.64
2024-05-07 03:00:00,63277.9846,9567.115,605638004.24,14857,37442.1775,8.227e-05,9.1651,38765,1254516545028.86
2024-05-07 04:00:00,63492.4242,6424.0527,406917123.13,12692,27313.4559,9.768e-05,11.2821,43616,1245697142568.79
2024-05-07 05:00:00,63596.0923,7356.4323,467075695.14,21586,28312.3086,6.27e-05,12.5944,43006,1249675254236.87
2024-05-07 06:00:00,63663.9538,6886.5262,438018056.49,9452,16320.1425,8.613e-05,5.6459,24333,1251156455123.89
2024-05-07 07:00:00,63714.7909,5684.3482,362430897.06,13199,18466.8616,8.422e-05,10.2346,33096,1253286079340.21
2024-05-07 08:00:00,64264.8861,11598.0926,744062516.09,24441,56293.1789,7.932e-05,16.1891,52406,1253856745332.29
2024-05-07 09:00:00,64150.7452,6905.2113,443813737.47,17136,16613.1602,7.058e-05,6.4722,23138,1265985453388.16
2024-05-07 10:00:00,64122.3281,8218.2436,525985589.84,34879,24454.7661,8.11e-05,10.359,34226,1262814209005.21
2024-05-07 11:00:00,63526.8003,8967.5326,572206198.56,17274,23141.2719,8.808e-05,6.3902,34305,1260906877113.77
2024-05-07 12:00:00,63695.8126,6938.1474,441636674.23,13454,26246.1896,0.00010853,8.2853,44555,1250939745349.91
2024-05-07 13:00:00,63246.496,9611.6462,610258835.82,10991,24793.5216,8.266e-05,5.1619,27473,1254531539718.38
2024-05-07 14:00:00,64067.3884,11272.3219,715437487.53,18399,51354.046,0.00010391,12.7937,57862,1244498534000.25
2024-05-07 15:00:00,63768.9997,12415.2834,793927896.11,20976,27338.9699,9.92e-05,6.0224,26780,1259003363907.99
2024-05-07 16:00:00,63661.4655,5877.4249,374159801.08,12660,21495.739,0.00014136,4.6972,28071,1254437966327.88
2024-05-07 17:00:00,63411.7306,5831.2459,370006727.93,17609,30265.5871,0.0001204,7.9899,56521,1252412580383.13
2024-05-07 18:00:00,63188.5363,10388.8691,655592372.85,15493,32408.3989,0.00012391,10.3799,55356,1248642705050.94
2024-05-07 19:00:00,63083.9369,5921.7756,373937471.26,17874,38729.3461,0.00010278,12.0967,61801,1243345164025.43
2024-05-07 20:00:00,63006.0695,5263.031,331948040.99,12248,27361.9594,0.0001153,13.2776,49575,1243190097827.0
2024-05-07 21:00:00,63109.3096,4274.4269,269611984.6,9318,15305.1144,0.00011297,4.7697,37142,1241481278325.49
2024-05-07 22:00:00,62885.7502,7861.5228,495136994.72,6520,41234.8054,0.00011883,3.1062,28064,1242519071271.22
2024-05-07 23:00:00,62349.9855,13154.8937,821989257.89,16294,22180.8999,9.095e-05,10.3665,50097,1240102585532.4
2024-05-08 00:00:00,62620.9398,9638.9894,602561078.14,5905,26653.0685,9.643e-05,3.6721,20912,1227608198831.9
2024-05-08 01:00:00,62551.363,6400.0167,400730458.27,19768,34585.6135,8.319e-05,12.9189,48806,1232422199156.25
2024-05-08 02:00:00,62784.1242,5922.6596,371730152.13,3252,12336.4207,0.00011233,1.6046,13546,1231409639258.25
2024-05-08 03:00:00,62914.9756,5487.6322,344768461.2,5548,18162.8531,0.00014037,2.9695,27884,1236142669316.99
2024-05-08 04:00:00,62546.914,7126.7517,447211608.32,6385,30098.2109,0.00011174,3.2138,20800,1238486547594.81
2024-05-08 05:00:00,62636.0335,5279.0349,330525088.35,5665,6364.5697,0.00010728,3.5849,19036,1232218311880.28
2024-05-08 06:00:00,62522.7208,8312.0359,518942198.18,5953,29075.6656,0.00012755,3.2175,21404,1233505847307.33
2024-05-08 07:00:00,62231.8465,7506.9659,467837661.44,23409,53879.7731,8.959e-05,13.8412,60987,1230961734567.11
2024-05-08 08:00:00,62405.7215,8479.2751,528111427.94,18838,31742.3069,8.055e-05,13.1691,46741,1226965424190.51
2024-05-08 09:00:00,62332.7146,7801.1633,485730452.43,3510,13723.3352,0.00011781,1.568,13304,1227469044642.57
2024-05-08 10:00:00,62486.1566,6143.2951,383609905.79,11847,26921.5401,9.447e-05,6.9633,41051,1225174909043.98
2024-05-08 11:00:00,62272.1472,6208.4546,386951344.08,23415,28819.2815,6.318e-05,14.2224,41273,1229276461151.51
2024-05-08 12:00:00,62263.7865,7379.9087,459730938.33,18155,48495.0628,9.294e-05,14.3451,46067,1228550179418.51
2024-05-08 13:00:00,62451.543,13508.851,838453040.12,17078,14349.95,6.978e-05,7.9411,43307,1225744786292.65
2024-05-08 14:00:00,62593.5911,11898.6654,744023280.03,14069,25695.9796,8.214e-05,6.2364,41260,1226488648070.11
2024-05-08 15:00:00,62299.7303,12905.0646,803539917.45,45767,42255.3425,5.732e-05,18.2333,91435,1233908666612.95
2024-05-08 16:00:00,62474.0828,8417.4502,524140268.09,10195,16379.8747,7.63e-05,4.3208,30795,1225978625864.7
2024-05-08 17:00:00,62602.7658,7335.7423,458816906.79,26453,35121.9103,7.162e-05,10.7288,67280,1227395901704.71
2024-05-08 18:00:00,62539.5533,5698.0514,356868670.22,39463,17335.8326,6.768e-05,19.5448,60636,1230559675355.08
2024-05-08 19:00:00,62200.7284,8245.5751,513404425.65,19533,41248.3057,4.549e-05,6.0843,27185,1230595949046.71
2024-05-08 20:00:00,61612.3584,12373.7692,764496912.15,22349,29936.3457,5.885e-05,9.7192,52365,1225578596977.27
2024-05-08 21:00:00,61520.0919,6776.3858,417405891.86,46043,19558.8681,3.708e-05,17.2688,47519,1212391414308.05
2024-05-08 22:00:00,61274.0358,8877.4738,544604261.41,29621,34633.0444,4.103e-05,10.9818,35622,1213771417806.81
2024-05-08 23:00:00,61216.3032,10381.3944,634405645.4,28508,28690.8869,3.76e-05,9.7585,40083,1206346481743.28
2024-05-09 00:00:00,61426.5989,5728.3643,351554361.51,6362,26255.6342,9.066e-05,3.2282,25302,1205144595650.39
2024-05-09 01:00:00,61568.8008,4968.5477,305622852.17,35281,21770.508,3.908e-05,12.7886,52640,1209389670934.44
2024-05-09 02:00:00,61689.677,4175.1308,257262010.89,25254,8720.3568,4.918e-05,9.31,33984,1212023301152.65
2024-05-09 03:00:00,61702.0872,5246.9366,323486353.16,18550,8649.1833,4.695e-05,6.2615,26903,1214105633569.67
2024-05-09 04:00:00,61510.762,4920.9538,303223186.8,38092,34549.9791,4.335e-05,14.2119,43961,1215061068711.07
2024-05-09 05:00:00,61596.1132,4386.8645,270205561.47,25594,25829.3125,3.323e-05,7.964,22614,1210477164609.1
2024-05-09 06:00:00,61633.5119,4418.0556,272532120.87,15408,19594.1881,4.719e-05,6.0723,30745,1211984850732.29
2024-05-09 07:00:00,61264.513,6542.633,401835024.93,6193,35069.3346,9.961e-05,3.1555,22431,1214290896185.0
2024-05-09 08:00:00,61324.7633,5431.7829,333284469.74,21414,25123.2339,5.829e-05,9.7166,47323,1205160715914.69
2024-05-09 09:00:00,61302.5697,8150.9012,498352923.58,15886,34000.2366,5.126e-05,6.5838,31764,1206418615378.43
2024-05-09 10:00:00,60830.3867,7072.7304,431977497.26,28979,26142.4127,4.671e-05,13.3614,47505,1205688410848.34
2024-05-09 11:00:00,61076.8047,8662.1592,527945590.75,29571,16558.225,3.452e-05,9.7371,38695,1203933397305.37
2024-05-09 12:00:00,61545.0029,7977.3318,489779272.76,30255,38556.8417,3.407e-05,9.2862,37030,1204275384860.95
2024-05-09 13:00:00,61195.2601,9925.6521,607826876.31,25600,51510.4498,5.658e-05,13.0001,49959,1209898906868.64
2024-05-09 14:00:00,61553.9885,9578.2874,587722405.15,40798,49446.3635,3.892e-05,14.8608,51314,1204349570012.67
2024-05-09 15:00:00,62173.4391,15516.4952,961598238.44,25732,37507.8806,4.648e-05,10.2756,41043,1210630282294.66
2024-05-09 16:00:00,61889.791,15022.176,936880973.19,24235,53066.678,6.024e-05,11.6725,53637,1223433828602.28
2024-05-09 17:00:00,61971.3372,7701.2266,477391895.11,23704,35892.5331,6.91e-05,11.9476,61934,1219302249810.14
2024-05-09 18:00:00,62277.8899,5044.488,313381657.55,9001,17183.0847,8.366e-05,4.8502,33494,1224422441380.69
2024-05-09 19:00:00,62489.7333,6666.8203,415734663.09,17106,51092.0038,9.351e-05,16.7244,44172,1224985606407.43
2024-05-09 20:00:00,62660.9313,5918.8333,370122301.86,10568,23041.2344,0.00012303,12.0725,34768,1229356899038.83
2024-05-09 21:00:00,62571.2478,5448.3104,341477428.78,6567,9633.4875,0.0001689,10.9313,23445,1233978873464.46
2024-05-09 22:00:00,63314.6227,9037.2712,569072678.28,15384,36188.302,0.00019884,28.8306,45089,1231627182794.05
2024-05-09 23:00:00,63104.1481,6851.7296,432258530.68,21514,13771.0818,9.436e-05,19.8284,53077,1244515226847.78
2024-05-10 00:00:00,62867.4972,5225.1495,328884495.71,44489,29981.9644,3.896e-05,16.2143,49427,1240910691253.63
2024-05-10 01:00:00,62912.7885,5427.0171,341133309.26,10160,13734.367,8.14e-05,4.7811,27392,1236626803870.32
2024-05-10 02:00:00,62937.1261,3857.827,242750289.66,6365,15896.9885,8.415e-05,3.0317,21456,1238143341067.69
2024-05-10 03:00:00,62944.5379,3131.1796,196969998.2,13908,25140.6375,6.68e-05,6.6396,36436,1238737770019.39
2024-05-10 04:00:00,62955.2955,3558.4854,224026694.8,39356,56796.3449,3.632e-05,12.4802,37813,1239043737462.09
