timestamp,close_price,volume_base,volume_quote,transaction_count,total_value_transferred_btc,avg_fee_btc,total_size_used_mb,unique_active_wallets
2024-03-04 18:00:00,66653.4859,22030.4412,1467201155.69,8578,59855.8353,0.00035041,4.9874,37373
2024-03-04 19:00:00,67444.9773,16338.8775,1094428270.9,23651,85617.264,0.00031148,14.4128,82987
2024-03-04 20:00:00,67616.3777,25459.685,1718185871.77,16977,59867.8698,0.00032451,11.667,57473
2024-03-04 21:00:00,67453.4587,15951.8323,1072855606.93,19317,110249.966,0.00032363,12.2364,69766
2024-03-04 22:00:00,67987.666,13148.6718,889250778.89,5431,20290.7483,0.00036508,3.4196,23755
2024-03-04 23:00:00,68346.6086,26922.5957,1833226040.43,23465,101835.5119,0.00038235,18.1334,78540
2024-03-05 00:00:00,68153.4047,15010.3203,1023646542.09,20130,50896.7026,0.00039897,19.9469,68477
2024-03-05 01:00:00,68612.1442,536367.3546,36667935130.15,4628,10180.5788,0.00036263,4.1724,16580
2024-03-05 02:00:00,68225.6837,15634.2301,1066968101.89,19663,92922.4084,0.00038949,15.4466,67760
2024-03-05 03:00:00,68207.4978,12867.9585,875614806.55,10356,20494.3444,0.00033198,6.8969,37550
2024-03-05 04:00:00,67353.0459,20491.2368,1388324734.98,31201,116162.4679,0.0002212,18.5151,109313
2024-03-05 05:00:00,66963.3688,34627.0598,2304146965.07,17334,33171.5182,0.00021488,10.2857,53134
2024-03-05 06:00:00,67349.3597,14956.3351,1005093681.25,19918,52795.4974,0.00034975,21.3565,124815
2024-03-05 07:00:00,66251.0501,20132.484,1343841061.88,15818,30626.0047,0.00018619,10.6446,50334
2024-03-05 08:00:00,66917.7567,23009.0922,1528145962.48,12024,40688.8152,0.0002153,6.933,39800
2024-03-05 09:00:00,66441.8881,12271.7935,816405846.67,16418,27651.0857,0.00019627,10.2884,49558
2024-03-05 10:00:00,66872.1866,12793.6006,855613678.85,18610,45968.9137,0.00020918,12.1604,60587
2024-03-05 11:00:00,66681.8622,10841.4393,723389585.01,11736,23165.4777,0.00018534,6.7767,37410
2024-03-05 12:00:00,67349.6753,11163.5374,748531440.06,24110,60720.0384,0.00016684,15.5824,83033
2024-03-05 13:00:00,67821.1809,19400.3534,1314691778.32,17554,67542.2125,0.0001925,10.5726,57842
2024-03-05 14:00:00,68765.7176,30304.4605,2063024973.37,24333,82365.1985,0.00016004,15.7442,73714
2024-03-05 15:00:00,66918.4607,53412.8182,3617506334.15,21174,142973.2121,0.00017941,11.8904,65313
2024-03-05 16:00:00,65408.0165,50195.2257,3289898149.43,22628,120674.1658,0.00020007,13.5123,74125
2024-03-05 17:00:00,65559.9635,45400.3222,2931419705.04,5485,16951.4077,0.00028556,3.6662,22490
2024-03-05 18:00:00,64032.1693,24203.815,1563392747.25,21077,139180.9983,0.00036541,13.9588,74350
2024-03-05 19:00:00,61380.9588,60765.3237,3784560590.86,22136,88338.1591,0.00029103,15.8633,72891
2024-03-05 20:00:00,61982.2634,52187.8393,3257056317.51,14798,125585.4368,0.00030742,11.0174,71094
2024-03-05 21:00:00,63329.5966,33098.7941,2095499214.71,20653,129919.1147,0.00022615,14.561,82884
2024-03-05 22:00:00,63390.1074,17170.8543,1084111122.36,7990,53280.2537,0.00015591,5.2487,30221
2024-03-05 23:00:00,63872.8969,18434.4184,1177523833.91,24406,103891.2484,0.00017171,13.1115,77730
2024-03-06 00:00:00,63489.6256,16812.5427,1073699079.3,17919,62618.6094,0.00016717,13.9078,50577
2024-03-06 01:00:00,63173.62,13774.4467,874541577.35,18526,73402.5539,0.00013787,12.8463,58903
2024-03-06 02:00:00,62890.0065,12005.9966,759372846.49,21094,57349.8895,0.00011927,16.4355,66147
2024-03-06 03:00:00,63323.6163,9774.0394,617496466.34,12805,47208.7523,0.00014251,8.9718,41649
2024-03-06 04:00:00,64596.1308,13650.0134,872180829.0,11885,66124.047,0.00015263,9.5694,43377
2024-03-06 05:00:00,66398.2689,31929.6112,2092830615.68,15161,29816.6343,0.00014208,10.8744,56796
2024-03-06 06:00:00,65796.53,19843.3024,1311527529.82,12946,33459.731,0.00021604,9.2818,37643
2024-03-06 07:00:00,66716.2175,15354.6677,1015444170.12,8942,59520.0208,0.00024781,4.8714,27887
2024-03-06 08:00:00,66939.6871,26064.6568,1750046453.67,9370,35184.8725,0.00021182,5.0578,29836
2024-03-06 09:00:00,66199.4883,18834.259,1258961402.77,15800,31945.9894,0.00021894,9.6676,48226
2024-03-06 10:00:00,66708.8212,13798.3913,918452111.04,18949,160394.3152,0.00019298,12.5272,57050
2024-03-06 11:00:00,67331.9041,15768.2295,1055744191.31,18333,25802.5699,0.00015745,12.6355,52451
2024-03-06 12:00:00,65810.4451,33610.691,2228078032.09,3386,10488.7358,0.00019633,1.8385,11263
2024-03-06 13:00:00,66376.7856,29059.0616,1921269067.95,17282,94075.0879,0.00023754,8.0642,56699
2024-03-06 14:00:00,66020.1441,30337.1597,2024062411.89,15321,60537.0955,0.00021242,9.9821,60728
2024-03-06 15:00:00,66517.8628,30586.5497,2024454766.91,16471,45993.7172,0.00018187,11.531,50015
2024-03-06 16:00:00,67155.5113,20225.7132,1349575396.64,16247,88941.4052,0.00022824,7.9243,54990
2024-03-06 17:00:00,67359.819,17481.8507,1171865714.42,15117,50140.358,0.00020842,8.5589,54312
2024-03-06 18:00:00,67159.5598,16818.8408,1129045057.29,13001,64769.3567,0.00022567,6.3217,46672
2024-03-06 19:00:00,66846.9142,14577.161,977033128.66,17753,62267.106,0.00019876,10.348,61358
2024-03-06 20:00:00,67208.7746,18104.3831,1216083483.23,17729,31065.7676,0.00015088,11.1113,51539
2024-03-06 21:00:00,66510.1824,13267.6633,884450418.48,19548,97056.8642,0.00014572,10.2619,57273
2024-03-06 22:00:00,66017.9734,7057.7426,467901015.23,20085,79571.9016,0.00016451,14.7983,72435
2024-03-06 23:00:00,66113.938,8844.2131,584338909.97,28124,52663.6107,0.00012323,23.8824,86233
2024-03-07 00:00:00,66261.1861,9318.6428,615847766.33,11903,69529.2437,0.0001346,9.1644,42073
2024-03-07 01:00:00,66387.025,11953.4651,789011889.04,21321,36645.8885,0.00011081,17.27,60869
2024-03-07 02:00:00,66133.0831,11130.6013,736995634.01,22826,44073.0694,9.64e-05,16.7483,60871
2024-03-07 03:00:00,65891.0453,8266.2752,546567131.31,22093,23688.8493,0.00011373,23.1513,76998
2024-03-07 04:00:00,65872.9066,8163.0878,538573855.74,16513,35232.9598,0.00010312,10.4021,54957
2024-03-07 05:00:00,65828.7322,10043.8022,662398130.71,19228,35251.2902,0.00011232,18.697,71549
2024-03-07 06:00:00,65900.5891,8458.8784,558153775.42,14965,42813.9475,9.254e-05,10.6769,38305
2024-03-07 07:00:00,66431.2721,9423.6212,623610013.06,26292,34598.1365,0.00010604,15.8605,69945
2024-03-07 08:00:00,66699.2875,15059.1858,1005792862.77,19030,46374.2476,9.672e-05,11.8421,50458
2024-03-07 09:00:00,66769.3238,8707.4515,581543963.89,17155,55686.7168,0.00011467,11.7513,54963
2024-03-07 10:00:00,66955.8441,7783.4093,520255197.25,14622,116866.6681,9.244e-05,9.2848,39151
2024-03-07 11:00:00,66918.9093,12961.366,866886713.75,13606,38732.4868,0.00010681,6.728,39826
2024-03-07 12:00:00,66756.2964,9652.9249,646140619.97,23831,53633.4736,9.67e-05,11.7271,63329
2024-03-07 13:00:00,66931.6121,8830.9668,590583661.99,16397,29646.8129,0.00010854,10.5692,58557
2024-03-07 14:00:00,67103.0901,29522.6276,1986843405.24,20181,53663.9832,0.00011785,13.7771,68098
2024-03-07 15:00:00,67357.5341,19223.24,1291765041.1,23008,105999.7941,0.00012106,15.804,71550
2024-03-07 16:00:00,67376.2075,13232.5904,890633666.77,21446,80226.5228,0.0001222,20.2294,80246
2024-03-07 17:00:00,67632.4674,19578.5862,1326927578.66,15498,49639.3028,0.00012055,10.0396,58968
2024-03-07 18:00:00,67672.0708,11340.3508,767415010.17,11452,35577.1381,0.00014969,6.5034,43220
2024-03-07 19:00:00,67574.396,10210.6653,690183755.65,21228,69496.2721,0.00012592,13.5959,76282
2024-03-07 20:00:00,67699.6764,15960.2398,1082634233.56,13167,59079.3595,0.00017845,15.0355,41165
2024-03-07 21:00:00,67340.9411,12857.5778,866459195.88,15650,55346.402,0.00019899,17.886,48355
2024-03-07 22:00:00,67203.8748,5381.8547,362574433.6,18080,32264.1847,0.0001792,31.6276,54225
2024-03-07 23:00:00,66925.3448,7275.5726,488187743.99,16672,39680.8705,0.00012012,13.5785,65087
2024-03-08 00:00:00,67156.5466,6434.9641,430965906.55,10706,39175.3234,9.579e-05,6.6613,37182
2024-03-08 01:00:00,67042.4948,7695.0337,516585052.48,10489,38477.8181,0.00013222,6.6628,39922
2024-03-08 02:00:00,67161.3632,5609.5768,376057759.5,15630,42071.4533,0.00010149,10.3589,50397
2024-03-08 03:00:00,67201.3186,5925.6521,398128871.78,6646,8865.0258,0.00018548,6.0524,18061
2024-03-08 04:00:00,67143.2332,3502.4159,235299789.6,17839,45957.1216,0.00011505,12.1044,63852
2024-03-08 05:00:00,66984.2762,4172.5037,279517780.91,14012,43154.1451,0.00011385,11.2817,47460
2024-03-08 06:00:00,67611.3951,6934.7513,466336085.19,15172,48103.5499,8.836e-05,10.6758,44427
2024-03-08 07:00:00,67339.1836,9408.6718,635205544.21,9493,10733.3384,0.0001393,5.3466,22273
2024-03-08 08:00:00,67339.3831,6291.513,423688453.43,38598,115398.1837,9.459e-05,22.6323,93435
2024-03-08 09:00:00,67197.3162,7361.8348,495442965.98,14529,25093.7328,8.481e-05,7.5361,41249
2024-03-08 10:00:00,67412.7201,6321.6996,425772289.64,19449,26924.9199,0.00010591,13.9739,61877
2024-03-08 11:00:00,67797.7158,8035.9755,542759974.44,16905,35443.0368,9.155e-05,8.7969,46417
2024-03-08 12:00:00,67541.8194,6905.7992,466833645.86,34109,48787.6016,8.135e-05,24.1007,95730
2024-03-08 13:00:00,67894.9638,12525.6903,847876793.1,13187,26492.9787,0.00011698,8.0188,42590
2024-03-08 14:00:00,68530.7427,26742.8513,1825242740.29,16221,47123.564,0.00011058,8.6006,48692
2024-03-08 15:00:00,67796.2735,61579.7023,4229859739.38,12411,74256.3212,0.00019071,6.8786,41095
2024-03-08 16:00:00,67936.4584,52462.9516,3520980015.15,29224,87592.4359,0.00012201,18.0865,83152
2024-03-08 17:00:00,68471.3035,25090.9072,1715027849.19,23048,83971.0861,0.00012443,14.2913,72207
2024-03-08 18:00:00,68662.3036,20024.9849,1373036706.32,15069,46515.7036,0.0001432,11.3107,52643
2024-03-08 19:00:00,68937.9709,17496.196,1200775989.38,11250,57177.0621,0.00012915,7.0275,43387
2024-03-08 20:00:00,69240.662,28014.5326,1940025525.01,9605,58201.6429,0.00014163,4.8036,35530
2024-03-08 21:00:00,68355.8748,19811.5358,1363880666.43,30331,100650.8937,0.00012024,16.8596,65252
2024-03-08 22:00:00,68306.9609,8804.6543,602551760.02,19147,38929.3389,0.00011582,12.4898,63043
2024-03-08 23:00:00,68262.5075,7531.4012,514660287.73,23704,52096.6869,9.584e-05,14.1205,77909
2024-03-09 00:00:00,68244.8856,6438.8652,439496933.16,12759,30381.9171,0.00010775,11.682,54769
2024-03-09 01:00:00,68061.4781,5829.2988,397269313.57,12176,16020.2615,0.00011576,11.8476,52620
2024-03-09 02:00:00,68315.577,4794.502,327000897.65,9166,17156.1483,0.00011414,5.0751,30423
2024-03-09 03:00:00,68401.6514,3803.8724,260002919.96,16543,27507.4171,0.00011558,10.002,49818
2024-03-09 04:00:00,68423.4894,3629.0928,248090023.57,17518,43651.9863,0.0001147,14.1814,67615
2024-03-09 05:00:00,68371.9015,3241.6444,221570770.99,14745,23606.9568,0.00015949,15.6457,46005
2024-03-09 06:00:00,68560.011,5168.4794,353966684.69,17979,54621.9464,0.00012712,19.7332,74163
2024-03-09 07:00:00,68437.8031,4454.4409,305613194.29,10965,15412.7248,0.00011579,7.7674,40753
2024-03-09 08:00:00,68428.7062,4840.3361,331493173.86,14961,19550.3764,0.00010764,10.465,53686
2024-03-09 09:00:00,68400.139,4365.9959,298648961.57,11613,16787.2222,0.0001297,9.5521,50882
2024-03-09 10:00:00,68317.847,7418.3848,506350619.28,10382,16978.5912,0.0001114,7.6942,38864
2024-03-09 11:00:00,68430.7967,4075.1995,278744666.0,22458,31641.1876,0.0001289,18.7651,76474
2024-03-09 12:00:00,68616.9084,4971.133,340312157.86,16509,24266.6237,9.755e-05,10.6038,55985
2024-03-09 13:00:00,68491.1704,4099.2912,281047905.85,12018,19858.4535,0.00011128,7.762,41700
2024-03-09 14:00:00,68288.0346,5658.9723,387101817.03,18326,51280.3433,0.00012726,16.5536,78226
2024-03-09 15:00:00,68432.7051,4076.9731,278866886.43,14542,34904.4565,0.00011051,9.0733,57860
2024-03-09 16:00:00,68253.2791,5434.8795,371130940.31,15872,25719.7353,8.789e-05,8.1962,48047
2024-03-09 17:00:00,68286.2499,5267.5999,359593445.54,21693,58504.6874,9.537e-05,13.5886,72017
2024-03-09 18:00:00,68402.383,3808.5606,260439662.88,12129,25999.8827,0.00011774,8.0083,49489
2024-03-09 19:00:00,68337.1882,3647.6641,249405088.8,25039,32418.3473,8.972e-05,16.4118,90655
2024-03-09 20:00:00,68478.005,2972.0261,203459042.44,2581,3202.3378,0.00015594,1.4051,12513
2024-03-09 21:00:00,68498.1486,3305.4152,226288941.26,26863,40540.0206,0.00010933,15.336,82440
2024-03-09 22:00:00,68468.5347,2295.4797,157226484.82,10034,14268.8388,0.00014124,6.8674,39157
2024-03-09 23:00:00,68435.1183,2926.85,200390385.76,11995,33561.2651,9.132e-05,6.8815,38065
2024-03-10 00:00:00,68471.722,4867.6105,333168753.26,17335,45738.3506,8.606e-05,11.7887,44253
2024-03-10 01:00:00,69037.3632,17812.0875,1229119410.59,6944,31420.2386,0.00014268,4.3777,28537
2024-03-10 02:00:00,68942.5895,7769.5746,537188410.29,12619,30584.1139,0.00011665,8.3426,45188
2024-03-10 03:00:00,69244.548,5657.0006,390668411.17,8963,15137.7847,9.998e-05,4.846,28464
2024-03-10 04:00:00,69527.7904,12687.3136,882437023.96,16249,49545.3572,0.00010367,8.0167,49127
2024-03-10 05:00:00,69449.199,6463.5262,449013166.24,14199,29051.5177,0.00015904,9.7403,37934
2024-03-10 06:00:00,69418.0242,4922.9938,341439737.26,16592,31285.4343,0.00013178,12.5533,44848
2024-03-10 07:00:00,69445.8229,4651.9971,323009823.42,27931,27301.3058,9.067e-05,20.5633,73224
2024-03-10 08:00:00,69716.214,5475.0598,381032621.57,13280,20371.6359,9.44e-05,9.3527,38782
2024-03-10 09:00:00,69886.0022,14966.0942,1042767807.96,12850,23444.2217,9.281e-05,9.8598,45543
2024-03-10 10:00:00,69856.6041,10643.571,743702254.51,9247,39155.8331,0.00011067,4.7924,34461
2024-03-10 11:00:00,69671.3925,6681.5075,465999367.75,14448,29503.7933,9.167e-05,8.5481,46797
2024-03-10 12:00:00,69886.4304,9648.21,673491264.69,17129,47300.8334,9.43e-05,13.3732,56986
2024-03-10 13:00:00,69409.83,8580.8258,597744371.62,16159,30680.653,9.099e-05,12.4621,49680
2024-03-10 14:00:00,69376.6937,13805.6985,956160188.12,19124,39792.4416,0.00010046,15.2735,71779
2024-03-10 15:00:00,69315.3344,8237.2284,571143873.63,19083,22099.0937,9.139e-05,13.8797,60642
2024-03-10 16:00:00,69533.4388,8922.839,621191583.71,16384,38660.8707,7.808e-05,8.1609,46104
2024-03-10 17:00:00,69517.6347,4248.8412,295515888.98,13789,25357.6821,9.83e-05,6.6572,44272
2024-03-10 18:00:00,69341.0462,4195.1359,291406106.19,26504,23208.1541,7.831e-05,14.2333,68631
2024-03-10 19:00:00,69497.4515,3873.8276,268851514.25,6151,3743.9992,8.042e-05,3.5757,17877
2024-03-10 20:00:00,69406.2411,3149.2342,218637068.14,24373,36024.0319,0.00010084,13.3943,77956
2024-03-10 21:00:00,69188.3624,3450.4919,239179517.81,19601,20133.4792,8.751e-05,15.2239,71429
2024-03-10 22:00:00,68471.8339,14257.8645,980090214.98,12955,38068.5457,0.00010409,11.1945,58571
2024-03-10 23:00:00,69016.3878,9717.5618,668094333.95,6144,25847.3814,0.00012333,5.0503,28950
2024-03-11 00:00:00,68105.898,18709.6736,1276511478.47,18267,58491.5316,0.0001051,15.7513,73060
2024-03-11 01:00:00,68326.8822,18793.253,1279325802.95,10780,21216.0247,9.373e-05,8.5128,43082
2024-03-11 02:00:00,68352.3508,8554.3864,585608985.64,20472,28393.2116,8.821e-05,15.8014,65123
2024-03-11 03:00:00,68614.692,6480.3412,444016718.15,16284,36463.0106,6.798e-05,10.9312,42591
2024-03-11 04:00:00,68561.5158,5122.4655,351611056.7,13247,16804.507,0.00011257,16.5242,66373
2024-03-11 05:00:00,68562.0403,5552.6041,381322013.18,16173,38094.8971,7.654e-05,14.1314,49400
2024-03-11 06:00:00,69201.8401,7929.2955,545776550.34,10928,24597.8552,0.0001045,12.8937,61832
2024-03-11 07:00:00,71027.5559,56742.8159,3999962442.3,20238,53592.1591,8.226e-05,17.2227,56776
2024-03-11 08:00:00,71206.2529,25137.5473,1793368049.95,16650,76127.7357,7.983e-05,13.3513,45764
2024-03-11 09:00:00,71775.5581,17292.4012,1237505072.41,9500,35978.2395,9.509e-05,4.8172,33310
2024-03-11 10:00:00,71510.0053,13268.7272,951137871.24,20224,50193.0305,8.6e-05,11.5918,63926
2024-03-11 11:00:00,71553.3223,22889.5326,1643430315.52,15315,72924.6966,8.764e-05,8.7264,46613
2024-03-11 12:00:00,71959.4259,17638.2768,1267431807.23,19823,40474.3345,7.464e-05,11.4609,67983
2024-03-11 13:00:00,71512.9477,25461.3573,1831245831.76,28751,101953.9168,6.632e-05,14.9898,70777
2024-03-11 14:00:00,72150.364,23894.2992,1720994911.96,19633,88072.5106,8.219e-05,13.624,67789
2024-03-11 15:00:00,72069.3262,24005.7632,1736386311.0,14740,123175.1721,0.00012105,16.4628,52684
