timestamp,close_price,volume_base,volume_quote,transaction_count,total_value_transferred_doge,avg_fee_doge,total_size_used_bytes,market_cap
2024-05-04 16:00:00,0.1626930975,353413622.6657,57382561.1,8483,309353380.31,0.178733,4749509,23500563105.56
2024-05-04 17:00:00,0.1605181895,451863988.9095,72361363.23,9855,377278649.89,0.145084,8670877,23499351764.9
2024-05-04 18:00:00,0.1620046905,292145017.2258,46935908.38,6925,317649134.6,0.204669,3805047,23025908121.59
2024-05-04 19:00:00,0.1615359531,229733194.7855,37105374.13,6880,259668798.1,0.220036,2532593,23193269496.82
2024-05-04 20:00:00,0.1624803311,173445103.4346,28087728.57,5775,268793303.9,0.195007,2080372,23199091435.27
2024-05-04 21:00:00,0.1621520143,278630664.2149,45201385.84,10162,263477224.65,0.139161,3257013,23313460909.95
2024-05-04 22:00:00,0.1605267983,196015302.9138,31765161.48,5224,257042650.66,0.212718,2129473,23208907500.78
2024-05-04 23:00:00,0.1609879011,176341112.0162,28419451.08,7831,103579518.11,0.122261,2797694,23045459207.88
2024-05-05 00:00:00,0.1605113011,534613473.3399,86634699.73,7713,483657934.17,0.124959,2818654,23083739055.5
2024-05-05 01:00:00,0.1577720139,633448494.3656,99685438.79,4155,309839840.35,0.388,1859364,23046680244.39
2024-05-05 02:00:00,0.1582917975,330582745.8432,52657889.6,1951,227967091.22,0.642916,1148131,22616991420.85
2024-05-05 03:00:00,0.159059047,251284350.4027,39815505.83,5552,188993772.68,0.213298,2205142,22724194554.72
2024-05-05 04:00:00,0.1598523232,263976169.4405,42192146.46,3249,625686781.49,0.247816,1631227,22754675609.41
2024-05-05 05:00:00,0.1603223449,305098833.0034,49137742.09,14064,341941301.33,0.086913,4982133,22989050811.49
2024-05-05 06:00:00,0.1610149323,436053107.234,70273199.46,5321,278868460.4,0.168244,1794006,23060589742.41
2024-05-05 07:00:00,0.1623708812,282843183.9336,46011659.99,7550,378568115.09,0.162176,2630376,23128910768.34
2024-05-05 08:00:00,0.161865963,289640460.184,47016492.75,5197,524429495.04,0.182544,1997407,23294264830.81
2024-05-05 09:00:00,0.161475712,174088469.6912,28214185.2,4888,204968193.02,0.173966,1900722,23222817222.75
2024-05-05 10:00:00,0.1612591792,162329188.5882,26217048.27,5756,195100169.98,0.145162,2028958,23191856911.85
2024-05-05 11:00:00,0.1615731895,169568885.6679,27469937.28,6291,177489377.89,0.149974,2272333,23136848179.27
2024-05-05 12:00:00,0.1601798972,210397017.0228,33828850.86,5389,297564716.32,0.161166,1939799,23261991061.98
2024-05-05 13:00:00,0.1613155147,319035497.6788,51483954.23,7443,288911333.61,0.186049,2520213,23007112562.35
2024-05-05 14:00:00,0.1615223967,246821247.1359,39830178.41,8874,341358893.31,0.112331,2589362,23218884814.85
2024-05-05 15:00:00,0.1625282532,252646452.1051,40926840.34,11674,411516157.08,0.114496,3356619,23244085682.81
2024-05-05 16:00:00,0.1622448866,156500015.1173,25372117.52,9899,323959631.83,0.1135,2845412,23321910183.46
2024-05-05 17:00:00,0.1613441529,231376664.6659,37592208.77,10656,443625918.44,0.10445,2803670,23304598637.34
2024-05-05 18:00:00,0.1629282483,168020585.2517,27216424.25,9667,312481209.57,0.124115,2546357,23282853095.1
2024-05-05 19:00:00,0.1629629365,108474443.3246,17661697.38,9714,418319788.2,0.124232,2683648,23376646592.96
2024-05-05 20:00:00,0.1613193028,107960853.2679,17461488.84,20345,261327944.11,0.085222,5557257,23362973174.36
2024-05-05 21:00:00,0.1611665548,113971946.6271,18341507.65,16954,228497014.8,0.066016,4535459,23198301581.79
2024-05-05 22:00:00,0.1608638515,121844989.8372,19566866.08,20383,307329825.45,0.078893,5623074,23036607948.96
2024-05-05 23:00:00,0.1615872136,144440120.401,23330917.45,22041,384963656.64,0.057879,5653513,23098481729.01
2024-05-06 00:00:00,0.1628789926,217411349.6517,35399232.05,19421,592689198.99,0.061991,5033712,23139601583.59
2024-05-06 01:00:00,0.1644158676,264534415.2681,43308518.44,19263,292129430.12,0.060443,5112471,23453099938.49
2024-05-06 02:00:00,0.1626457472,401485886.8565,66227408.46,19131,370839949.75,0.073249,5249897,23512413216.44
2024-05-06 03:00:00,0.1624882168,182008717.7851,29633718.63,18636,212961642.41,0.076659,5149528,23598853915.13
2024-05-06 04:00:00,0.1636460674,120516810.8758,19662223.25,15496,243790674.77,0.080535,4570090,23341341917.58
2024-05-06 05:00:00,0.1630682139,145747749.0057,23772957.05,11057,241468825.94,0.08704,2830486,23513286518.96
2024-05-06 06:00:00,0.1641590729,211481289.1858,34719345.94,9959,285770177.16,0.094866,2664606,23438236720.56
2024-05-06 07:00:00,0.1645093294,153787410.6782,25255801.41,10369,205837066.46,0.123635,3087332,23612493838.0
2024-05-06 08:00:00,0.167375422,661569185.563,110990800.11,13054,837598814.62,0.092408,3966991,23624296031.82
2024-05-06 09:00:00,0.1681920969,301154737.1609,50794935.56,13006,602386145.49,0.090095,4798809,24054561048.55
2024-05-06 10:00:00,0.1622373665,657133541.6992,107944604.5,9541,444732667.98,0.100459,3004785,24153805663.22
2024-05-06 11:00:00,0.1627160873,298283662.2661,48666969.73,4599,593106967.32,0.237192,1588316,23227440866.42
2024-05-06 12:00:00,0.1586106432,530718150.1841,85040616.16,1887,403463091.78,0.606508,1318070,23345092372.63
2024-05-06 13:00:00,0.1600334878,331615772.0567,52988541.47,2071,573312782.31,0.617516,1449789,22774811180.56
2024-05-06 14:00:00,0.157488807,328107604.0996,52412734.8,1831,416349606.38,0.588543,1503190,22991867914.05
2024-05-06 15:00:00,0.158869948,456880877.6996,71804071.52,1930,438589675.27,0.609998,2001331,22637651142.75
2024-05-06 16:00:00,0.1571194164,190975556.1913,30185636.2,2028,785059321.45,0.595985,1242636,22735653325.31
2024-05-06 17:00:00,0.1557199817,410732435.8419,64049346.29,2126,1589590415.89,0.688769,1958362,22547330761.38
2024-05-06 18:00:00,0.1567159174,224317624.8109,34971742.12,1648,672946703.02,0.811307,1336566,22370639659.4
2024-05-06 19:00:00,0.1575503312,279887081.5785,43652754.98,1678,445460709.73,0.782425,1377115,22552112936.68
2024-05-06 20:00:00,0.1583795087,211589704.7471,33457644.38,3269,519679042.56,0.301874,1932212,22615589041.86
2024-05-06 21:00:00,0.1584308113,91175443.5542,14470730.28,9316,303100824.21,0.152247,3209994,22715268679.5
2024-05-06 22:00:00,0.1578366736,90477144.7581,14292826.09,10419,439530774.67,0.145818,3595713,22723299205.56
2024-05-06 23:00:00,0.157058588,99905516.8677,15751372.66,8514,219808901.75,0.130106,2495799,22649418892.04
2024-05-07 00:00:00,0.1575575509,207429841.4958,32820610.64,9904,517409220.56,0.104816,2907553,22557927432.45
2024-05-07 01:00:00,0.1589485677,176404151.7114,27940870.54,8584,869401751.94,0.112931,2493594,22725886339.99
2024-05-07 02:00:00,0.1572495241,135720972.9665,21433441.68,8004,583616220.84,0.173641,2628550,22820385987.26
2024-05-07 03:00:00,0.155431722,328309386.1225,51007447.27,8995,330495335.0,0.171417,3096684,22580987431.92
2024-05-07 04:00:00,0.1565462805,184485115.4726,28823167.2,9590,585084926.51,0.171022,3545398,22323762710.7
2024-05-07 05:00:00,0.1566417231,146315764.9394,22888261.13,11101,245389630.17,0.135773,3696245,22437516909.98
2024-05-07 06:00:00,0.1566488617,111008500.5706,17344889.13,9802,557484525.23,0.212368,3853439,22509834866.01
2024-05-07 07:00:00,0.1565434226,124226610.4724,19474296.3,8225,365935533.23,0.199438,3436320,22491395301.16
2024-05-07 08:00:00,0.1587850729,371272745.7864,58915285.31,10565,880887077.46,0.180266,3889228,22528346371.98
2024-05-07 09:00:00,0.1591955662,224010007.8832,35714850.31,10348,559842663.95,0.155545,4050210,22890751849.38
2024-05-07 10:00:00,0.1586324558,224036752.7026,35461235.1,10969,381564364.26,0.15342,5161889,22900139688.98
2024-05-07 11:00:00,0.1568155403,253083103.5007,40012627.93,10468,242456478.39,0.143392,3499505,22799552591.25
2024-05-07 12:00:00,0.1577373251,154742647.1961,24342103.21,8974,239402381.37,0.263673,4646502,22548402213.38
2024-05-07 13:00:00,0.1558866799,163577299.8574,25643300.25,10577,433360831.47,0.326111,5129699,22698984204.05
2024-05-07 14:00:00,0.1578821772,186000332.785,29095027.24,11333,333739691.09,0.465508,6286881,22415965541.92
2024-05-07 15:00:00,0.1567621948,243098872.5212,38311931.58,9120,433120277.32,0.520888,5457512,22688760158.67
2024-05-07 16:00:00,0.1566593989,106966742.3465,16750588.13,9926,1714259746.96,0.169579,3706001,22565231658.4
2024-05-07 17:00:00,0.1552420543,137871493.191,21451518.06,10194,525416566.2,0.117469,3509424,22534631864.77
2024-05-07 18:00:00,0.1540189211,261191002.7218,40190424.1,10038,594221390.55,0.129562,4210025,22345506157.42
2024-05-07 19:00:00,0.153751769,116928481.5799,17982939.29,8686,525629816.24,0.160726,3132542,22107014646.11
2024-05-07 20:00:00,0.1537787007,101226092.8682,15584915.31,9547,395205233.87,0.107865,3010083,22135012078.9
2024-05-07 21:00:00,0.1531288001,134489409.6265,20653693.6,8648,409861321.91,0.122736,3059704,22103810806.64
2024-05-07 22:00:00,0.1522236041,186300481.1265,28429912.2,10278,401725058.09,0.104417,3708847,22002735480.28
2024-05-07 23:00:00,0.1503825533,338412806.5084,51078195.6,10725,435618865.72,0.095218,3762792,21939505626.25
2024-05-08 00:00:00,0.1510155623,305848835.3571,46132949.03,3948,646078435.56,0.25293,2245555,21637603313.5
2024-05-08 01:00:00,0.1512969741,136067932.0833,20604874.32,1997,406281642.15,0.365208,1509992,21733405625.96
2024-05-08 02:00:00,0.1514397894,126933660.7826,19238194.63,2230,280046535.34,1.08433,3773395,21773333562.37
2024-05-08 03:00:00,0.151796747,97378424.7803,14777995.23,1994,278036916.62,0.503894,1862868,21829213092.92
2024-05-08 04:00:00,0.1504940402,173859887.0951,26238509.69,1449,319297738.19,0.76753,1349649,21858711157.04
2024-05-08 05:00:00,0.1501835114,96227921.9442,14493898.9,1139,297788088.4,0.774546,533947,21660803536.55
2024-05-08 06:00:00,0.1495886457,245829300.1525,36760158.12,1452,550982101.46,0.66373,693865,21662711291.94
2024-05-08 07:00:00,0.1480559118,258435031.863,38368341.19,1342,708866124.18,0.692692,672465,21509789386.63
2024-05-08 08:00:00,0.148697576,178897715.4671,26571270.89,1461,846080581.43,0.67443,795142,21355879549.27
2024-05-08 09:00:00,0.1482371847,180378913.9669,26680211.52,1529,354037068.57,0.741459,905547,21288094986.83
2024-05-08 10:00:00,0.1492478611,192962647.4179,28749735.93,1202,543018245.88,0.699254,780569,21313881443.49
2024-05-08 11:00:00,0.1472176895,164490991.448,24379709.22,1566,458790296.22,0.5591,1003981,21452433769.33
2024-05-08 12:00:00,0.1470457822,195701302.7672,28798096.53,1863,728313874.95,0.558865,1292902,21276632944.44
2024-05-08 13:00:00,0.1500919039,432219241.5039,64213033.23,4984,560470350.94,0.290532,2560344,21086244415.99
2024-05-08 14:00:00,0.1502598426,254759908.6883,38312675.68,4118,436134790.68,0.726497,3440235,21613863581.88
2024-05-08 15:00:00,0.1489238892,256131311.2798,38105997.12,2610,475779928.22,0.533462,1318669,21603918381.57
2024-05-08 16:00:00,0.1490522001,149233489.4087,22145359.22,3652,701312136.13,0.353611,1504317,21424581903.99
2024-05-08 17:00:00,0.1491867259,154071652.2399,22958713.61,2812,415606398.46,0.454401,1155457,21399497470.71
2024-05-08 18:00:00,0.1490679307,208680508.4107,31263664.92,1822,527282797.91,0.580187,755798,21439376929.84
2024-05-08 19:00:00,0.147047713,168268267.5979,24808265.19,1646,405468629.75,0.54133,672552,21449068330.09
2024-05-08 20:00:00,0.1448311046,343941835.6671,49918924.43,1203,450203394.04,0.719532,511878,21161265850.4
2024-05-08 21:00:00,0.1434225659,240642403.6745,34650379.04,1206,378332839.96,0.710683,553140,20815942731.71
2024-05-08 22:00:00,0.1429458709,205078190.6821,29389224.26,1341,417937485.34,0.670466,601475,20617485735.65
2024-05-08 23:00:00,0.1435244478,204645194.9794,29328914.04,1367,366260451.0,0.749066,608436,20559242569.89
2024-05-09 00:00:00,0.1456324487,165765201.9735,24026349.53,1357,635369630.04,0.757264,731970,20629270042.74
2024-05-09 01:00:00,0.147045287,153696292.8335,22500707.73,1913,283125380.92,0.746977,1501337,20922096064.26
2024-05-09 02:00:00,0.1473850911,111644942.9645,16453197.44,1947,303615033.31,0.64096,1453874,21131577482.99
2024-05-09 03:00:00,0.1482699754,163460174.5412,24145401.47,3097,237103750.94,0.475955,1861573,21242081496.01
2024-05-09 04:00:00,0.1475160619,149464615.9805,22180061.95,2402,441164978.2,0.446957,1538956,21307713280.78
2024-05-09 05:00:00,0.1481865784,93708496.8281,13882616.52,1570,213624892.92,0.558658,1126050,21255828385.99
2024-05-09 06:00:00,0.1477881113,123788334.8398,18349244.82,1776,733838352.96,0.589983,1064445,21315127456.5
2024-05-09 07:00:00,0.1461909555,180938260.6398,26556112.53,7868,313174417.3,0.145988,3392321,21236286838.09
2024-05-09 08:00:00,0.1462742726,122740606.8304,17945528.42,5717,627334868.17,0.206314,2753410,21042146678.21
2024-05-09 09:00:00,0.1457569012,164897783.0222,23978106.23,6372,297389695.97,0.122676,2480292,21050263560.53
2024-05-09 10:00:00,0.1438720498,251991555.804,36474630.82,6700,411983970.76,0.161386,2990720,20979327965.41
2024-05-09 11:00:00,0.1461314656,242851387.9872,35302945.55,6124,334469456.54,0.131872,2579650,20946456249.83
2024-05-09 12:00:00,0.1478358223,257516957.7866,37928122.37,6068,480034897.75,0.14711,2600692,21098444187.98
2024-05-09 13:00:00,0.1477800019,228889591.3638,33680543.82,6626,880307892.08,0.227254,2940911,21212168630.48
2024-05-09 14:00:00,0.1480640673,245710841.022,36418286.65,8061,644545825.01,0.140893,3045658,21144848901.14
2024-05-09 15:00:00,0.1491718886,381867225.3608,57016678.36,6706,466663736.04,0.200794,2843905,21324255217.67
2024-05-09 16:00:00,0.1479083257,366284659.0448,54750623.9,5811,454468952.93,0.219523,2274723,21463688408.34
2024-05-09 17:00:00,0.1488882464,140746362.2252,20897523.08,6202,384758354.16,0.176121,2322023,21410476108.39
2024-05-09 18:00:00,0.1498187235,92716848.9622,13840672.93,7621,343148779.45,0.179833,2677947,21453125548.54
2024-05-09 19:00:00,0.1503325563,112775786.0442,16907467.5,13583,397132339.04,0.096894,4154963,21549310004.43
2024-05-09 20:00:00,0.1507397,116549748.5687,17540403.81,10793,356403466.02,0.097006,3033568,21625554006.47
2024-05-09 21:00:00,0.150650121,124815341.8146,18847610.8,11065,700902376.15,0.102546,3059142,21629722926.76
2024-05-09 22:00:00,0.1536257587,268480014.7757,40958420.16,11160,343883059.65,0.098677,3321614,21653879850.66
2024-05-09 23:00:00,0.1523881127,229421596.6164,34971514.25,10627,357235552.78,0.091728,3163941,22143957824.04
2024-05-10 00:00:00,0.1513535264,161160359.2797,24441515.53,19245,226768877.0,0.059571,6145522,21906326936.62
2024-05-10 01:00:00,0.1511869955,221213035.7767,33398897.95,15644,187373473.61,0.066837,5291858,21809078699.41
2024-05-10 02:00:00,0.1508417943,126518326.3707,19092522.82,12048,216100424.55,0.121348,4477627,21745564042.97
2024-05-10 03:00:00,0.1509146279,85535767.7465,12899453.41,14280,170009821.8,0.088594,5355656,21708328468.59
2024-05-10 04:00:00,0.1515897822,140215523.0686,21246029.81,15493,371509364.9,0.090194,5445259,21660511623.01
2024-05-10 05:00:00,0.1512083458,99590038.7086,15052170.42,21202,403765204.29,0.051123,6484185,21817432614.9
2024-05-10 06:00:00,0.1525763474,101271273.6149,15396980.68,22059,705919506.82,0.050093,7334405,21761982222.81
2024-05-10 07:00:00,0.1526864055,252277575.7107,38499762.73,12415,483446323.47,0.09585,3879936,21874209026.29
2024-05-10 08:00:00,0.1521967125,122326748.9205,18616644.47,13886,776540393.4,0.087509,4159304,22012460619.84
2024-05-10 09:00:00,0.1515022836,147155813.6751,22294360.58,11433,340196111.28,0.102632,3737084,21889306905.44
2024-05-10 10:00:00,0.151943498,85444684.1106,12938030.25,12313,318637760.16,0.085486,3691331,21814578975.44
2024-05-10 11:00:00,0.1515657984,201574221.5533,30454019.51,11027,319386007.6,0.127306,3653063,21842556996.49
2024-05-10 12:00:00,0.1505403945,126983354.3538,19208879.17,23981,369834848.07,0.059752,7577221,21739808651.83
2024-05-10 13:00:00,0.1499214858,140552484.4984,21111112.49,33202,312859436.88,0.045587,10156192,21654330653.75
2024-05-10 14:00:00,0.1450920716,647913850.2864,94989513.49,18179,733524595.5,0.082614,5301240,21567116334.48
2024-05-10 15:00:00,0.1454917753,369302949.7261,53671778.79,21898,946529293.84,0.080353,6492015,20863651687.01
2024-05-10 16:00:00,0.1450675698,361288088.0235,52232525.66,16918,603713298.31,0.076402,5162744,20900040811.2
2024-05-10 17:00:00,0.1444256148,223128619.64,32133170.41,16312,437965826.41,0.084436,5529314,20771089620.83
2024-05-10 18:00:00,0.1449728499,136380865.3774,19719064.96,17967,372288604.39,0.075094,5273465,20715681296.97
2024-05-10 19:00:00,0.143469549,159974011.1792,23031976.96,15804,593240236.84,0.076359,4980770,20867892262.17
2024-05-10 20:00:00,0.1438183037,163354356.7841,23450419.87,19616,361862696.24,0.063926,5900744,20641602875.01
2024-05-10 21:00:00,0.1439350456,85803869.7149,12354429.61,19181,379375615.03,0.058929,5812918,20673510759.89
2024-05-10 22:00:00,0.1439706961,125223946.0807,18001146.82,21764,577479917.09,0.060047,6690187,20680867160.22
2024-05-10 23:00:00,0.1443781137,102361099.0486,14801051.04,24930,332012653.62,0.041996,7197138,20681550035.81
