timestamp,close_price,volume_base,volume_quote,transaction_count,successful_transaction_count,total_fee_sol,avg_fee_sol,market_cap
2024-05-04 00:00:00,144.7052,455961.1685,66138027.79,9157198,7300523,869.9738,9.5e-05,64310515828.21
2024-05-04 01:00:00,143.9828,373036.5205,53940012.94,8870756,7096220,302.1533,3.406e-05,64794690100.31
2024-05-04 02:00:00,144.0,446111.7384,64159715.0,8845563,6957517,277.3736,3.136e-05,64275483205.49
2024-05-04 03:00:00,144.6119,282217.5668,40794261.79,9171215,7131077,258.5625,2.819e-05,64359665032.68
2024-05-04 04:00:00,145.9092,576790.1959,84014902.97,9123608,7026635,257.0182,2.817e-05,64621809046.55
2024-05-04 05:00:00,145.5301,811798.4521,117853065.95,9166758,7233098,240.3091,2.622e-05,65108189153.02
2024-05-04 06:00:00,144.4833,305324.3102,44299209.0,9267091,7562100,200.8712,2.168e-05,64821369595.47
2024-05-04 07:00:00,144.3655,224174.3858,32362431.3,9491696,7708401,186.8234,1.968e-05,64606847829.09
2024-05-04 08:00:00,145.3438,223316.3588,32390448.76,9601017,7918915,188.4954,1.963e-05,64392630386.78
2024-05-04 09:00:00,145.2957,189398.1206,27497531.4,9120493,7273258,211.6823,2.321e-05,64900173508.02
2024-05-04 10:00:00,149.1614,616833.8761,90819519.13,9008734,7226080,231.5305,2.57e-05,64766005755.61
2024-05-04 11:00:00,146.9204,810269.2596,120015032.52,8722034,7003576,275.0795,3.154e-05,66364739316.47
2024-05-04 12:00:00,148.3933,403014.2944,59526409.41,8873105,7153046,253.6645,2.859e-05,65710776171.18
2024-05-04 13:00:00,147.2877,564170.8336,83061607.4,8750877,7004292,287.1665,3.282e-05,66239666845.17
2024-05-04 14:00:00,147.0507,251437.0862,36947628.78,8756824,6870720,389.7428,4.451e-05,65597495268.53
2024-05-04 15:00:00,146.2803,229767.8956,33590515.31,8526233,6448407,402.0388,4.715e-05,65671470165.36
2024-05-04 16:00:00,146.8713,259158.0403,37882220.4,8580197,6505790,505.3155,5.889e-05,65372479684.53
2024-05-04 17:00:00,146.7048,256882.7614,37582939.75,9539111,7395191,449.6206,4.713e-05,65598886469.35
2024-05-04 18:00:00,147.1771,202432.0956,29719852.03,9006596,6902945,429.3824,4.767e-05,65514668981.06
2024-05-04 19:00:00,147.7666,176195.7036,25948010.56,8839379,6593250,385.1977,4.358e-05,65629613594.4
2024-05-04 20:00:00,147.5008,186709.4085,27543454.5,9281335,7232407,382.1265,4.117e-05,65989479835.46
2024-05-04 21:00:00,146.5631,183532.686,26976951.77,9409058,7153772,388.2024,4.126e-05,65856792028.57
2024-05-04 22:00:00,146.0413,169584.8298,24788104.19,9534721,7381749,340.9615,3.576e-05,65846941704.47
2024-05-04 23:00:00,146.0864,138943.9658,20315964.53,9407430,7215431,312.6395,3.323e-05,65376287741.39
