timestamp,transaction_count,total_value_transferred_doge,avg_fee_doge,total_size_used_bytes
2024-03-02 20:00:00,41918,639545765.98,0.087352,16302965
2024-03-02 21:00:00,41116,745657858.48,0.089047,16440044
2024-03-02 22:00:00,58338,719478061.06,0.06287,20325794
2024-03-02 23:00:00,56494,502987462.38,0.065604,20122242
2024-03-03 00:00:00,52869,857928301.92,0.068641,18431091
2024-03-03 01:00:00,47275,1316312214.21,0.083807,16958767
2024-03-03 02:00:00,63658,1054971816.39,0.068663,21141778
2024-03-03 03:00:00,60683,579107777.68,0.068108,22076657
2024-03-03 04:00:00,72340,789956085.87,0.056976,23895707
2024-03-03 05:00:00,58393,513217953.55,0.065814,18111817
2024-03-03 06:00:00,71622,850025430.18,0.0618,24656087
2024-03-03 07:00:00,67147,687485289.67,0.070176,25878667
2024-03-03 08:00:00,78882,901723778.41,0.057853,23544010
2024-03-03 09:00:00,81565,697660082.05,0.056382,25804909
2024-03-03 10:00:00,76382,881681586.73,0.060896,26219670
2024-03-03 11:00:00,79919,693617311.74,0.067222,26970585
2024-03-03 12:00:00,103880,726244353.22,0.068814,33205292
2024-03-03 13:00:00,81802,634825588.71,0.07151,26269098
2024-03-03 14:00:00,81105,709284933.49,0.073863,24848831
2024-03-03 15:00:00,85708,620690866.63,0.079461,26990154
2024-03-03 16:00:00,91110,793540871.03,0.091674,29017011
2024-03-03 17:00:00,62586,680730439.44,0.105579,19918365
2024-03-03 18:00:00,76332,1091519631.05,0.097709,25100078
2024-03-03 19:00:00,97846,1352875408.08,0.090817,29965701
2024-03-03 20:00:00,74405,979962626.3,0.092697,23594933
2024-03-03 21:00:00,71275,1192557983.66,0.088513,22527016
2024-03-03 22:00:00,58184,1243076476.78,0.098551,18195834
2024-03-03 23:00:00,88200,900214177.59,0.084535,28461623
2024-03-04 00:00:00,76197,1602164476.38,0.099448,27118554
2024-03-04 01:00:00,86274,888623197.38,0.079492,26358836
2024-03-04 02:00:00,52212,911938998.5,0.107425,17470686
2024-03-04 03:00:00,77103,844461719.35,0.109936,28528111
2024-03-04 04:00:00,92106,1278852286.72,0.086546,29712260
2024-03-04 05:00:00,78725,884879765.2,0.096879,26470173
2024-03-04 06:00:00,96084,1179302062.5,0.090597,30199721
2024-03-04 07:00:00,68811,1166259967.92,0.103691,21564036
2024-03-04 08:00:00,81730,1338431436.78,0.104868,27980243
2024-03-04 09:00:00,85737,1511790606.28,0.110038,29674483
2024-03-04 10:00:00,63910,1193032193.89,0.107322,21598578
2024-03-04 11:00:00,91672,905481444.19,0.090662,28613322
2024-03-04 12:00:00,88955,1220087524.69,0.092143,27889549
2024-03-04 13:00:00,86407,1137389149.18,0.093485,28466855
2024-03-04 14:00:00,90216,1588811027.33,0.085159,27009485
2024-03-04 15:00:00,99100,1576020264.09,0.092321,32158354
2024-03-04 16:00:00,89714,2255788620.85,0.101432,28023660
2024-03-04 17:00:00,96387,2401906756.04,0.095909,28730090
2024-03-04 18:00:00,53633,1502776876.98,0.127771,18963182
2024-03-04 19:00:00,97763,1941959335.4,0.090646,30251041
2024-03-04 20:00:00,86097,1369985678.59,0.092801,25806699
2024-03-04 21:00:00,92473,1377856033.9,0.11191,32603863
2024-03-04 22:00:00,64137,2036096247.86,0.13448,24570114
2024-03-04 23:00:00,84376,1194578239.37,0.125171,26455252
2024-03-05 00:00:00,72572,1789469677.49,0.163458,26437494
2024-03-05 01:00:00,85775,1760839060.15,0.12285,26148076
2024-03-05 02:00:00,75850,2321819243.27,0.125035,23593072
2024-03-05 03:00:00,84079,994522765.64,0.127243,26573535
2024-03-05 04:00:00,94285,1527303573.44,0.11591,30818575
2024-03-05 05:00:00,68271,1152723622.33,0.140838,25317523
2024-03-05 06:00:00,99972,1774469732.22,0.11229,31014340
2024-03-05 07:00:00,91469,1315761062.35,0.120765,33465063
2024-03-05 08:00:00,70674,996143135.41,0.115707,23070859
2024-03-05 09:00:00,87892,1230906189.62,0.097929,27525131
2024-03-05 10:00:00,60037,1206009674.88,0.140755,23854426
2024-03-05 11:00:00,110818,892392027.54,0.104929,33074620
2024-03-05 12:00:00,74522,715351637.03,0.116505,23677850
2024-03-05 13:00:00,92802,976507852.92,0.109094,29097524
2024-03-05 14:00:00,89425,2710445943.4,0.108451,28038914
2024-03-05 15:00:00,111547,1454161977.85,0.097176,33128004
2024-03-05 16:00:00,78626,1861136277.59,0.148343,30031896
2024-03-05 17:00:00,78658,1472595546.84,0.118365,25833974
2024-03-05 18:00:00,104868,1197447780.3,0.103838,31823492
2024-03-05 19:00:00,96415,3302835292.09,0.113684,28399005
2024-03-05 20:00:00,101428,3125773173.91,0.115335,31299312
2024-03-05 21:00:00,80921,2128028616.89,0.116845,25051157
2024-03-05 22:00:00,60725,2784616622.02,0.109873,19234399
2024-03-05 23:00:00,62359,1471275059.89,0.117478,23055877
2024-03-06 00:00:00,83364,1309005034.36,0.106245,26041983
2024-03-06 01:00:00,71672,947626867.52,0.111713,22749032
2024-03-06 02:00:00,66374,842717889.23,0.112095,22714957
2024-03-06 03:00:00,99179,606974367.33,0.097744,31077516
2024-03-06 04:00:00,82649,1248978273.2,0.101999,25683776
2024-03-06 05:00:00,93975,1407670724.49,0.102177,28629493
2024-03-06 06:00:00,66311,1298280061.41,0.124564,22044998
2024-03-06 07:00:00,98431,1609604635.83,0.105457,31516150
2024-03-06 08:00:00,98548,2230645522.11,0.102878,30475728
2024-03-06 09:00:00,77445,3235663535.1,0.114005,24828288
2024-03-06 10:00:00,84876,1035688669.46,0.127357,28586078
2024-03-06 11:00:00,83945,734923847.58,0.118833,26900300
2024-03-06 12:00:00,108465,775246239.23,0.110176,33233395
2024-03-06 13:00:00,83996,799956391.66,0.158632,34416701
2024-03-06 14:00:00,111936,800772521.05,0.113835,34205319
2024-03-06 15:00:00,102128,1803385195.71,0.117596,30918223
2024-03-06 16:00:00,88285,799259616.7,0.135186,26611586
2024-03-06 17:00:00,62711,1041284229.42,0.134053,18923546
2024-03-06 18:00:00,92717,702618326.46,0.120635,27133283
2024-03-06 19:00:00,93884,717292071.23,0.112362,28493159
2024-03-06 20:00:00,73938,1012042808.14,0.130523,27648951
2024-03-06 21:00:00,107286,763067379.09,0.108798,32067666
2024-03-06 22:00:00,87103,900996622.72,0.109163,26107494
2024-03-06 23:00:00,83225,380078547.56,0.113821,26905013
2024-03-07 00:00:00,75305,526596405.94,0.127361,22631894
2024-03-07 01:00:00,90115,702919444.51,0.109429,26546734
2024-03-07 02:00:00,91578,702408593.97,0.102118,27225878
2024-03-07 03:00:00,97751,740417478.28,0.097366,30750809
2024-03-07 04:00:00,78860,824613340.47,0.1014,23789406
2024-03-07 05:00:00,63483,746277640.84,0.142615,23231758
2024-03-07 06:00:00,58188,993584602.64,0.135684,20803070
2024-03-07 07:00:00,90667,931286617.19,0.107653,27842128
2024-03-07 08:00:00,57155,633017291.15,0.1215,18161554
2024-03-07 09:00:00,91570,727023623.78,0.106892,29944491
2024-03-07 10:00:00,61315,498764483.34,0.131051,22833707
2024-03-07 11:00:00,86502,582921154.81,0.113306,28431524
2024-03-07 12:00:00,78923,772620007.32,0.105363,24011237
2024-03-07 13:00:00,69442,614617159.59,0.103572,21231448
2024-03-07 14:00:00,78503,1181327791.71,0.137468,29520469
2024-03-07 15:00:00,79278,565064887.66,0.126361,28365492
2024-03-07 16:00:00,81659,630516015.3,0.123394,26370627
2024-03-07 17:00:00,81121,882311869.35,0.151519,25688945
2024-03-07 18:00:00,77392,403283937.54,0.113547,24609684
2024-03-07 19:00:00,87588,455464449.32,0.108736,26565685
2024-03-07 20:00:00,65863,443775819.75,0.122355,22280318
2024-03-07 21:00:00,93148,677421006.85,0.098493,28072098
2024-03-07 22:00:00,87193,547356393.85,0.096381,26139208
2024-03-07 23:00:00,86017,736459214.95,0.105164,28585379
2024-03-08 00:00:00,77460,589211473.17,0.092701,23361188
2024-03-08 01:00:00,64880,713213246.69,0.100388,20449367
2024-03-08 02:00:00,65064,790167085.18,0.107164,20026655
2024-03-08 03:00:00,68654,681414022.93,0.110997,21801043
2024-03-08 04:00:00,77478,775175604.95,0.098411,24475482
2024-03-08 05:00:00,60756,543192620.33,0.092109,18960344
2024-03-08 06:00:00,68067,536164391.36,0.086193,23422463
2024-03-08 07:00:00,96918,865601859.51,0.100948,31096158
2024-03-08 08:00:00,95728,1049332269.41,0.11664,31936915
2024-03-08 09:00:00,87840,884535748.92,0.122443,27335656
2024-03-08 10:00:00,57671,764599178.95,0.146984,18682455
2024-03-08 11:00:00,64489,933331224.52,0.149487,19930070
2024-03-08 12:00:00,85130,916823769.57,0.141933,25580029
2024-03-08 13:00:00,65632,874097534.85,0.173737,21239546
2024-03-08 14:00:00,58190,906277957.19,0.267845,21742348
2024-03-08 15:00:00,76071,864626289.78,0.157933,23620264
2024-03-08 16:00:00,64987,712616392.23,0.17374,19849491
2024-03-08 17:00:00,68500,1950899079.4,0.151805,21113771
2024-03-08 18:00:00,67066,774708984.5,0.15131,22192462
2024-03-08 19:00:00,67461,996102721.89,0.182698,25703468
2024-03-08 20:00:00,77580,699155089.98,0.145605,22374193
2024-03-08 21:00:00,86126,817749167.65,0.184683,25915867
2024-03-08 22:00:00,77043,708663565.4,0.221057,24020680
2024-03-08 23:00:00,75915,507717003.89,0.241538,26165519
2024-03-09 00:00:00,74890,773587509.44,0.199101,23214384
2024-03-09 01:00:00,62942,341240427.92,0.177631,19318110
2024-03-09 02:00:00,79071,420616029.69,0.181524,26067359
2024-03-09 03:00:00,63550,388099498.65,0.17739,20744782
2024-03-09 04:00:00,59806,621996916.02,0.159725,17843768
2024-03-09 05:00:00,82904,542092662.81,0.161905,25668161
2024-03-09 06:00:00,52362,814626067.01,0.17082,15836803
2024-03-09 07:00:00,61455,488782484.55,0.161138,19110676
2024-03-09 08:00:00,65637,784458287.86,0.146776,19427085
2024-03-09 09:00:00,53737,475542980.47,0.159822,17837928
2024-03-09 10:00:00,77158,554926592.74,0.145124,23159727
2024-03-09 11:00:00,53585,377339223.07,0.149218,17541364
2024-03-09 12:00:00,78497,447441544.31,0.129929,24157810
2024-03-09 13:00:00,79732,454081853.65,0.125248,25039451
2024-03-09 14:00:00,61463,490958931.62,0.133292,19542129
2024-03-09 15:00:00,63770,468328831.33,0.135978,19909134
2024-03-09 16:00:00,67618,1170362398.34,0.146358,22895854
2024-03-09 17:00:00,87904,2655819832.84,0.129399,26500805
2024-03-09 18:00:00,79157,655947271.02,0.140828,25016446
2024-03-09 19:00:00,62907,1085750685.65,0.17005,20011750
2024-03-09 20:00:00,63824,810979734.36,0.153023,19833273
2024-03-09 21:00:00,74845,598600490.86,0.147744,21890873
2024-03-09 22:00:00,50607,653398483.52,0.202792,18519777
2024-03-09 23:00:00,48141,618487040.83,0.220722,16841147
2024-03-10 00:00:00,76288,684479416.93,0.149055,23364850
2024-03-10 01:00:00,97291,563902760.0,0.145431,28649265
2024-03-10 02:00:00,65532,265055420.05,0.144808,24041611
2024-03-10 03:00:00,53557,413631403.63,0.143987,17240119
2024-03-10 04:00:00,80602,661510899.55,0.147801,25132186
2024-03-10 05:00:00,79073,1025437970.01,0.131544,23799641
2024-03-10 06:00:00,86632,334334635.08,0.144763,25120231
2024-03-10 07:00:00,66410,520265067.0,0.140421,22617195
2024-03-10 08:00:00,75937,472634058.89,0.132206,22612954
2024-03-10 09:00:00,90157,451381716.28,0.144247,27938480
2024-03-10 10:00:00,72931,927412392.45,0.153945,22798660
2024-03-10 11:00:00,77919,351097220.88,0.153335,24636824
2024-03-10 12:00:00,69995,335717786.92,0.126675,21720147
2024-03-10 13:00:00,67975,351325778.48,0.135726,21233643
2024-03-10 14:00:00,57645,474978224.4,0.207652,20621433
2024-03-10 15:00:00,75520,403218973.11,0.133592,23494737
2024-03-10 16:00:00,74897,376471664.62,0.126918,23042090
2024-03-10 17:00:00,82460,455223479.0,0.152137,26490735
2024-03-10 18:00:00,80741,281017900.43,0.141442,24619533
2024-03-10 19:00:00,86742,350704000.84,0.160745,26120378
2024-03-10 20:00:00,65526,301708188.04,0.146408,21157545
2024-03-10 21:00:00,72322,285092505.55,0.138762,24288121
2024-03-10 22:00:00,69984,259258564.28,0.127923,21648194
2024-03-10 23:00:00,72447,318594533.52,0.121908,23687892
2024-03-11 00:00:00,56032,607633436.12,0.125679,19471518
2024-03-11 01:00:00,79032,1902707758.08,0.133718,24827504
2024-03-11 02:00:00,55556,985273141.78,0.118067,16539116
2024-03-11 03:00:00,59006,334974924.93,0.141103,19457139
2024-03-11 04:00:00,43143,641732059.62,0.156029,15739391
2024-03-11 05:00:00,81625,481847263.6,0.127963,25712610
2024-03-11 06:00:00,64687,302195844.36,0.123294,19531457
2024-03-11 07:00:00,70689,601329665.09,0.149602,22777011
2024-03-11 08:00:00,69033,694438154.79,0.146677,23115647
2024-03-11 09:00:00,70706,376686756.22,0.111884,20713798
2024-03-11 10:00:00,63328,406138474.44,0.152745,20875989
2024-03-11 11:00:00,53084,465999850.95,0.168268,18212281
2024-03-11 12:00:00,73265,526615662.63,0.114742,21618418
2024-03-11 13:00:00,63265,570962951.01,0.148847,21528835
2024-03-11 14:00:00,65225,529927909.6,0.251821,23378411
2024-03-11 15:00:00,61164,501998632.69,0.249812,21196684
2024-03-11 16:00:00,73142,718082509.81,0.19746,24131865
2024-03-11 17:00:00,64712,1556169864.37,0.184637,21997693
2024-03-11 18:00:00,69028,838462970.96,0.174177,24135661
2024-03-11 19:00:00,63653,455775569.66,0.210135,23791514
2024-03-11 20:00:00,70661,464050497.51,0.110499,21143998
2024-03-11 21:00:00,47736,763934827.79,0.118224,17626192
2024-03-11 22:00:00,53545,595283139.02,0.112067,18004729
2024-03-11 23:00:00,62711,615765531.48,0.079327,21010742
2024-03-12 00:00:00,50732,1065210793.72,0.067291,16838388
2024-03-12 01:00:00,59244,653489190.59,0.063995,19313033
2024-03-12 02:00:00,81589,577872306.3,0.075659,26421035
2024-03-12 03:00:00,65643,866794356.09,0.075877,21023388
2024-03-12 04:00:00,73022,738775032.88,0.068628,23903192
2024-03-12 05:00:00,86296,339691837.13,0.059055,26809463
2024-03-12 06:00:00,78215,489764612.58,0.067024,24145939
2024-03-12 07:00:00,69323,581319930.48,0.076657,23446793
2024-03-12 08:00:00,55208,359402583.07,0.083176,17618504
2024-03-12 09:00:00,62533,461931918.13,0.075725,20652103
2024-03-12 10:00:00,59385,444464346.29,0.076083,19246761
2024-03-12 11:00:00,60691,433789666.62,0.080496,18135986
2024-03-12 12:00:00,52576,307549900.88,0.093369,17565212
2024-03-12 13:00:00,51554,539852183.57,0.104113,16892868
2024-03-12 14:00:00,50343,880560095.21,0.106943,17057219
2024-03-12 15:00:00,48358,453255810.28,0.093368,15750081
2024-03-12 16:00:00,59813,605746941.93,0.078548,18090771
2024-03-12 17:00:00,58229,2222018366.37,0.082193,18590547
2024-03-12 18:00:00,39949,343610815.83,0.0881,13108581
2024-03-12 19:00:00,56072,885297058.51,0.072786,16366647
2024-03-12 20:00:00,37860,376885559.7,0.107551,13370830
2024-03-12 21:00:00,73546,323922803.43,0.062805,20999164
2024-03-12 22:00:00,17473,502376773.67,0.139039,5557812
2024-03-12 23:00:00,28403,250401490.3,0.10053,9118004
2024-03-13 00:00:00,39361,750159945.99,0.103894,14256888
2024-03-13 01:00:00,58183,279562077.08,0.083667,17520749
2024-03-13 02:00:00,53008,346477987.1,0.085087,17630433
2024-03-13 03:00:00,49381,619638684.17,0.102798,15926365
2024-03-13 04:00:00,43401,468665122.28,0.156923,16810014
2024-03-13 05:00:00,61633,207399409.3,0.097867,18573245
2024-03-13 06:00:00,45274,229718906.51,0.113067,14538465
2024-03-13 07:00:00,57825,591397733.85,0.110471,17963446
2024-03-13 08:00:00,43756,572980086.92,0.10847,13419869
2024-03-13 09:00:00,41759,851242345.84,0.123985,14285788
2024-03-13 10:00:00,40165,295269088.61,0.123674,12366702
2024-03-13 11:00:00,45478,257782570.7,0.122066,14935998
2024-03-13 12:00:00,37360,371388381.49,0.136645,11751207
2024-03-13 13:00:00,40398,434526957.59,0.162754,12917539
2024-03-13 14:00:00,40174,582775383.35,0.127167,12560913
2024-03-13 15:00:00,35223,1043864917.77,0.135028,10681788
2024-03-13 16:00:00,48420,1086487684.19,0.121037,15598160
2024-03-13 17:00:00,61911,492186449.81,0.103089,20016964
2024-03-13 18:00:00,44050,496076172.62,0.116423,14035631
2024-03-13 19:00:00,46621,513027756.5,0.130936,16146024
2024-03-13 20:00:00,44047,664759236.04,0.130769,14461644
2024-03-13 21:00:00,29835,462295973.69,0.170484,11222675
2024-03-13 22:00:00,57037,536802834.81,0.122413,18441177
2024-03-13 23:00:00,33085,462874722.07,0.14854,11540105
2024-03-14 00:00:00,41432,940404107.39,0.124914,13879286
2024-03-14 01:00:00,54256,503036946.18,0.117016,18234850
2024-03-14 02:00:00,43841,558258640.17,0.139366,16216218
2024-03-14 03:00:00,79347,1052100967.15,0.103642,25852825
2024-03-14 04:00:00,43948,2592570292.71,0.151508,15824517
2024-03-14 05:00:00,48263,1376027756.57,0.142672,15630962
2024-03-14 06:00:00,42175,1538045810.69,0.12792,13431790
2024-03-14 07:00:00,56053,1561055564.39,0.12298,19219768
2024-03-14 08:00:00,38458,1177729121.93,0.124317,12559185
2024-03-14 09:00:00,54520,1674105746.71,0.110515,17697391
2024-03-14 10:00:00,48439,1161340961.0,0.121829,16287419
2024-03-14 11:00:00,47663,1052691343.35,0.110601,15204930
2024-03-14 12:00:00,47676,1660191704.52,0.121656,15039740
2024-03-14 13:00:00,34733,1522969850.35,0.131059,11719716
2024-03-14 14:00:00,46542,946760624.63,0.127307,15436181
2024-03-14 15:00:00,35864,605643544.89,0.155728,13800256
2024-03-14 16:00:00,38504,1888918584.26,0.153558,14230679
2024-03-14 17:00:00,33877,653169865.58,0.165605,12590776
2024-03-14 18:00:00,29428,730386857.72,0.16445,11165661
2024-03-14 19:00:00,19308,1153133711.73,0.18365,7640148
2024-03-14 20:00:00,30461,817351540.78,0.123211,10057885
2024-03-14 21:00:00,30137,736560360.84,0.147432,11100475
2024-03-14 22:00:00,27183,898703701.97,0.137992,10321297
2024-03-14 23:00:00,24716,666385850.6,0.189772,15310801
2024-03-15 00:00:00,7452,1058214409.07,0.371648,3495459
2024-03-15 01:00:00,50042,555149922.55,0.104444,17133523
2024-03-15 02:00:00,60366,796888778.05,0.09214,18463128
2024-03-15 03:00:00,19161,943949681.95,0.203522,8498722
2024-03-15 04:00:00,23736,866509471.0,0.17416,9372984
2024-03-15 05:00:00,27350,529560338.15,0.16182,10910651
2024-03-15 06:00:00,57085,1055372339.36,0.098542,18511442
2024-03-15 07:00:00,31529,803480854.64,0.113226,10266883
2024-03-15 08:00:00,49445,604113123.73,0.10738,16199005
2024-03-15 09:00:00,31527,662293022.96,0.139527,10990619
2024-03-15 10:00:00,29941,659285733.01,0.149023,10302119
2024-03-15 11:00:00,26067,697882777.49,0.149853,9250966
2024-03-15 12:00:00,39746,691883277.49,0.114692,13212981
2024-03-15 13:00:00,41346,553816813.72,0.121015,13934064
2024-03-15 14:00:00,18614,664830297.77,0.194303,7476191
2024-03-15 15:00:00,34172,635647863.64,0.160343,12104612
2024-03-15 16:00:00,42023,952666491.28,0.10932,13283130
2024-03-15 17:00:00,27316,570079177.27,0.154007,9577471
2024-03-15 18:00:00,34401,760070167.63,0.141709,12089376
2024-03-15 19:00:00,30029,713136097.46,0.143734,10106613
2024-03-15 20:00:00,34593,656054995.9,0.119011,11447080
2024-03-15 21:00:00,27129,571520331.41,0.125038,9059555
2024-03-15 22:00:00,28920,447270666.02,0.115635,10280251
2024-03-15 23:00:00,36999,759944534.84,0.10744,12155607
2024-03-16 00:00:00,40201,867607596.38,0.110879,13670695
2024-03-16 01:00:00,43283,561851653.94,0.107858,13912768
2024-03-16 02:00:00,56091,356231131.54,0.10133,17141108
2024-03-16 03:00:00,53301,359865724.75,0.103655,16584139
2024-03-16 04:00:00,49054,365652561.74,0.105856,15303344
2024-03-16 05:00:00,33561,327449254.6,0.120046,10461912
2024-03-16 06:00:00,34382,255451282.53,0.117965,11050673
2024-03-16 07:00:00,40453,487938556.64,0.109897,12752190
2024-03-16 08:00:00,55844,571634140.35,0.119766,18385533
2024-03-16 09:00:00,33651,425049295.02,0.115668,10746905
2024-03-16 10:00:00,17721,473950399.53,0.150016,6026418
2024-03-16 11:00:00,15790,395429092.73,0.146237,5728379
2024-03-16 12:00:00,38725,750641238.26,0.117098,12170337
2024-03-16 13:00:00,29287,602730443.38,0.118358,9228033
2024-03-16 14:00:00,17612,595520105.61,0.164162,5569274
2024-03-16 15:00:00,50069,564750763.42,0.117389,16120839
2024-03-16 16:00:00,41378,579118619.58,0.119852,13179175
2024-03-16 17:00:00,54792,481284712.66,0.110341,17509274
2024-03-16 18:00:00,29229,660496670.41,0.1388,9294969
2024-03-16 19:00:00,33492,1104846283.69,0.125214,10775054
2024-03-16 20:00:00,38068,527265371.24,0.143259,13331114
2024-03-16 21:00:00,31565,685942658.64,0.148521,11252764
2024-03-16 22:00:00,30129,331727234.3,0.14277,10739374
2024-03-16 23:00:00,24160,351696349.9,0.190534,9973292
2024-03-17 00:00:00,39923,762118814.32,0.113819,12664476
2024-03-17 01:00:00,22418,337425327.42,0.137528,7868435
2024-03-17 02:00:00,32197,312705627.34,0.107632,11205167
2024-03-17 03:00:00,46357,277771134.76,0.104221,15601826
2024-03-17 04:00:00,34371,722101476.67,0.11661,11779497
2024-03-17 05:00:00,12025,303980980.18,0.168054,4822590
2024-03-17 06:00:00,24871,296345020.69,0.125825,8345748
2024-03-17 07:00:00,21544,587570921.47,0.115591,8014762
2024-03-17 08:00:00,38523,723801826.43,0.138185,14676570
2024-03-17 09:00:00,49815,849376118.25,0.106921,15554676
2024-03-17 10:00:00,42393,563643001.28,0.127799,15233405
2024-03-17 11:00:00,28634,413154695.62,0.130684,8853966
2024-03-17 12:00:00,15202,527659169.46,0.170301,5265863
2024-03-17 13:00:00,25635,458145511.81,0.14984,9189951
2024-03-17 14:00:00,53254,355253757.32,0.128441,17117316
2024-03-17 15:00:00,40601,575828069.78,0.136775,12879681
2024-03-17 16:00:00,47450,479272229.25,0.12936,15285016
2024-03-17 17:00:00,44448,824627574.02,0.130486,13765691
2024-03-17 18:00:00,47861,533500986.44,0.150462,15739930
2024-03-17 19:00:00,49061,467045253.03,0.14036,15918119
2024-03-17 20:00:00,52093,259679868.83,0.153149,16263986
2024-03-17 21:00:00,48796,313910084.74,0.14615,15095257
2024-03-17 22:00:00,46056,279248938.37,0.135309,14025523
2024-03-17 23:00:00,32743,229728476.57,0.155919,10662873
2024-03-18 00:00:00,34321,537857347.25,0.148794,10266292
2024-03-18 01:00:00,27776,192441019.85,0.150163,8956016
2024-03-18 02:00:00,36550,340382436.84,0.142351,11601647
2024-03-18 03:00:00,26893,285262693.9,0.152902,9224002
2024-03-18 04:00:00,38607,275164217.75,0.129164,11633460
2024-03-18 05:00:00,60371,309791455.9,0.141059,19156585
2024-03-18 06:00:00,21421,883767136.6,0.148589,6529040
2024-03-18 07:00:00,26267,376365704.73,0.139575,9121443
2024-03-18 08:00:00,16527,450811233.58,0.152565,5783408
2024-03-18 09:00:00,23418,408944399.71,0.123412,7837284
2024-03-18 10:00:00,42844,506246366.75,0.114138,13763492
2024-03-18 11:00:00,38352,485061624.38,0.12591,12498507
2024-03-18 12:00:00,24724,411904618.89,0.133376,8153354
2024-03-18 13:00:00,48334,1008216511.69,0.121489,16563517
2024-03-18 14:00:00,37120,387968445.1,0.124722,11521031
2024-03-18 15:00:00,36214,412432131.49,0.137985,11356324
2024-03-18 16:00:00,21503,678921029.59,0.164337,7224048
2024-03-18 17:00:00,38585,440624732.05,0.23291,14398738
2024-03-18 18:00:00,13504,426262950.92,0.260102,4979572
2024-03-18 19:00:00,8892,484507267.29,0.276157,3325488
2024-03-18 20:00:00,12243,362865893.22,0.203508,4410361
2024-03-18 21:00:00,15534,311893683.45,0.177655,6413477
2024-03-18 22:00:00,11243,521824495.63,0.18962,4566384
2024-03-18 23:00:00,13875,311317466.75,0.150065,5523286
2024-03-19 00:00:00,12536,723148789.58,0.205361,5361007
2024-03-19 01:00:00,24934,802843271.64,0.13374,9732537
2024-03-19 02:00:00,10163,310626948.92,0.238935,4762758
2024-03-19 03:00:00,16879,487121249.09,0.114758,6924062
2024-03-19 04:00:00,13786,771897314.05,0.154843,5603544
2024-03-19 05:00:00,11505,347982733.89,0.178519,5180021
2024-03-19 06:00:00,20517,853263497.73,0.118735,8515872
2024-03-19 07:00:00,15812,1029112742.61,0.179098,7418393
2024-03-19 08:00:00,21480,395027070.98,0.101978,8882840
2024-03-19 09:00:00,10647,472287897.61,0.180628,5765154
2024-03-19 10:00:00,25216,541854166.91,0.127071,10504128
2024-03-19 11:00:00,5059,490055634.06,0.293177,2922567
2024-03-19 12:00:00,2847,758264426.03,0.616342,2137778
2024-03-19 13:00:00,2609,433914789.18,0.657068,1998357
2024-03-19 14:00:00,9809,360938867.91,0.182659,4546691
2024-03-19 15:00:00,21176,421527274.33,0.113696,8466629
2024-03-19 16:00:00,16553,868159115.16,0.128003,6674648
2024-03-19 17:00:00,12300,516784904.32,0.139741,4626172
2024-03-19 18:00:00,8979,252090996.38,0.187154,4175905
2024-03-19 19:00:00,8473,237588233.94,0.375423,6884444
2024-03-19 20:00:00,14366,161670953.95,0.139968,9602829
2024-03-19 21:00:00,4101,506161615.36,0.362394,2005768
2024-03-19 22:00:00,6423,281170226.96,0.409048,3336066
2024-03-19 23:00:00,4614,205109866.61,0.31083,1940186
2024-03-20 00:00:00,4906,558719746.26,0.350898,1854012
2024-03-20 01:00:00,5980,587174452.77,0.274667,2189435
2024-03-20 02:00:00,6486,237919969.61,0.264986,2580642
2024-03-20 03:00:00,11521,354076868.64,0.167354,6206355
2024-03-20 04:00:00,8222,271919904.08,0.165328,3486919
2024-03-20 05:00:00,15967,290789346.88,0.118757,10025407
2024-03-20 06:00:00,5085,539675366.62,0.282713,4149914
2024-03-20 07:00:00,8084,607284177.01,0.217702,7493877
2024-03-20 08:00:00,8910,559036153.72,0.216538,7461345
2024-03-20 09:00:00,9666,262303925.44,0.138398,4132666
2024-03-20 10:00:00,7587,465733483.18,0.177069,2410353
2024-03-20 11:00:00,6892,287669155.77,0.207398,2129806
2024-03-20 12:00:00,11093,308890973.37,0.129844,3883026
2024-03-20 13:00:00,24486,368448647.58,0.091939,7961279
2024-03-20 14:00:00,25871,293349725.88,0.186951,8181275
2024-03-20 15:00:00,33930,412426668.89,0.140579,10476574
2024-03-20 16:00:00,9820,280966416.33,0.19601,3137908
2024-03-20 17:00:00,20024,252765078.73,0.121156,5838747
2024-03-20 18:00:00,19600,471245450.13,0.127883,6499253
2024-03-20 19:00:00,20756,347315226.89,0.100739,7297219
2024-03-20 20:00:00,21954,485919456.19,0.100067,6456897
2024-03-20 21:00:00,10453,312252031.59,0.150443,3109194
2024-03-20 22:00:00,4227,491148238.47,0.322791,1507989
2024-03-20 23:00:00,3337,767553633.74,0.494558,1291883
2024-03-21 00:00:00,5614,652635256.94,0.26398,2035190
2024-03-21 01:00:00,7601,477580420.73,0.242255,4665981
2024-03-21 02:00:00,5412,592840262.18,0.345086,5560457
2024-03-21 03:00:00,6047,846204248.75,0.270636,4241177
2024-03-21 04:00:00,6710,540637617.14,0.197793,4996418
2024-03-21 05:00:00,4741,432481841.73,0.250828,5785158
2024-03-21 06:00:00,4986,584403197.32,0.278552,6018849
2024-03-21 07:00:00,4333,674308140.42,0.277783,3730548
2024-03-21 08:00:00,3345,605280175.71,0.425912,2374880
2024-03-21 09:00:00,3701,548349703.89,0.378027,1843036
2024-03-21 10:00:00,4160,612534933.07,0.293968,3064907
